name,institution_type,impervious_surface
USG 2,Power Plant,0
Johnson 1 Community Solar,Power Plant,0
North Gooding Main Hydro,Power Plant,0
Grimm Community Solar,Power Plant,29
Foreman's Hill Community Solar,Power Plant,0
"Depot Solar Center, LLC",Power Plant,0
IVC Solar,Power Plant,0
Buckleberry Solar,Power Plant,31
Lockheed Martin Solar,Power Plant,79
Johnson II Community Solar,Power Plant,76
Twiggs Solar,Power Plant,62
Lamesa II,Power Plant,0
Folsom SP and CSP Sacramento,Power Plant,0
Otarre Solar Park,Power Plant,33
PowerFin Kingsbery,Power Plant,1
Seabrook Solar,Power Plant,34
Greater New Bedford LFG Utiliz. Facility,Power Plant,0
Sikorsky Aircraft CHP,Power Plant,98
Aquila Community Solar,Power Plant,5
Acturus Community Solar,Power Plant,0
Auriga Community Solar,Power Plant,0
Canopus Community Solar,Power Plant,0
Sagitta Community Solar,Power Plant,0
Libra Community Solar,Power Plant,0
Aquarius Community Solar,Power Plant,0
Cassiopeia Community Solar,Power Plant,0
Crux Community Solar,Power Plant,0
Leo Community Solar,Power Plant,0
Deneb Community Solar,Power Plant,0
Kaus Community Solar,Power Plant,0
"IRE Solar I, LLC",Power Plant,0
Aerolease,Power Plant,67
"CJ Solar I, LLC",Power Plant,0
"COU Solar I, LLC",Power Plant,0
Baldwin,Power Plant,45
HEBT Irvine 1,Power Plant,96
HEBT Irvine 2,Power Plant,81
Onyx - Saratoga Springs Landfill Solar C,Power Plant,33
Madison County,Power Plant,40
Onyx - Pembroke Landfill Solar,Power Plant,2
Onyx - Brockton Thatcher Landfill Solar,Power Plant,96
Barrett Farm Solar - Phase I,Power Plant,0
Richmond Solar Site 2,Power Plant,66
MA Solar Storage 1 Hybrid,Power Plant,99
"Solten Plainville 6000, LLC",Power Plant,0
Randolph,Power Plant,0
Haywood Solar,Power Plant,32
Seneca Nation Cattaraugus Wind Turbine,Power Plant,63
Hilltopper Wind Project,Power Plant,0
Woods Hill Solar,Power Plant,18
Navy Yard Peaker Station,Power Plant,100
GWCC PV Solar Farm,Power Plant,12
Lockheed Martin RMS Syracuse,Power Plant,93
East Bridgewater Solar,Power Plant,0
"Griffin Road Solar, LLC CSG",Power Plant,5
"Ashby Solar, LLC CSG",Power Plant,0
Hillcrest Solar,Power Plant,0
Dudley Solar CSG,Power Plant,43
Williamsburg,Power Plant,0
"Monson Solar, LLC",Power Plant,9
"Red Toad 5840 Buffalo Road, LLC",Power Plant,26
"Nickelson Solar, LLC",Power Plant,0
Hibiscus Solar Energy Center,Power Plant,79
Reloj del Sol Wind Farm,Power Plant,0
NIST Solar,Power Plant,18
Randolph CSG PV1-5,Power Plant,0
Felton CSG PV1-5,Power Plant,0
Denmark Solar,Power Plant,0
Gaines Solar,Power Plant,0
Ashburnham Energy Storage Project,Power Plant,0
"East Fork Wind Project, LLC",Power Plant,0
Warren Solar Farm LLC,Power Plant,0
Oak Leaf Solar XXVII LLC,Power Plant,0
Hunterdon Health System Solar Project,Power Plant,5
"Westminster Renewables, LLC CSG",Power Plant,0
"Seymour Hills Wind Project, LLC",Power Plant,0
Otis Elevator Company Solar,Power Plant,75
Jefferson Solar,Power Plant,0
Lone Star Solar,Power Plant,0
Luz Solar,Power Plant,0
Marshall Solar,Power Plant,0
Oak Leaf Solar XXX LLC (CSG),Power Plant,41
"Burgaw Solar, LLC",Power Plant,0
NorWest Energy 9 LLC,Power Plant,78
County of San Diego SBRC,Power Plant,70
Oak Leaf Solar XXI (CSG),Power Plant,0
Oak Leaf Solar XXXI LLC (CSG),Power Plant,0
Oak Leaf Solar XXV LLC (CSG),Power Plant,0
Target Woodland Solar Project,Power Plant,100
Prevailing Wind Park,Power Plant,0
Arrow Canyon Solar Hybrid,Power Plant,0
Misae Solar,Power Plant,0
NYC-HH-New Bellevue Hospital,Power Plant,100
Oak Leaf Solar XXXII (CSG),Power Plant,0
Oak Leaf Solar XXII LLC (CSG),Power Plant,0
Oak Leaf Solar XXIV LLC (CSG),Power Plant,0
Oak Leaf Solar XXVI LLC,Power Plant,0
Oak Leaf Solar XXVIII LLC (CSG),Power Plant,0
Oak Leaf Solar XXIII LLC (CSG),Power Plant,8
Station 9 Energy Storage System,Power Plant,56
Mesteno,Power Plant,0
Ranchero Wind Farm LLC,Power Plant,0
Trout Creek Solar,Power Plant,0
Pittsfield 44 - M&W PV,Power Plant,0
Lee Site 31 Solar,Power Plant,0
Plymouth Solar,Power Plant,100
Held Solar Project,Power Plant,0
"NorWest Energy 4, LLC",Power Plant,0
"Stoneray Power Partners, LLC",Power Plant,53
Westchester County Medical Center,Power Plant,52
NYPH-Queens,Power Plant,70
Bly Solar Center,Power Plant,16
Liberty HS Solar Project,Power Plant,74
Frontier HS Solar Project,Power Plant,81
Xebec 1,Power Plant,67
Francisco St. Solar,Power Plant,100
"Valentine Solar, LLC",Power Plant,0
Dearborn Energy Center,Power Plant,70
Polaris Wind Park,Power Plant,37
"Palmer's Creek Wind Farm, LLC",Power Plant,0
Richmond NMCA,Power Plant,0
Founders Homestead Farms Solar,Power Plant,55
Mattas Farms,Power Plant,0
Woodleaf Solar Facility,Power Plant,0
Tipton Solar Park,Power Plant,0
IFF Union Beach Project,Power Plant,78
Tedder Solar,Power Plant,0
"North Stonington Solar Center, LLC",Power Plant,0
Western Sugar Cooperative - Billings,Power Plant,0
Antelope Expansion 1B,Power Plant,0
Cedar Falls Solar Farm,Power Plant,1
Mechanicville Hydroelectric Station,Power Plant,47
Macy's MD Joppa Solar Project,Power Plant,13
Dynamic - Walpole,Power Plant,0
46 Meadowlands Parkway,Power Plant,87
77 Metro Way,Power Plant,92
"Synergen Panorama, LLC CSG",Power Plant,0
"Mill Pond Solar, LLC",Power Plant,0
"Jamesville Road Solar, LLC",Power Plant,0
"Camden Dam Solar, LLC",Power Plant,0
Sol Phoenix,Power Plant,56
Blue Star,Power Plant,0
"Polk County Renewables, LLC",Power Plant,50
USS Centerfield Solar CSG,Power Plant,9
USS Webster Solar CSG,Power Plant,0
USS Lake Patterson Solar CSG,Power Plant,0
USS Kost Trail Solar CSG,Power Plant,0
"Aulander Holloman Solar, LLC",Power Plant,0
Washington Solar (SC),Power Plant,0
Trask East Solar,Power Plant,0
Weaver Solar,Power Plant,0
Thomas Solar,Power Plant,0
Yemassee Solar,Power Plant,0
IKEA Norfolk Rooftop PV System,Power Plant,91
Lockett Windfarm,Power Plant,0
Gloversville Landfill Solar,Power Plant,0
USS King 2 CSG,Power Plant,0
USS Eggo Solar CSG,Power Plant,0
USS DVL Solar CSG,Power Plant,0
Barre Solar III LLC,Power Plant,0
Nobles 2 Wind Project,Power Plant,0
Wright Kirby 1-5 CSG,Power Plant,0
NYP-Lower Manhattan Hospital,Power Plant,96
SR Arlington II,Power Plant,0
BWC Origination 18,Power Plant,0
BWC Gibbs Brook,Power Plant,0
BWC Wareham River,Power Plant,0
BWC Harlow Brook,Power Plant,0
BWC Pocasset River,Power Plant,0
I25 Battery Storage,Power Plant,46
JBAB - Washington DC,Power Plant,53
"Dougherty County Solar, LLC",Power Plant,0
Grazing Yak Solar,Power Plant,0
Moody Air Force Base Solar,Power Plant,0
CFW Solar X LLC - Vaughn,Power Plant,92
Spanish Peaks Solar,Power Plant,0
"Emmons-Logan Wind, LLC",Power Plant,0
GMP Solar/Storage-Milton Hybrid,Power Plant,0
GMP Solar/Storage-Ferrisburgh Hybrid,Power Plant,0
GMP Solar/Storage-Essex Hybrid,Power Plant,0
Pasto Solar,Power Plant,0
Guyton Community Solar,Power Plant,0
Atlanta Falcons Solar,Power Plant,100
Sweetbay Solar Center,Power Plant,0
Bell Bay Solar Farm,Power Plant,0
Jamison Solar Farm,Power Plant,0
Runway Solar Farm,Power Plant,0
Albert Einstein College of Medicine,Power Plant,78
Sage Solar I-III,Power Plant,0
UMCES Ground Mount,Power Plant,3
City of Gallup Solar,Power Plant,19
Anne Arundel County Public Schools,Power Plant,75
Fort Indiantown Gap,Power Plant,60
Waynesboro Community Solar,Power Plant,27
Griffin Trail Wind,Power Plant,0
Daum Solar,Power Plant,0
Ellis Solar,Power Plant,7
Lady Slipper Solar Array CSG,Power Plant,0
West of the Pecos Solar,Power Plant,0
Cranell Wind Farm LLC,Power Plant,0
Peyton Creek Wind Farm LLC,Power Plant,0
Verwey-Hanford Dairy Digester #2,Power Plant,0
Verwey-Hanford Dairy Digester #3,Power Plant,0
Prairie State Solar Project,Power Plant,0
NYP-Hudson Valley Hospital Center,Power Plant,29
Assembly Solar Project,Power Plant,0
Regeneron Pharmaceuticals Inc.,Power Plant,41
Willow Creek Wind Power LLC,Power Plant,0
SR Arlington I,Power Plant,0
Heller 400M,Power Plant,83
Owens Corning,Power Plant,0
Techren Solar V,Power Plant,0
Kearny Mesa Storage LLC,Power Plant,84
"Lake Region Community Hybrid, LLC",Power Plant,0
Westminster,Power Plant,76
Meyersdale Battery,Power Plant,0
Busch Ranch II Wind Farm,Power Plant,0
JLL-One Rockwood Road,Power Plant,85
Mount Sinai South Nassau Hospital,Power Plant,74
Lapetus,Power Plant,0
Kimberly Clark Mobile - CHP Plant,Power Plant,99
St. Johns Episcopal Hospital,Power Plant,100
Rantoul Solar,Power Plant,48
St. Joseph Hospital,Power Plant,98
Mt. Sinai- Morningside,Power Plant,98
Lakewood Cheddar School,Power Plant,73
Digital Fairfield,Power Plant,85
Regeneron Tarrytown,Power Plant,4
Ratkovich Alhambra,Power Plant,95
Micro Santa Clara,Power Plant,99
DESI-2 Battery Storage Facility,Power Plant,63
Farmers Electric Cooperative - Kalona,Power Plant,92
Muscle Shoals,Power Plant,0
Little Bear 3,Power Plant,0
Little Bear 4,Power Plant,0
Little Bear 5,Power Plant,0
Vista Solar Energy Center,Power Plant,0
Music City Community Solar,Power Plant,22
Cove Mountain Solar,Power Plant,0
Cove Mountain Solar 2,Power Plant,0
Washington St Community Solar Farm #4,Power Plant,0
Washington St Community Solar Farm #1,Power Plant,0
Washington St Community Solar Farm #3,Power Plant,0
Gaskill Rd Community Solar Farm CSG,Power Plant,12
Kings Point Wind Energy Center,Power Plant,2
Big Tree Community Solar Farm,Power Plant,0
Dryden Rd #2 Community Solar Farm CSG,Power Plant,0
North Fork Ridge Wind Energy Center,Power Plant,0
Woodoak Drive Community Solar Farm CSG,Power Plant,0
Burritt Rd Community Solar Farm,Power Plant,0
Neosho Ridge Wind Energy Center,Power Plant,0
Beech Ridge II Wind Energy Center,Power Plant,0
Taygete Energy Project LLC,Power Plant,0
Crawfordsville 2 Solar Park,Power Plant,42
Crawfordsville 3 Solar Park,Power Plant,0
CMR Solar LLC,Power Plant,0
Flowers Solar LLC,Power Plant,30
Prairie Queen Wind Farm,Power Plant,0
Crossing Trails Wind Power Project LLC.,Power Plant,0
Echo River Solar,Power Plant,0
Okeechobee Solar,Power Plant,59
"DTE Atlantic, LLC",Power Plant,94
Southfork Solar,Power Plant,0
Skeleton Creek Energy Center Hybrid,Power Plant,3
Palmer Solar,Power Plant,0
Telegraph Rd #1 Community Solar Farm,Power Plant,0
Orange County Energy Storage 2,Power Plant,87
Telegraph Rd #2 Community Solar Farm,Power Plant,0
Orange County Energy Storage 3,Power Plant,85
Route 19 #1 Community Solar Farm,Power Plant,0
Route 19 #2 Community Solar Farm,Power Plant,0
Winchendon Landfill Solar,Power Plant,34
Frey Rd #1 Community Solar Farm,Power Plant,0
G.S.E. One LLC,Power Plant,0
County Route 11 Community Solar Farm,Power Plant,0
Furnace Rd Community Solar Farm,Power Plant,0
TB Flats,Power Plant,0
Yellow Mills Rd #1 Community Solar Farm,Power Plant,0
Yellow Mills Rd #2 Community Solar Farm,Power Plant,0
Yellow Mills Rd #3 Community Solar Farm,Power Plant,0
Frey Rd #2 Community Solar Farm,Power Plant,0
Route 22 Community Solar Farm CSG,Power Plant,0
Villa Roma Rd #1,Power Plant,0
Villa Roma Rd #2,Power Plant,0
Villa Roma Rd #3 CSG,Power Plant,0
Villa Roma Rd #4 CSG,Power Plant,0
Boas Rd #1 Community Solar Farm,Power Plant,0
Boas Rd #2 Community Solar Farm,Power Plant,0
Boas Rd #3 Community Solar Farm,Power Plant,0
Boas Rd #4 Community Solar Farm,Power Plant,0
MSC-Scott01 LLC,Power Plant,0
MSC-Chisago01 LLC CSG,Power Plant,38
MSC-Rice01 LLC CSG,Power Plant,81
MSC-Chisago02 LLC,Power Plant,14
HCE Moore I,Power Plant,45
Three Bridge,Power Plant,24
Lake Placid Solar Power Plant,Power Plant,0
Debary Solar Power Plant,Power Plant,0
Trenton Solar Power Plant,Power Plant,0
Wilkinson Solar LLC,Power Plant,0
Renew Solar ABC Sacramento LLC,Power Plant,0
Almond,Power Plant,0
Aquamarine,Power Plant,0
SJRR Power LLC,Power Plant,86
Kearsarge Johnstown 1 CSG,Power Plant,0
Kearsarge GB,Power Plant,0
Kearsarge SKSC1 LLC,Power Plant,0
Kearsarge Uxbridge,Power Plant,29
Kearsarge Johnstown 2 CSG,Power Plant,0
Kearsarge Montague,Power Plant,24
Kearsarge SKSC2 LLC,Power Plant,0
Kearsarge Wilmington,Power Plant,85
Airport Solar,Power Plant,0
"Roadrunner, LLC Hybrid",Power Plant,0
"High Lonesome Wind Power, LLC Hybrid",Power Plant,0
High Prairie Wind Farm,Power Plant,0
Elkhorn Battery Energy Storage System,Power Plant,98
"Hill Top Energy Center, LLC",Power Plant,0
Blue Summit III Wind,Power Plant,1
"GD Richmond Buttonwoods I, LLC",Power Plant,0
"GD West Greenwich Victory I, LLC",Power Plant,0
Knoxville Battery Energy Storage,Power Plant,88
Jiminy Peak Wind QF,Power Plant,0
Disney Prospect,Power Plant,86
ATT Jericho,Power Plant,99
ATT Kelvin,Power Plant,100
ATT Van Nyus,Power Plant,98
FLEX Gibraltar,Power Plant,93
MER Queens,Power Plant,100
Preferred Freezer San Leandro,Power Plant,80
Plainfield Community Solar LLC,Power Plant,0
Route 14A CDG Solar North and South LLC,Power Plant,0
Tolland Solar NG LLC,Power Plant,0
Newfield Community Solar LLC,Power Plant,21
Tanglewood Circle Solar 1 LLC,Power Plant,1
Quitman Solar,Power Plant,0
Beebe Substation Battery Storage,Power Plant,65
DG Florham Park Solar LLC,Power Plant,81
Mesquite Star,Power Plant,0
Derby Fuel Cell,Power Plant,78
Montefiore Mount Vernon Hospital,Power Plant,3
Gratis Road Solar Facility,Power Plant,36
Wolf Creek Generator,Power Plant,52
Ekola Flats,Power Plant,0
Headwaters Wind Farm II LLC,Power Plant,45
Ruff Solar LLC,Power Plant,5
Wendell Solar Farm LLC,Power Plant,0
Sabattus Solar LLC,Power Plant,0
Rio De Oro Solar Energy Center,Power Plant,0
Connell East LLC,Power Plant,1
Cookstown,Power Plant,39
Changeup,Power Plant,3
Starr,Power Plant,43
Badger,Power Plant,4
Outer Cape Community Battery,Power Plant,0
Whitney Hill Wind Power LLC,Power Plant,0
Bloomfield Municipal Utilities Solar,Power Plant,0
Commerce ESS,Power Plant,0
Commerce Solar,Power Plant,0
PFMG Solar Grossmont Helix LLC,Power Plant,91
USAA Black Bear Energy,Power Plant,82
CBP Solar,Power Plant,44
Kinder Morgan Fordham,Power Plant,61
ALDI DC 2,Power Plant,50
CCG Marketing,Power Plant,48
Searcy Solar Hybrid,Power Plant,22
Hidalgo Wind Farm II,Power Plant,87
Rockland Bakery Inc.,Power Plant,15
Sage Draw Wind,Power Plant,0
Achilles Solar,Power Plant,18
Overlook Medical Center,Power Plant,97
Arborgate Solar,Power Plant,7
"White Cloud Wind Project, LLC",Power Plant,0
West Water Street,Power Plant,88
Wadesboro 4,Power Plant,13
APG Old Bayside,Power Plant,10
APG New Chesapeake,Power Plant,40
Jumbo Hill Wind Project,Power Plant,0
Blue Heron Solar,Power Plant,68
Cattle Ranch,Power Plant,31
Twin Lakes,Power Plant,3
Babcock Preserve,Power Plant,35
Milford Solar Farm (NJ) LLC,Power Plant,0
McCullough Road Solar Farm,Power Plant,0
Manchester Community College East,Power Plant,58
Manchester Community College North,Power Plant,4
Morehead Generating Facility,Power Plant,0
GE-Lubbock,Power Plant,14
AZ State University - Tempe Campus Solar,Power Plant,76
Minuteman Energy Storage,Power Plant,77
Northern Preserve Solar,Power Plant,56
Washburn Road Solar,Power Plant,0
MBS Textbook Exchange,Power Plant,0
SFDK Solar,Power Plant,92
Haven Solar Project CSG,Power Plant,0
Happy Hollow CSG Hybrid,Power Plant,0
Zephyr Wind Project - 2.0,Power Plant,69
Foundation Dole Fresh Vegetables,Power Plant,0
HL Solar,Power Plant,0
Hunter Solar LLC (UT),Power Plant,0
DWW Solar ll,Power Plant,0
Cuyahoga Falls 1,Power Plant,50
"Pecan Grove Solar, LLC",Power Plant,0
"1025 Traveller Solar, LLC",Power Plant,0
"1047 Little Mountain Solar, LLC",Power Plant,10
"Ennis Solar, LLC",Power Plant,0
Gilcrest Solar,Power Plant,0
Quincy Solar,Power Plant,0
Sigurd Solar LLC,Power Plant,0
Lafayette Horizon Solar CSG LLC,Power Plant,75
Maiden Creek Solar Power Plant,Power Plant,0
Gaston Solar Power Plant,Power Plant,5
Hecate Energy Highland LLC,Power Plant,0
Equinix Caspian Dr. Fuel Cell,Power Plant,84
Nautilus Goat Island Solar LLC (CSG),Power Plant,0
Antelope Expansion 3A,Power Plant,0
Antelope Expansion 3B,Power Plant,0
Skipjack Solar Center,Power Plant,88
Epic Verona,Power Plant,99
IKEA Canton Rooftop PV System,Power Plant,80
Crooked Run,Power Plant,0
Palmetto Plains,Power Plant,0
Garfield Solar,Power Plant,100
CED Champaign Solar LLC,Power Plant,35
Noland Wastewater Treatment Plant Hybrid,Power Plant,34
Westside Wastewater Treatment Plant Hybr,Power Plant,0
"TPE Pennsylvania Solar 1, LLC",Power Plant,34
American Canyon Solar,Power Plant,0
Malech Solar Farm,Power Plant,1
Hellyer Solar Farm,Power Plant,13
Guadalupe Solar Farm,Power Plant,9
Shiloh Hwy Solar,Power Plant,0
Sandy Solar,Power Plant,0
Chowan Jehu Solar,Power Plant,0
CED Northampton Solar LLC Hybrid,Power Plant,0
FastSun 2 CSG,Power Plant,35
Mission College Blvd. Fuel Cell,Power Plant,84
Kaiser East La Palma Ave. Fuel Cell,Power Plant,100
Kaiser Deer Valley Rd. Fuel Cell,Power Plant,42
Kaiser Owens Dr. Fuel Cell,Power Plant,78
Kaiser Napa Valley Corporate Dr Fuel Cel,Power Plant,64
Equinix Great Oaks Blvd. Fuel Cell,Power Plant,76
Equinix Lundy Ave. Fuel Cell,Power Plant,78
Equinix Douglas St. Fuel Cell,Power Plant,65
Equinix Maple Ave. Fuel Cell,Power Plant,98
Helen Solar CSG,Power Plant,0
Walcott Solar CSG,Power Plant,0
Northfield Solar CSG,Power Plant,0
Warsaw Solar CSG,Power Plant,30
Nationals,Power Plant,100
Plum Creek Wind Project (NE),Power Plant,10
Burlington Coat Factory Solar,Power Plant,76
DSM Nutritional Products Solar,Power Plant,89
Wildcat Creek Wind Farm LLC,Power Plant,0
Mesa CSG 2 Massicotte,Power Plant,0
Mesa CSG 1 Murdock,Power Plant,66
"Chester Woods Point Solar, LLC CSG",Power Plant,0
Steel Sun 2: 2303-III-9 Hamburg Tpke,Power Plant,100
Steel Sun 2: 2303-III-4 Hamburg Tpke,Power Plant,100
Steel Sun 2: 2303-III-2 Hamburg Tpke,Power Plant,100
Homer Street West,Power Plant,71
Homer Street East,Power Plant,51
MHG Wallingford,Power Plant,0
Desper Solar,Power Plant,0
Middleton Airport Solar,Power Plant,0
"Solar Star Palo Alto I, LLC",Power Plant,87
East Hampton Energy Storage Center,Power Plant,100
Montauk Energy Storage Center,Power Plant,45
Phoenix Solar South Farms LLC Solar Farm,Power Plant,65
Harbec Energy,Power Plant,44
West Valley West,Power Plant,0
West Valley East,Power Plant,0
KDC Solar ASGM,Power Plant,94
"MSC-Empire01, LLC",Power Plant,32
Mount Joy Wire,Power Plant,90
Arcadia Solar,Power Plant,0
Wheatridge Hybrid,Power Plant,0
KDC Solar CSCP LLC,Power Plant,88
Matilda Hamilton Fee Hydroelectric Stati,Power Plant,0
Little Manatee River Solar,Power Plant,0
LafargeHolcim - Paulding Wind Project,Power Plant,100
Prospect Storage,Power Plant,0
San Diego International Airport BESS,Power Plant,90
Prospero Solar,Power Plant,0
RC Energy AA LLC Solar Facility,Power Plant,0
Bridgewater Complex Co-Generation Plant,Power Plant,50
Meherrin Solar,Power Plant,0
Greenville CSG,Power Plant,0
Hopkinton CSG,Power Plant,0
Chester CSG,Power Plant,0
NASA Johnson Space Center CHP,Power Plant,84
Carver CSG,Power Plant,0
Westtown CSG,Power Plant,0
El Campo Wind,Power Plant,0
Scottsburg Solar Park,Power Plant,0
Gas City Solar Park,Power Plant,0
Piney Creek Solar,Power Plant,0
Columbia City Solar Park,Power Plant,0
Richmond Solar Park 3,Power Plant,28
Kingsberry Energy Storage System,Power Plant,0
System Control Center,Power Plant,77
Naval Sub Base New London Fuel Cell,Power Plant,58
L'Oreal Solar - Florence,Power Plant,89
Aurora County Wind,Power Plant,25
Brule County Wind,Power Plant,0
"Foxtail Wind, LLC",Power Plant,0
"Southern Current One, LLC",Power Plant,0
Wistaria Ranch Solar,Power Plant,0
Rotor Clip,Power Plant,0
Quincy II Solar Garden,Power Plant,67
Imboden Solar Garden,Power Plant,4
SunSelect1,Power Plant,15
"East Acres Solar NG, LLC",Power Plant,0
Meadow Lake Wind Farm VI LLC,Power Plant,14
Dry Bridge Solar (Brown University),Power Plant,0
Coniglio Solar,Power Plant,0
"BT Cooke Solar, LLC",Power Plant,79
Kellam Solar,Power Plant,6
Wildberry,Power Plant,0
Crawfordsville Solar Park 4,Power Plant,52
Ulster County Solar,Power Plant,1
Hecate Energy Blair Road LLC,Power Plant,17
Novel Martin Solar One LLC (McLeod) CSG,Power Plant,0
"Rappahannock Solar, LLC",Power Plant,0
"10 Briggs Solar NG, LLC (East)",Power Plant,94
Blackjack Creek Wind Farm,Power Plant,0
Franklin Solar Site,Power Plant,45
