name,institution_type,avg_rad,no2,impervious_surface
Flambeau Solar Partners,Power Plant,0.6591667,1.871562201932565e-5,0
Citizens Agawam Landfill Solar,Power Plant,21.44,3.783333941697765e-5,0
Norton Landfill Solar,Power Plant,3.7275,3.10361023168566e-5,53
Tyngsborough Solar,Power Plant,2.2558334,3.9857737384701464e-5,0
"New Road Solar, LLC",Power Plant,5.8233333,7.593890871908688e-5,30
Old Bridge Solar Farm,Power Plant,15.789166,6.281481463080384e-5,52
Raritan Solar - 53 Highway,Power Plant,1.675,4.602070373846025e-5,6
CED Chicopee Solar,Power Plant,23.2075,3.447910158204309e-5,61
UMASS,Power Plant,33.9325,2.9961670627044175e-5,78
Camden CSD Solar Array,Power Plant,0.65416664,2.3634990639562655e-5,0
San Luis Valley Solar Array,Power Plant,0.42333332,1.232918287361783e-5,33
Vilas Solar Array,Power Plant,0.42416668,1.7405480876328967e-5,0
Stenner Creek Solar,Power Plant,34.3025,1.9694324182725052e-5,0
Montgomery County Solar,Power Plant,47.579166,2.9237832895479695e-5,79
"Heartland Divide Wind Project, LLC",Power Plant,1.9583334,2.581283017988038e-5,0
NC 102 Project LLC,Power Plant,1.1966667,3.323206386705766e-5,3
Techren Solar I LLC,Power Plant,0.7416667,2.339925585720207e-5,2
"WED Kingstown Solar I, LLC - West",Power Plant,1.44,3.1191029950411136e-5,0
WED Stilson Solar,Power Plant,7.599167,2.9173469845199663e-5,71
Cyril,Power Plant,0.67833334,1.8549286714856804e-5,1
Hinton,Power Plant,0.575,2.0114907577854745e-5,6
Marietta,Power Plant,2.0966666,1.9549261766601517e-5,0
Pine Ridge,Power Plant,0.485,1.830417093110026e-5,0
Tuttle,Power Plant,0.8908333,2.02102537299401e-5,4
CDCR (CA) - Solano State Prison,Power Plant,60.5025,2.776564417550901e-5,56
CDCR (CA) - Corcoran State Prison,Power Plant,7.6575003,2.997877855236951e-5,85
CDCR (CA) - Wasco State Prison,Power Plant,3.6041667,2.8087807138940462e-5,0
WED Kingstown Solar I - East Array,Power Plant,1.2116667,2.3122002696022357e-5,0
West Moore Solar II,Power Plant,7.365,2.393606564584717e-5,0
Dundas Solar Holdings LLC CSG,Power Plant,3.3458333,3.351044952791904e-5,22
Waterville CSG Solar Holdings LLC,Power Plant,0.71666664,3.471436137938033e-5,21
Kilroy Solar,Power Plant,19.2225,2.5865917474111797e-5,99
West Brookfield Solar - Gilbertsville Rd,Power Plant,0.875,3.0150477763960417e-5,0
William G Mennen Sports Solar,Power Plant,27.4725,3.89164273438516e-5,84
"Chiloquin Solar, LLC",Power Plant,0.45916668,1.1338777039359974e-5,0
DG Tufts Science LLC CSG,Power Plant,4.1833334,3.4722277991183245e-5,75
DG Dighton LLC CSG,Power Plant,1.1258334,3.4825375749885294e-5,0
DG Tufts Knoll LLC CSG,Power Plant,8.120833,3.750745695154683e-5,76
DG Webster LLC CSG,Power Plant,1.4491667,4.120627320894428e-5,39
Denison Solar Array,Power Plant,20.92,2.9149552409042417e-5,2
Turtle Creek Wind Farm LLC,Power Plant,0.5625,3.1630386707527125e-5,0
Texon Hydroelectric Project,Power Plant,0.8175,2.8357458169347347e-5,0
Seneca Falls Hydroelectric Project,Power Plant,8.228333,1.720604041569318e-5,0
Waterloo Hydroelectric Project,Power Plant,9.234167,2.425513166372484e-5,55
Denton Energy Center,Power Plant,19.789167,3.7159486574844775e-5,0
August Wind Farm,Power Plant,0.47083333,2.5587629978792356e-5,53
Altair Community Solar Garden,Power Plant,0.64,3.359427973738945e-5,0
LA3 West Baton Rouge Solar Facility,Power Plant,1.2816666,2.269819572120896e-5,0
ENO Paterson Solar,Power Plant,115.07,3.356219125654072e-5,32
Robins Air Force Base Solar,Power Plant,2.3475,2.2294401263509023e-5,56
Blazing Star 2 Wind Farm,Power Plant,2.5183332,2.449459456059657e-5,0
Capricornus Community Solar Garden,Power Plant,0.8575,2.6499766993601845e-5,0
"Fiber Recovery, Inc.",Power Plant,3.1075,2.6959198961883648e-5,100
Alafia Solar,Power Plant,1.3966666,2.7387912853705228e-5,0
Balm Solar,Power Plant,1.8033333,2.5768121544494285e-5,19
Bonnie Mine Solar,Power Plant,7.0333333,2.8360427899562665e-5,0
Grange Hall Solar,Power Plant,0.68416667,2.6879262322607173e-5,0
Lake Hancock Solar,Power Plant,1.0383333,2.7387912853705228e-5,0
"Cougar Solar, LLC",Power Plant,5.2408333,2.170909674133256e-5,53
Whirlpool Corp-Greenville Wind Farm,Power Plant,28.105833,3.285450114713003e-5,89
Vista Energy Storage System,Power Plant,27.335835,2.8216528371593987e-5,51
Carrizozo Solar,Power Plant,0.43833333,8.568243445234925e-6,0
Lithia Solar,Power Plant,0.8775,3.0040193361411664e-5,26
Mountain View Solar (FL),Power Plant,1.8241667,2.8862989216041965e-5,36
Payne Creek Solar,Power Plant,0.6491667,3.0347684194107256e-5,0
Peace Creek Solar,Power Plant,1.9808333,3.0583736273631244e-5,0
Wimauma Solar and Battery Storage,Power Plant,1.3033333,2.448067051963279e-5,25
"Creston Ridge II, LLC",Power Plant,0.67583334,3.413036667313112e-5,0
Scandia Community Solar Garden,Power Plant,0.8908333,2.7446733274268648e-5,0
RJC II Community Solar Garden,Power Plant,35.765835,3.587734620561662e-5,41
Betcher Community Solar Garden,Power Plant,1.1800001,2.9655006792426976e-5,0
Sherburne Community Solar,Power Plant,1.17,3.170502077568246e-5,0
Arkwright Summit Wind Farm LLC,Power Plant,0.6816667,1.8145658402239968e-5,0
Wildcat Ranch Wind Project,Power Plant,0.465,1.678887819616983e-5,0
NCSU CCUP Cogeneration Plant,Power Plant,69.97083,2.598519693848873e-5,97
NCSU Cates Cogeneration Plant,Power Plant,79.61,2.4062292555679868e-5,84
Perennial Windfarm,Power Plant,0.49583334,2.628897741550836e-5,54
Pinal Central Energy Center Hybrid,Power Plant,1.1258333,2.2625594867741476e-5,0
Tatanka Wi,Power Plant,1.5116667,2.888737024837289e-5,14
Middle Daisy,Power Plant,0.95416665,1.9005869088703715e-5,0
USG 1,Power Plant,17.195833,2.8078474480745812e-5,29
USG 2,Power Plant,8.321667,2.8078474480745812e-5,0
Johnson 1 Community Solar,Power Plant,1.2541666,2.218221683695339e-5,0
North Gooding Main Hydro,Power Plant,0.45166665,1.8292316659896916e-5,0
Grimm Community Solar,Power Plant,2.1275,2.9897841879008227e-5,29
Foreman's Hill Community Solar,Power Plant,1.0958333,3.11284674313956e-5,0
"Depot Solar Center, LLC",Power Plant,1.0291667,2.268125025557925e-5,0
IVC Solar,Power Plant,7.2633333,3.301744392714192e-5,0
Buckleberry Solar,Power Plant,1.2291666,2.406190735570766e-5,31
Lockheed Martin Solar,Power Plant,26.31,4.052213446148174e-5,79
Johnson II Community Solar,Power Plant,1.0408334,2.218221683695339e-5,76
Twiggs Solar,Power Plant,1.7191666,2.57070146831091e-5,62
Lamesa II,Power Plant,1.1341667,2.0835666379865178e-5,0
Folsom SP and CSP Sacramento,Power Plant,23.264166,3.4812659775582006e-5,0
Otarre Solar Park,Power Plant,15.976666,2.9921764590428775e-5,33
PowerFin Kingsbery,Power Plant,15.524167,3.0241834754825864e-5,1
Seabrook Solar,Power Plant,2.1325,2.7916307683611423e-5,34
Greater New Bedford LFG Utiliz. Facility,Power Plant,2.9333334,2.889922036664654e-5,0
Sikorsky Aircraft CHP,Power Plant,40.999165,4.6274113360874864e-5,98
Aquila Community Solar,Power Plant,3.295,2.5968203750470617e-5,5
Acturus Community Solar,Power Plant,2.935,3.148765982046762e-5,0
Auriga Community Solar,Power Plant,1.5783333,2.334918054317087e-5,0
Canopus Community Solar,Power Plant,0.6475,2.568258597122381e-5,0
Sagitta Community Solar,Power Plant,1.8291667,3.4732929474162234e-5,0
Libra Community Solar,Power Plant,5.935,2.999935819708131e-5,0
Aquarius Community Solar,Power Plant,12.05,2.6193058414192498e-5,0
Cassiopeia Community Solar,Power Plant,1.7858334,2.5977291240662072e-5,0
Crux Community Solar,Power Plant,1.2266667,2.7595310997347445e-5,0
Leo Community Solar,Power Plant,0.5991667,2.522429749016419e-5,0
Deneb Community Solar,Power Plant,0.8308333,2.7688915525869404e-5,0
Kaus Community Solar,Power Plant,0.89166665,3.129311471758581e-5,0
"IRE Solar I, LLC",Power Plant,0.55083334,1.9726974953093956e-5,0
Aerolease,Power Plant,88.763336,7.853968619872264e-5,67
"CJ Solar I, LLC",Power Plant,0.6408333,2.351506478111507e-5,0
"COU Solar I, LLC",Power Plant,0.6408333,2.351506478111507e-5,0
Baldwin,Power Plant,42.901665,3.9746713490684606e-5,45
Baldwin,Power Plant,42.901665,3.9746713490684606e-5,14
Baldwin,Power Plant,42.901665,1.7656073265878422e-5,45
Baldwin,Power Plant,42.901665,1.7656073265878422e-5,14
HEBT Irvine 1,Power Plant,86.903336,5.148643940061601e-5,96
HEBT Irvine 2,Power Plant,63.774166,4.321601281014458e-5,81
Onyx - Saratoga Springs Landfill Solar C,Power Plant,48.1725,2.1549803000925207e-5,33
Madison County,Power Plant,0.72583336,1.9707345998084112e-5,40
Onyx - Pembroke Landfill Solar,Power Plant,1.8491666,3.1820240501022435e-5,2
Onyx - Brockton Thatcher Landfill Solar,Power Plant,5.630833,3.78693083238935e-5,96
Barrett Farm Solar - Phase I,Power Plant,1.0608333,3.410832010606803e-5,0
Richmond Solar Site 2,Power Plant,29.4,3.425170200192335e-5,66
MA Solar Storage 1 Hybrid,Power Plant,9.771667,3.528777376218016e-5,99
"Solten Plainville 6000, LLC",Power Plant,4.0416665,3.436801003332129e-5,0
Randolph,Power Plant,14.439167,4.106784359974142e-5,0
Haywood Solar,Power Plant,1.3633333,2.7681357216504066e-5,32
Seneca Nation Cattaraugus Wind Turbine,Power Plant,3.1875,2.4301700460339637e-5,63
Hilltopper Wind Project,Power Plant,0.51,3.1562428937152595e-5,0
Woods Hill Solar,Power Plant,0.84833336,4.040457782762506e-5,18
Navy Yard Peaker Station,Power Plant,71.1975,4.8891864974369714e-5,100
GWCC PV Solar Farm,Power Plant,41.305832,3.947031458181465e-5,12
Lockheed Martin RMS Syracuse,Power Plant,34.175,2.4367023914755514e-5,93
East Bridgewater Solar,Power Plant,4.5883336,3.78693083238935e-5,0
"Griffin Road Solar, LLC CSG",Power Plant,7.1549997,3.831728037987295e-5,5
"Ashby Solar, LLC CSG",Power Plant,0.79833335,3.072619546166371e-5,0
Hillcrest Solar,Power Plant,1.4775,3.2123791091273175e-5,0
Dudley Solar CSG,Power Plant,4.8108335,4.120983104143425e-5,43
Williamsburg,Power Plant,0.51416665,2.9873550753402265e-5,0
"Monson Solar, LLC",Power Plant,1.1466666,4.451175564552225e-5,9
"Red Toad 5840 Buffalo Road, LLC",Power Plant,1.6433333,2.3507074291097837e-5,26
"Nickelson Solar, LLC",Power Plant,4.0216665,2.9789167370095663e-5,0
Hibiscus Solar Energy Center,Power Plant,14.8375,2.6374242986579752e-5,79
Reloj del Sol Wind Farm,Power Plant,0.5366667,1.3336187959357946e-5,0
NIST Solar,Power Plant,20.015833,3.5495946142479466e-5,18
Randolph CSG PV1-5,Power Plant,1.0341667,3.788161949321691e-5,0
Felton CSG PV1-5,Power Plant,1.1183333,3.788161949321691e-5,0
Denmark Solar,Power Plant,3.3325,2.8592687664910644e-5,0
Gaines Solar,Power Plant,4.9541664,2.4602855075159915e-5,0
Ashburnham Energy Storage Project,Power Plant,0.59833336,3.262627708360548e-5,0
"East Fork Wind Project, LLC",Power Plant,0.44083333,2.0688136528360553e-5,0
Warren Solar Farm LLC,Power Plant,1.3916667,2.2478926388788364e-5,0
Oak Leaf Solar XXVII LLC,Power Plant,2.2008333,2.7626705080572608e-5,0
Hunterdon Health System Solar Project,Power Plant,8.1,3.03710852233994e-5,5
"Westminster Renewables, LLC CSG",Power Plant,0.9583333,3.35722188395839e-5,0
"Seymour Hills Wind Project, LLC",Power Plant,0.62916666,1.9910045169976985e-5,0
Otis Elevator Company Solar,Power Plant,28.87,3.0268132983773765e-5,75
Jefferson Solar,Power Plant,6.0841665,2.382193959206201e-5,0
Jefferson Solar,Power Plant,6.0841665,2.382193959206201e-5,0
Jefferson Solar,Power Plant,6.0841665,3.424223214714582e-5,0
Jefferson Solar,Power Plant,6.0841665,3.424223214714582e-5,0
Lone Star Solar,Power Plant,0.6075,2.3200772703626017e-5,0
Luz Solar,Power Plant,3.335,2.506558962997386e-5,0
Marshall Solar,Power Plant,1.8708334,2.506558962997386e-5,0
Oak Leaf Solar XXX LLC (CSG),Power Plant,7.4691668,1.159480411362211e-5,41
"Burgaw Solar, LLC",Power Plant,5.0875,2.559746886919376e-5,0
NorWest Energy 9 LLC,Power Plant,20.964167,2.6450364155026255e-5,78
County of San Diego SBRC,Power Plant,42.378334,3.272325403376129e-5,70
Oak Leaf Solar XXI (CSG),Power Plant,1.3975,2.2153833468878132e-5,0
Oak Leaf Solar XXXI LLC (CSG),Power Plant,0.78499997,1.0648710319046289e-5,0
Oak Leaf Solar XXV LLC (CSG),Power Plant,0.9241667,1.9793951857210475e-5,0
Target Woodland Solar Project,Power Plant,26.645832,3.2362233255905144e-5,100
Prevailing Wind Park,Power Plant,0.52416664,3.156311149120596e-5,0
Arrow Canyon Solar Hybrid,Power Plant,0.62166667,2.9315398679060004e-5,0
Misae Solar,Power Plant,0.54083335,1.9207162599147408e-5,0
NYC-HH-New Bellevue Hospital,Power Plant,94.058334,1.1137873414493032e-4,100
Oak Leaf Solar XXXII (CSG),Power Plant,5.0208335,1.6295861687382257e-5,0
Oak Leaf Solar XXII LLC (CSG),Power Plant,2.7733333,3.0635421830450196e-5,0
Oak Leaf Solar XXIV LLC (CSG),Power Plant,1.6075,1.9793951857210475e-5,0
Oak Leaf Solar XXVI LLC,Power Plant,3.0716667,3.1402935828960814e-5,0
Oak Leaf Solar XXVIII LLC (CSG),Power Plant,1.1558334,2.767180323965063e-5,0
Oak Leaf Solar XXIII LLC (CSG),Power Plant,2.1241667,2.5765865171340512e-5,8
Station 9 Energy Storage System,Power Plant,14.6825,3.601434788588507e-5,56
Mesteno,Power Plant,1.2691667,1.5454583371298244e-5,0
Ranchero Wind Farm LLC,Power Plant,0.395,1.180867603810204e-5,0
Trout Creek Solar,Power Plant,5.3433332,1.2966551164283497e-5,0
Pittsfield 44 - M&W PV,Power Plant,2.5583334,1.8658023019222145e-5,0
Lee Site 31 Solar,Power Plant,4.423333,2.7015040483281452e-5,0
Plymouth Solar,Power Plant,37.054165,3.103651445950948e-5,100
Held Solar Project,Power Plant,3.7158334,2.8374498299191585e-5,0
"NorWest Energy 4, LLC",Power Plant,0.3475,7.949706193779706e-6,0
"Stoneray Power Partners, LLC",Power Plant,0.61,2.596379860608164e-5,53
Westchester County Medical Center,Power Plant,17.839167,4.267693621019714e-5,52
NYPH-Queens,Power Plant,46.8975,8.691394597166837e-5,70
Bly Solar Center,Power Plant,0.57916665,1.4426828413318838e-5,16
Liberty HS Solar Project,Power Plant,18.134167,3.1412077643505805e-5,74
Frontier HS Solar Project,Power Plant,11.169167,3.0330916898062052e-5,81
Xebec 1,Power Plant,53.483334,9.575320047909196e-5,67
Francisco St. Solar,Power Plant,66.7025,6.303317365661008e-5,100
"Valentine Solar, LLC",Power Plant,0.495,2.3178350579008024e-5,0
Dearborn Energy Center,Power Plant,85.78667,5.8290380046804735e-5,70
Polaris Wind Park,Power Plant,0.88916665,3.1172161456988234e-5,37
"Palmer's Creek Wind Farm, LLC",Power Plant,0.56583333,2.983126018759807e-5,0
Richmond NMCA,Power Plant,0.83,2.508678034993231e-5,0
Founders Homestead Farms Solar,Power Plant,8.420834,3.080678971891551e-5,55
Mattas Farms,Power Plant,1.3708333,2.7118966734711397e-5,0
Woodleaf Solar Facility,Power Plant,2.435,3.240631313136321e-5,0
Tipton Solar Park,Power Plant,1.5825,3.474687640454406e-5,0
IFF Union Beach Project,Power Plant,5.93,6.13541192528391e-5,78
Tedder Solar,Power Plant,11.4425,2.710139438413219e-5,0
"North Stonington Solar Center, LLC",Power Plant,1.645,2.900128117904805e-5,0
Western Sugar Cooperative - Billings,Power Plant,25.8625,1.815382420015885e-5,0
Antelope Expansion 1B,Power Plant,1.225,2.5817575985860824e-5,0
Cedar Falls Solar Farm,Power Plant,23.861668,3.554583605285438e-5,1
Mechanicville Hydroelectric Station,Power Plant,4.4683332,2.673657703134384e-5,47
Macy's MD Joppa Solar Project,Power Plant,13.069167,3.2051697812538244e-5,13
Dynamic - Walpole,Power Plant,7.9641666,3.9266521370498627e-5,0
46 Meadowlands Parkway,Power Plant,54.43,1.041311030998537e-4,87
77 Metro Way,Power Plant,64.39083,1.041311030998537e-4,92
"Synergen Panorama, LLC CSG",Power Plant,8.73,4.307103691521797e-5,0
"Mill Pond Solar, LLC",Power Plant,1.1750001,2.5316765649243103e-05,0
"Jamesville Road Solar, LLC",Power Plant,0.9175,2.298470458088617e-5,0
"Camden Dam Solar, LLC",Power Plant,0.9183333,2.5826588979889176e-5,0
Sol Phoenix,Power Plant,46.178333,4.889921625718108e-5,56
Blue Star,Power Plant,0.8958333,3.3078634865628334e-5,0
"Polk County Renewables, LLC",Power Plant,0.7366667,3.0588260278650127e-5,50
USS Centerfield Solar CSG,Power Plant,1.6733333,3.513667107047868e-5,9
USS Webster Solar CSG,Power Plant,1.0475,3.374608011701447e-5,0
USS Lake Patterson Solar CSG,Power Plant,0.9458333,3.334092628951049e-5,0
USS Kost Trail Solar CSG,Power Plant,0.7941667,2.218221683695339e-5,0
"Aulander Holloman Solar, LLC",Power Plant,0.58166665,2.5744070972886672e-5,0
Washington Solar (SC),Power Plant,1.6375,2.3902686762131856e-5,0
Trask East Solar,Power Plant,2.4158332,2.313266293451361e-5,0
Weaver Solar,Power Plant,0.8825,2.844798158012119e-5,0
Thomas Solar,Power Plant,0.90916663,2.695147479852605e-5,0
Yemassee Solar,Power Plant,0.5491667,2.395972187356892e-5,0
IKEA Norfolk Rooftop PV System,Power Plant,53.25083,3.3231068902654735e-5,91
Lockett Windfarm,Power Plant,0.65333337,1.7061450218169164e-5,0
Gloversville Landfill Solar,Power Plant,1.8358333,2.6689402547210644e-5,0
USS King 2 CSG,Power Plant,1.285,3.1676997365668386e-5,0
USS Eggo Solar CSG,Power Plant,1.0533333,3.389496518696361e-5,0
USS DVL Solar CSG,Power Plant,2.3891666,3.422449187151309e-5,0
Barre Solar III LLC,Power Plant,1.8308333,4.8094083821929944e-5,0
Nobles 2 Wind Project,Power Plant,3.2033334,2.4523129411291178e-5,0
Wright Kirby 1-5 CSG,Power Plant,1.4116666,3.064365650771149e-5,0
NYP-Lower Manhattan Hospital,Power Plant,145.555,1.1137873414493032e-4,96
SR Arlington II,Power Plant,0.43416667,2.060750351133563e-5,0
BWC Origination 18,Power Plant,1.36,2.6974775747057828e-5,0
BWC Gibbs Brook,Power Plant,2.6083333,3.207828286147711e-5,0
BWC Wareham River,Power Plant,1.3316667,3.207828286147711e-5,0
BWC Harlow Brook,Power Plant,1.0866667,3.207828286147711e-5,0
BWC Pocasset River,Power Plant,0.9508333,3.207828286147711e-5,0
I25 Battery Storage,Power Plant,25.744167,3.300846985396712e-5,46
JBAB - Washington DC,Power Plant,40.740833,4.982735927620199e-5,53
"Dougherty County Solar, LLC",Power Plant,1.1675,2.6300479262236334e-5,0
Grazing Yak Solar,Power Plant,0.4725,1.4562331594204317e-5,0
Moody Air Force Base Solar,Power Plant,5.48,2.7107947945694187e-5,0
CFW Solar X LLC - Vaughn,Power Plant,75.520836,9.305604935182856e-5,92
Spanish Peaks Solar,Power Plant,0.3975,1.2319009993115747e-5,0
"Emmons-Logan Wind, LLC",Power Plant,0.51166666,2.2393490344471855e-5,0
GMP Solar/Storage-Milton Hybrid,Power Plant,0.62666667,2.2226656217233276e-5,0
GMP Solar/Storage-Ferrisburgh Hybrid,Power Plant,0.4775,2.242041209032092e-5,0
GMP Solar/Storage-Essex Hybrid,Power Plant,0.46666667,1.747042771912198e-5,0
Pasto Solar,Power Plant,0.6975,1.93516763974678e-5,0
Guyton Community Solar,Power Plant,0.66583335,2.421693845611776e-5,0
Atlanta Falcons Solar,Power Plant,187.73833,3.820390786572428e-5,100
Sweetbay Solar Center,Power Plant,0.6775,2.6024267762118894e-5,0
Bell Bay Solar Farm,Power Plant,22.169167,2.4141310868416256e-5,0
Jamison Solar Farm,Power Plant,1.2458333,2.470990010036854e-5,0
Runway Solar Farm,Power Plant,22.169167,2.4141310868416256e-5,0
Albert Einstein College of Medicine,Power Plant,59.931667,6.150149344525664e-5,78
Sage Solar I-III,Power Plant,0.455,7.313874594181302e-6,0
UMCES Ground Mount,Power Plant,2.2175,2.9254307844879845e-5,3
City of Gallup Solar,Power Plant,6.766667,8.914691269900667e-6,19
Anne Arundel County Public Schools,Power Plant,8.011666,3.98542854322909e-5,75
Fort Indiantown Gap,Power Plant,12.0225,2.048111612543648e-5,60
Waynesboro Community Solar,Power Plant,1.0358334,2.7101252973790296e-5,27
Griffin Trail Wind,Power Plant,0.3925,1.882325201243645e-5,0
Daum Solar,Power Plant,0.5283333,2.155879386230862e-5,0
Ellis Solar,Power Plant,1.8175,2.2291149145101753e-5,7
Lady Slipper Solar Array CSG,Power Plant,0.9091667,3.11284674313956e-5,0
West of the Pecos Solar,Power Plant,0.69,2.1639121606512123e-5,0
Cranell Wind Farm LLC,Power Plant,0.50666666,1.444133315173174e-5,0
Peyton Creek Wind Farm LLC,Power Plant,0.6641667,9.662771558075732e-6,0
Verwey-Hanford Dairy Digester #2,Power Plant,7.1658335,3.758427668176467e-5,0
Verwey-Hanford Dairy Digester #3,Power Plant,7.1658335,3.758427668176467e-5,0
Prairie State Solar Project,Power Plant,1.01,3.131429316779709e-5,0
NYP-Hudson Valley Hospital Center,Power Plant,5.9925,3.572222730083644e-5,29
Assembly Solar Project,Power Plant,1.085,2.8931275635527177e-5,0
Regeneron Pharmaceuticals Inc.,Power Plant,48.608334,4.267693621019714e-5,41
Willow Creek Wind Power LLC,Power Plant,1.8791667,1.5314951159565097e-5,0
