name,institution_type,avg_rad,no2,impervious_surface
Jersey City DWP,Power Plant,61.994167,1.154243265483186e-4,86
Pima Community College NW,Power Plant,25.754168,2.294915230486046e-5,72
Winona Community Solar One LLC,Power Plant,1.17,2.8013805236569644e-5,21
Goodhue Community Solar Two LLC,Power Plant,0.87166667,3.2158770137766676e-5,29
Houston/Winona Community Solar One LLC,Power Plant,1.2783333,2.8013805236569644e-5,28
Solar BESS Hybrid,Power Plant,67.81333,3.2636876387364816e-5,57
Amazon DEN2 Solar Project,Power Plant,38.003334,3.467835448638328e-5,1
Amazon BDL3 Solar Project,Power Plant,8.914166,5.432739385074581e-5,16
Assembly Solar II LLC,Power Plant,0.9558333,2.7163490846037268e-5,0
Montefiore Weiler (Einstein) Hospital,Power Plant,65.2775,5.657638043398134e-5,100
Essex County Correctional Facility Cogen,Power Plant,110.549995,1.154243265483186e-4,96
Enter Solar,Power Plant,0.94916666,3.161637522877838e-5,30
Lange Solar,Power Plant,17.389166,2.8508904142247357e-5,36
Fordham University,Power Plant,95.27167,7.310089468418016e-5,21
Chevron - Lost Hills Hybrid,Power Plant,5.3625,2.568748234162639e-5,0
St. Luke's Cornwall Hospital,Power Plant,39.34,2.8280528151528304e-5,93
Lily Solar,Power Plant,0.89916664,2.5336403437437702e-5,0
Water Strider Solar,Power Plant,0.46416667,1.5828155465013816e-5,0
Vassar Brothers Medical Center,Power Plant,39.59,3.0698930423682615e-5,73
Samoset Solar,Power Plant,0.5825,2.1459377795215145e-5,0
Woodfields Solar,Power Plant,5.2925,2.4007227444782577e-5,0
Richmond University Medical Center,Power Plant,34.265,1.078328893310259e-4,90
Mohave Electric Cooperative at Joy Lane,Power Plant,1.9558333,2.245998566765284e-5,64
"St. Joseph's Solar, LLC CSG",Power Plant,7.610833,4.39289469873494e-5,0
"Boutillier Solar, LLC CSG",Power Plant,1.4125,3.665154010937223e-5,10
"Blair Wire Village Solar, LLC CSG",Power Plant,1.7841667,3.474897458966772e-5,8
"Barton Acres Solar, LLC CSG",Power Plant,1.5883334,3.8720322443440575e-5,0
MMWEC Simple Cycle Gas Turbine,Power Plant,24.244167,3.175501842267677e-5,64
"Cherry Valley Solar, LLC CSG",Power Plant,1.6733333,3.665154010937223e-5,30
"ISM Solar Dighton 2, LLC CSG",Power Plant,1.4983333,2.90489324001332e-5,0
"Incom Solar, LLC CSG",Power Plant,7.6508336,4.7777200017369624e-5,21
"JH Solar, LLC CSG",Power Plant,0.6675,2.67998716284367e-5,0
"Woodchuck Solar, LLC CSG",Power Plant,1.7841667,3.474897458966772e-5,41
HWY 158 PV,Power Plant,1.1441667,2.298515750851876e-5,0
"Dudley River 3 Solar, LLC CSG",Power Plant,1.8341666,4.442357287668702e-5,18
"Dudley River 2 Solar, LLC CSG",Power Plant,1.8341666,4.442357287668702e-5,16
"Dudley River Solar, LLC CSG",Power Plant,1.8341666,4.442357287668702e-5,0
"Ledeaux Solar, LLC CSG",Power Plant,0.64416665,2.67998716284367e-5,0
"Cohasse Solar, LLC CSG",Power Plant,1.7674999,5.3587490301136375e-5,0
Atchison County Wind,Power Plant,3.4291668,2.5819408919109966e-5,0
Thunderbird Generator (Tbird),Power Plant,0.6675,2.3724236094945896e-5,0
FastSun 4 CSG,Power Plant,1.6308334,2.627134294099448e-5,0
FastSun 21 CSG,Power Plant,2.5658333,3.3334576524652904e-5,24
Sagamore Wind,Power Plant,0.895,1.2482837404329215e-5,0
Britton Solar Energy Center,Power Plant,0.76166666,1.3566823192562729e-5,0
NYP-Westchester,Power Plant,34.06,5.56532219710042e-5,98
Mount Sinai - Brooklyn,Power Plant,62.748333,7.905464385727277e-5,89
Harmony Solar,Power Plant,1.4166666,2.9950934116341183e-5,0
Harmony Solar,Power Plant,1.4166666,2.9950934116341183e-5,84
Harmony Solar,Power Plant,1.4166666,2.0225642848821376e-5,0
Harmony Solar,Power Plant,1.4166666,2.0225642848821376e-5,84
Taylor Creek Solar,Power Plant,1.585,3.89763090709985e-5,0
NY3 Battery,Power Plant,2.3716667,5.093141197645478e-5,0
SR Kersey II,Power Plant,12.411667,2.2344645886008063e-5,0
SR Skylark C,Power Plant,1.3025,2.793030760562395e-5,0
"Palombo Solar, LLC CSG",Power Plant,11.190833,3.27347094375964e-5,0
"Palombo B Solar, LLC CSG",Power Plant,4.7875,3.27347094375964e-5,0
Ponderosa Wind Energy Center,Power Plant,0.41916665,1.9191420767635327e-5,0
Nutmeg Solar,Power Plant,2.3466666,3.568284318737894e-5,12
"Brooten CSG1, LLC",Power Plant,0.71166664,2.824110663566266e-5,17
"Buffalo Lake CSG1, LLC",Power Plant,11.493334,2.9897841879008227e-5,0
"Lowry CSG2, LLC",Power Plant,0.6308333,3.0369933453555104e-5,0
"Paynesville CSG1, LLC",Power Plant,0.7033333,2.6402697127458752e-5,0
"Plato CSG1, LLC",Power Plant,0.8775,3.4784215731084964e-5,0
"Sacred Heart CSG1, LLC",Power Plant,1.9666667,3.207875106035058e-5,0
"Stewart CSG1, LLC",Power Plant,2.1708333,2.9704613528932908e-5,0
Isabella Wind Park,Power Plant,0.9325,2.788722053825465e-5,19
Montefiore-New Rochelle,Power Plant,40.9275,6.159597716596304e-5,100
Illumina Way SD,Power Plant,41.829166,2.800183031542077e-5,51
ATT North Watney,Power Plant,57.355,3.120466557206799e-5,96
ATT Ventura Blvd,Power Plant,61.414165,7.853968619872264e-5,80
Allergan,Power Plant,84.80583,3.7881847657575816e-5,76
Baker,Power Plant,26.381666,4.3812074100308714e-5,57
CSU Long Beach,Power Plant,48.736668,6.96459092305065e-5,64
DATS,Power Plant,32.085,5.148643940061601e-5,69
Downey,Power Plant,88.35667,1.1007567516198072e-4,90
LAWRP,Power Plant,40.099167,3.8234079792309065e-5,69
Long Beach Convention Center,Power Plant,161.14833,5.428927356806697e-5,98
OCSD,Power Plant,97.43833,4.043018136511165e-5,87
SOCCD,Power Plant,36.49,4.321601281014458e-5,58
USS Solar Brick,Power Plant,1.4483334,2.6812529627246645e-5,10
USS Goodrich Solar,Power Plant,0.705,4.8029448943246535e-5,0
USS Sycamore Solar (CSG),Power Plant,2.7675,4.499784044955316e-5,23
Lafayette 2 - MLK Jr. Hospital (MLK),Power Plant,46.485,9.2608726767256e-5,42
"La Chalupa, LLC",Power Plant,1.0408334,8.94981655207104e-6,6
NYU Langone - Orthopedic,Power Plant,82.115,1.1137873414493032e-4,96
"IGS FE Trenton, LLC",Power Plant,31.019167,6.178881059481706e-5,91
"Scenic Hill Solar IV, LLC",Power Plant,17.568333,2.0524169848094857e-5,38
Tinker,Power Plant,92.075836,2.2796024157944068e-5,97
"Hydra Community Solar Garden, LLC (CSG)",Power Plant,3.0116668,3.351044952791904e-5,0
Primient Loudon Plant,Power Plant,30.5975,2.8518086095849454e-5,92
Crown,Power Plant,1.0808333,2.3604787403078588e-5,0
Fort Rock I,Power Plant,0.37666667,1.0407214405158694e-5,0
One Patriot,Power Plant,110.184166,3.100003699134148e-5,94
Tracy 210,Power Plant,75.505,3.4648948872127e-5,82
Contrail Wind Farm,Power Plant,0.5783333,2.244583365091943e-5,10
Southern Hills Wind Farm,Power Plant,0.4625,2.596140495531596e-5,0
Diamond Trail Wind Farm,Power Plant,0.55833334,2.9787821462567115e-5,0
Dunn Road Solar,Power Plant,1.6941667,3.1783878116492325e-5,0
North Central Bronx Hospital,Power Plant,65.2775,5.657638043398134e-5,86
Wyckoff Heights Medical Center,Power Plant,63.891666,1.0130407471142944e-4,98
St. Joseph's Regional Medical Center (NJ),Power Plant,91.985,6.448230480501892e-5,92
Jacobi Medical Center,Power Plant,48.1875,6.150149344525664e-5,100
SDM000 Clarkson Fuel Cell,Power Plant,80.54417,9.616000443440044e-5,91
NHH003 Clarkson Fuel Cell,Power Plant,80.54417,9.616000443440044e-5,90
NHH004 Winthrop Fuel Cell,Power Plant,90.558334,9.616000443440044e-5,83
Flodquist Community Solar LLC CSG,Power Plant,0.9158333,2.218221683695339e-5,0
North Kern State Prison Phase II,Power Plant,162.67084,3.4050860826476223e-5,16
Sheriff Road,Power Plant,56.626667,4.893887957328469e-5,81
Coyote Wind LLC,Power Plant,0.5058333,1.6411641973284874e-5,0
CED Peoria Solar,Power Plant,4.5866666,3.402102944521349e-5,0
Bluff Point Wind Facility,Power Plant,0.69083333,3.402322492685937e-5,66
Peterson Road Solar,Power Plant,1.3716667,4.451175564552225e-5,0
Sampson Road Community Solar,Power Plant,1.1883334,4.7777200017369624e-5,0
IKEA Grand Prairie Rooftop PV System,Power Plant,88.67917,5.2045186310920915e-5,91
Crittenden Solar Facility,Power Plant,1.5266666,3.340841290357099e-5,0
Walton 1 Solar Facility,Power Plant,4.875,3.681896304621139e-5,0
Walton 2 Solar Facility,Power Plant,4.875,3.681896304621139e-5,0
BPU Solar Farm,Power Plant,9.1025,5.603854656721426e-5,0
SR Kersey,Power Plant,12.411667,2.2344645886008063e-5,0
Golden Hills Solar,Power Plant,0.56333333,3.1961945388494486e-5,0
Higginsville Solar Farm,Power Plant,14.14,2.6055883391587488e-5,0
Mt. Jackson Solar,Power Plant,0.9625,2.3800564648643637e-5,0
Port of LA Solar FiT Project,Power Plant,39.02833,4.63746913586414e-5,87
Long Ridge Energy Generation,Power Plant,31.26,2.6600821050975593e-5,98
Saluda Solar II,Power Plant,1.835,2.7298936201317393e-5,0
Odyssey Solar,Power Plant,1.01,2.5555459852982233e-5,0
Hampton Solar I,Power Plant,2.5758333,2.3280109873589953e-5,0
Cameron Solar II,Power Plant,0.795,2.4835381641724935e-5,0
Barnwell Solar,Power Plant,9.330833,2.5232839998769213e-5,0
Crater Community Solar,Power Plant,1.1533333,2.920883979130368e-5,67
Delphinus Community Solar,Power Plant,1.7025,2.5007103576023043e-5,0
Hog Creek Wind Project,Power Plant,0.62,3.4893293674601645e-5,3
SR Innovation - NIKE PV,Power Plant,1.9666667,2.7347044013098675e-5,0
Oak Hill Solar Array,Power Plant,30.271667,3.526632815080419e-5,30
Volkman Road Solar Array Hybrid,Power Plant,4.7825,3.401739463365922e-5,0
"Great Divide Solar, LLC",Power Plant,0.7725,9.3497976295019e-6,21
"Black Eagle Solar, LLC",Power Plant,4.9083333,1.3831645019524416e-5,0
"Magpie Solar, LLC",Power Plant,4.161667,9.995439390947163e-6,19
Mill Creek Solar (OR),Power Plant,1.02,2.2120366128741933e-5,0
Green Beanworks B PV,Power Plant,1.1416667,2.7137667834232025e-5,0
Next Generation Solar Farm,Power Plant,0.49833333,2.1597059285730415e-5,20
Grafton PV,Power Plant,3.2108333,3.750745695154683e-5,42
Barrett PV,Power Plant,1.5825,3.6368239304028086e-5,12
Karankawa Wind LLC,Power Plant,0.5858333,1.644867740894431e-5,32
Otter Creek Wind Farm LLC,Power Plant,0.64416665,3.492286065162958e-5,0
WyEast Solar,Power Plant,0.4175,1.8597972526154987e-5,0
RE Maplewood,Power Plant,1.5616666,1.405652116121167e-5,0
Long Henry Solar,Power Plant,1.4458333,2.673994724645873e-5,0
Westmont 400A,Power Plant,57.4575,4.042110234221569e-5,100
Westmont 400B,Power Plant,81.860830000000007,4.042110234221569e-5,86
MDFA Devens-Saratoga,Power Plant,21.781668,4.518243683184346e-5,84
Bear Creek Solar,Power Plant,0.6691667,3.228850278174705e-5,0
Bear Creek Solar,Power Plant,0.6691667,3.228850278174705e-5,0
Bear Creek Solar,Power Plant,0.6691667,2.3511748985399755e-5,0
Bear Creek Solar,Power Plant,0.6691667,2.3511748985399755e-5,0
Bondi Solar,Power Plant,0.8275,2.493469072784301e-5,0
Mount Signal Solar Farm II,Power Plant,1.325,5.138539937681963e-5,1
Princeton Solar Project,Power Plant,7.4891667,6.351177758157466e-5,68
Arlington Outlet Hydroelectric Generator,Power Plant,16.025833,3.638237996146786e-5,0
Valfilm Wind Project,Power Plant,20.0325,3.146158060992713e-5,0
Red Pine Wind Project,Power Plant,0.5341667,2.362652348802785e-5,0
IGS Solar I - BWI5,Power Plant,100.324165,5.669301386451732e-5,93
IGS Solar I - EWR5,Power Plant,46.49,8.10338486471463e-5,99
IGS Solar I - EWR6,Power Plant,46.49,8.10338486471463e-5,87
Equuleus Community Solar Gardens,Power Plant,2.55,3.743112184132384e-5,1
Fallbrook Energy Storage,Power Plant,16.821667,2.4758547417501027e-5,6
Top Gun Energy Storage,Power Plant,31.879166,2.800183031542077e-5,93
Smith & Wesson at Springfield MA PV,Power Plant,54.52833,3.649454662564798e-5,100
Midway Solar - TX,Power Plant,0.44166666,1.351125116082721e-5,12
Sweetwater Solar,Power Plant,1.0391667,1.700403103651251e-5,0
Walnut Springs Solar,Power Plant,0.47916666,1.6908810685087834e-5,0
Centaurus Solar - MA,Power Plant,10.383333,4.836344491393477e-5,0
Kearsarge Bellingham PV,Power Plant,3.375,3.699018795313468e-5,0
Hecate Energy Clarke County LLC,Power Plant,1.8033333,2.2268190865142343e-5,0
Hecate Energy Cherrydale LLC,Power Plant,0.68,2.098894007836556e-5,0
Cedar Creek PV,Power Plant,16.8725,7.810829332132341e-5,90
Amazon - Patterson PV,Power Plant,67.6325,3.187479744937358e-5,100
Northern Westchester Hospital,Power Plant,20.691668,4.557290024112908e-5,87
DodgeSun CSG,Power Plant,1.3516667,2.7595310997347445e-5,6
Johnson Solar CSG,Power Plant,0.71750003,2.5464455605160023e-5,0
Koppelman Sun CSG,Power Plant,1.3633333,3.4137607032504655e-5,0
Lindstrom Solar CSG,Power Plant,0.97083336,2.7446733274268648e-5,0
Rengstorf Solar CSG,Power Plant,0.9975,3.212827177910759e-5,0
St. Cloud Solar CSG,Power Plant,6.8508334,3.3334576524652904e-5,10
Georgia LFG Oak Grove Plant,Power Plant,4.400833,2.411812951798308e-5,0
Georgia LFG Pine Ridge Plant,Power Plant,2.6483333,2.7769224678929204e-5,0
Georgia LFG Richland Creek Plant,Power Plant,7.3366666,2.454455947969862e-5,15
AEP Jacksonville Solar Project,Power Plant,1.1541667,3.1293405518029814e-5,1
Letchworth Solar Project,Power Plant,0.93666667,2.2197193193686256e-5,0
A.J. Mihm Generating Station,Power Plant,4.8091664,1.5302304055209596e-5,60
F.D. Kuester Generating Station,Power Plant,8.283334,2.6433581582671788e-5,66
Georgia Power at Jakin GA PV,Power Plant,0.8358333,2.0219327411737805e-5,0
Canis Major Solar Farm,Power Plant,1.3458333,3.844474207135e-5,0
Ashby Duffy CSG Solar Farm,Power Plant,1.1333333,2.72936878409956e-5,0
Foard City Wind,Power Plant,0.42083332,1.9512763866796285e-5,0
Deep Branch Farm,Power Plant,7.1516666,2.4620025478325793e-5,3
Pikeville Farm,Power Plant,1.1433333,2.072257662968743e-5,0
"Moorings Farm 2, LLC",Power Plant,5.6975,2.745889842640807e-5,0
Essex Solar Center,Power Plant,0.55,2.653473692392562e-5,0
Cottonwood Wind Energy Center,Power Plant,0.43416667,2.3371057539115196e-5,6
Canis Minor Solar Farm,Power Plant,1.4766667,2.2292894314297045e-5,36
Highway 56 Solar,Power Plant,1.2141666,2.3414224696698236e-5,1
Whitesboro Solar,Power Plant,0.81916666,2.1967707683377595e-5,0
Whitesboro Solar II,Power Plant,1.0633334,2.1967707683377595e-5,0
Latitude Solar Center,Power Plant,1.1783333,2.299539306650628e-5,0
NYC-HH - CONEY ISLAND HOSPITAL,Power Plant,60.7375,8.3211020808851e-5,94
NY Times Daily Production Facility,Power Plant,57.841667,8.691394597166837e-5,98
West Boylston Community Shared Solar,Power Plant,6.8725,3.256226022911599e-5,31
The Mount Sinai Hospital,Power Plant,67.4875,1.0035571628393234e-4,88
Gopher Creek Wind Farm,Power Plant,0.49416667,1.7750449858611602e-5,0
Valencia 1 Solar CA,Power Plant,20.239166,2.4719372708373965e-5,0
One Ten Partners PV,Power Plant,0.97333336,2.828710431886615e-5,6
Merced 1 PV,Power Plant,0.71416664,2.5848788813130497e-5,0
Madera 1 PV,Power Plant,1.4866667,2.93017155897858e-5,0
"Southampton Solar, LLC",Power Plant,1.0166667,2.1409608787402185e-5,0
"OR Solar 5, LLC",Power Plant,1.7933333,1.4563044528855456e-5,0
"OR Solar 8, LLC",Power Plant,0.51916665,1.4859457659329888e-5,0
Coyote Ridge Community Solar,Power Plant,1.0291667,3.040568655574581e-5,0
Gopher CSG,Power Plant,1.1691667,2.3234936584628905e-5,0
Richmond CSG,Power Plant,3.0908334,2.68303627099296e-5,0
Taylors Falls CSG,Power Plant,0.8625,2.3234936584628905e-5,0
Big George PV CSG,Power Plant,1.8050001,2.5989589722827345e-5,23
"OR Solar 6, LLC",Power Plant,0.68583333,1.142801426530418e-5,0
Beacon BESS 1,Power Plant,3.3191667,2.146922851299416e-5,100
SCE&G Curie CSG,Power Plant,3.0966666,2.3105825647274684e-5,0
SCE&G Nimitz CSG,Power Plant,1.9966667,2.3402907056883885e-5,24
SCE&G Springfield CSG,Power Plant,2.82,2.5356462743864917e-5,0
DG AMP Solar Coldwater,Power Plant,32.991665,3.2594164865707756e-5,75
DG AMP Solar Orrville 3,Power Plant,18.095,3.1459603028186696e-5,3
DG AMP Solar Versailles,Power Plant,5.1383333,3.390312457262236e-5,0
DG AMP Solar Jackson Center,Power Plant,6.5391665,3.528372192076549e-5,0
Panasonic Carport Solar Hybrid,Power Plant,37.5925,4.050398368507727e-5,88
Denver Braswell PV,Power Plant,0.6725,2.3201884174993624e-5,0
Foundation California Training Facility,Power Plant,44.108334,2.3898628683376334e-5,92
Foundation Mann Packing,Power Plant,10.2425,2.2339210701431028e-5,0
Foundation SaIinas Valley State Prison,Power Plant,63.060833,2.267127765602008e-5,1
Gaskell West 1 Solar Facility,Power Plant,0.56583333,2.221526081589593e-5,2
RE Gaskell West 2 LLC,Power Plant,0.67333335,2.221526081589593e-5,0
RE Gaskell West 3 LLC,Power Plant,0.67333335,2.221526081589593e-5,0
RE Gaskell West 4 LLC,Power Plant,0.56583333,2.221526081589593e-5,0
RE Gaskell West 5 LLC,Power Plant,0.67333335,2.221526081589593e-5,0
Farmington Solar Farm,Power Plant,5.574167,2.5946956157207615e-5,1
Northfield Holdco CSG,Power Plant,2.1225,3.674874483521667e-5,0
Waterford Holdco CSG,Power Plant,2.575,3.600136060253661e-5,0
B.R. Corcoran CSG,Power Plant,6.0466666,3.206996730837139e-5,0
B.R. Sartell CSG,Power Plant,13.35,2.7258099338487223e-5,0
B.R. Sauk Rapids CSG,Power Plant,1.0766667,2.5007103576023043e-5,0
Montgomery Winsted CSG,Power Plant,21.579166,3.289178842284712e-5,0
Palmer Solar Center,Power Plant,2.6691666,2.239150293631985e-5,0
Martin Solar Center,Power Plant,0.6025,2.2524446949103107e-5,0
Georgia Power at Swainsboro,Power Plant,4.245,2.6296226143787196e-5,0
IOS - MEW Phase 1,Power Plant,3.815,1.7636572437146067e-5,43
North Smithfield Solar Power 1,Power Plant,1.3733333,2.5238610611539417e-5,0
SR Platte Solar Farm,Power Plant,0.9316667,2.684951831327024e-5,0
Vandenberg Solar Project,Power Plant,3.7649999,1.5467800102721e-5,3
"CoreSite Real Estate 2972 Stender, L.P.",Power Plant,88.3975,4.416408532822157e-5,97
IGS Solar I - BWI2,Power Plant,93.475,5.669301386451732e-5,98
IOS - ERW9,Power Plant,38.609165,8.10338486471463e-5,100
City of Lexington,Power Plant,51.0025,2.380075549656902e-5,84
Valdosta Prison,Power Plant,5.2925,2.3272165808748865e-5,6
Lichtenthal,Power Plant,3.2741666,2.735069358256277e-5,32
Call Farms 1,Power Plant,1.5825,2.543388911394687e-5,0
Call Farms 3,Power Plant,10.180833,2.543388911394687e-5,0
San Luis Solar Garden,Power Plant,4.8125,1.1416406896363558e-5,33
Hopewell Valley High School Hybrid,Power Plant,8.64,4.4750895696483464e-5,82
CoreSite Real Estate 55 S. Market Street,Power Plant,121.0825,4.5630690016335e-5,93
"CoreSite Real Estate 1656 McCarthy, L.P.",Power Plant,36.890835,4.473694978143443e-5,89
"CoreSite Real Estate 2901 Coronado, L.P.",Power Plant,88.3975,4.416408532822157e-5,100
"SunE Feely 1 CSG, LLC",Power Plant,2.99,3.523180942561e-5,0
"CoreSite Real Estate 3032 Coronado, L.P.",Power Plant,88.3975,4.416408532822157e-5,99
"Cottage Grove CSG, LLC",Power Plant,3.2675,3.400083229734375e-5,0
"Fox CSG, LLC",Power Plant,0.99333334,2.3234936584628905e-5,5
"SunE Stolee CSG, LLC",Power Plant,1.2491667,3.731753696094842e-5,0
"Wyoming 2 CSG, LLC",Power Plant,0.9675,2.546004894919577e-5,0
SL Babylon,Power Plant,26.729166,6.823787401254568e-5,34
NYU LANGONE HEALTH,Power Plant,106.1325,1.1137873414493032e-4,92
Cameron Solar,Power Plant,0.89666665,2.4835381641724935e-5,0
Estill Solar,Power Plant,9.921667,2.452938884554682e-5,0
E-Volve Energy Holdings LLC,Power Plant,2.0333333,1.5206256900112545e-5,0
Wright Cuddyer CSG,Power Plant,1.2216667,3.163072725789413e-5,0
Carver Gladden CSG,Power Plant,1.1208334,3.488308799313557e-5,0
Adams Solar Center,Power Plant,0.65416664,1.6312212330877164e-5,0
Elbe Solar Center,Power Plant,0.48916668,1.3692891763221003e-5,0
Hampton Solar 2,Power Plant,0.9558333,2.3280109873589953e-5,21
CED Foster,Power Plant,1.7591667,3.0910057392201384e-5,0
Porter Way Community Solar Garden,Power Plant,21.230833,3.086853508461219e-5,31
ABEC #2 dba West-Star Dairy,Power Plant,1.4816667,2.7666487166995447e-5,0
ABEC #3 dba Lakeview Dairy,Power Plant,4.0525002,2.8120473798890687e-5,42
ABEC #4 dba CE&S Dairy,Power Plant,4.4083333,3.93155818958154e-5,5
RJC I CSG,Power Plant,2.05,3.587734620561662e-5,0
Huneke I CSG,Power Plant,0.8616667,2.850964083931611e-5,0
Krause CSG,Power Plant,9.51,3.1611930297242045e-5,6
DG New Jersey Solar RLS Logistics,Power Plant,2.9125,3.500778952890577e-5,0
Provo Power Plant,Power Plant,67.32083,1.869612150435599e-5,84
Monroe County Sites A & B,Power Plant,1.3941667,2.0823905693714423e-5,6
"Monroe County Sites C, D, & E",Power Plant,2.2833333,2.1356040024629797e-5,0
"Bullock Solar, LLC",Power Plant,0.59499997,1.8411330543166948e-5,24
Marlin Solar,Power Plant,1.8466667,1.3310976080589262e-5,0
North Gainesville Solar,Power Plant,22.511667,2.2580768982587938e-5,0
DG Camden LLC Holtec,Power Plant,57.195,4.694209013458039e-5,96
School Sisters CSG,Power Plant,27.0075,3.3012664743612486e-5,9
301 Chestnut Solar NG,Power Plant,9.4366665,3.6369673085614e-5,89
Baker Point,Power Plant,1.1733333,2.709697204136161e-5,0
Rosewood Solar,Power Plant,1.8708334,2.1910125700678177e-5,0
Swamp Fox Solar,Power Plant,1.3166667,2.5555459852982233e-5,0
Champion Solar,Power Plant,1.4183333,2.5555459852982233e-5,0
Haley Solar,Power Plant,1.8458333,2.1749490060776157e-5,0
Whitewright Solar,Power Plant,1.5933334,2.244842695773158e-5,79
ABD Farms,Power Plant,1.5216666,2.1620826386604684e-5,53
Antanavica Solar,Power Plant,2.4191666,3.2030493716235135e-5,0
Bakatsias Solar,Power Plant,12.779166,2.3834158081938757e-5,47
Bayboro Solar Farm,Power Plant,2.17,2.6014760097193244e-5,14
Estill Solar II,Power Plant,4.3175,2.107800417492966e-5,0
Gaston Solar I - SC,Power Plant,2.3033333,2.515916031362576e-5,0
Leon Solar,Power Plant,1.6966667,2.3122742337813768e-5,0
Mustang Solar,Power Plant,1.7225,2.3020401335186767e-5,62
Old Caroleen Solar Farm,Power Plant,1.4841666,2.0303197882470652e-5,0
Statesville Solar,Power Plant,2.2725,3.330632231399113e-5,0
Wakefield Solar,Power Plant,7.97,2.0065798820227385e-5,0
Weston Landfill Solar,Power Plant,3.2933333,4.068740087849906e-5,64
Braintree Landfill Solar,Power Plant,32.15,3.566220321914947e-5,0
GELD Solar Farm,Power Plant,3.4816666,3.47113585804406e-5,5
Fort Hays State University Wind Farm,Power Plant,0.6175,2.1745385829022536e-5,0
Town of Rocky Hill PV CSG,Power Plant,4.449167,4.620867163829531e-5,17
"PopeSun CSG, LLC",Power Plant,0.58916664,3.0954238679090044e-5,22
"CF Novel Solar CSG Gardens Five, LLC",Power Plant,1.0891666,3.575083840473036e-5,0
"LeSun CSG, LLC",Power Plant,4.8358335,3.49338823074158e-5,18
"CGSun, LLC Community Solar",Power Plant,2.9891667,3.400083229734375e-5,25
"WrightSun CSG, LLC",Power Plant,1.3225,3.086149352190838e-5,0
"CF Novel Solar CSG Gardens Seven, LLC",Power Plant,1.5875,3.170502077568246e-5,0
DG Haverhill CSG,Power Plant,12.273334,3.554678818650665e-5,68
Good Samaritan Hospital,Power Plant,17.975834,4.7776088110261015e-5,86
Fort Detrick Solar PV,Power Plant,5.1,2.6504671906785336e-5,0
Klamath Falls Solar 2 CSG,Power Plant,5.579167,1.5561043002048088e-5,1
Comer Solar,Power Plant,3.9325,2.406570667521593e-5,0
DG Crystal Spring CSG,Power Plant,1.4333333,2.081644200109212e-5,0
Facebook 1 Solar Energy Center,Power Plant,18.245,1.380953266494375e-5,0
Facebook 2 Solar Energy Center,Power Plant,0.72833335,1.3195279441947392e-5,0
Facebook 3 Solar Energy Center,Power Plant,2.3966665,1.3195279441947392e-5,0
Woodline Solar,Power Plant,0.8516667,1.4859457659329888e-5,0
Eagle Point Solar,Power Plant,2.0916667,2.2392264497939317e-5,15
Bladen Solar,Power Plant,0.55333334,2.2528493747214364e-5,0
Falmouth Landfill Solar,Power Plant,9.309167,2.4997526083250844e-5,0
Denver Metro Solar,Power Plant,1.8425,2.5765865171340512e-5,0
Upland Prairie,Power Plant,1.0475,2.589395410208813e-5,0
English Farms,Power Plant,2.33,2.526025035174115e-5,79
El Dorado Springs Solar Farm,Power Plant,4.826667,2.8124796939272167e-5,0
Woodhull Hospital,Power Plant,97.020836,1.0130407471142944e-4,51
The Allen Hospital,Power Plant,84.54083,7.310089468418016e-5,92
Mount Sinai Beth Israel,Power Plant,82.115,1.1137873414493032e-4,97
Veseli Community Solar Garden,Power Plant,1.1266667,3.513667107047868e-5,0
New Germany Community Solar Garden,Power Plant,0.9816667,3.150899062064309e-5,0
Lake Waconia Community Solar Garden,Power Plant,1.4091667,3.086853508461219e-5,1
Lake Waconia IV Community Solar Garden,Power Plant,1.4091667,3.086853508461219e-5,1
Zumbro Community Solar Garden,Power Plant,0.9825,3.1046847627174566e-5,0
Anheuser-Busch Baldwinsville,Power Plant,0.92333335,2.443854595586484e-5,0
Columbia University - Johnson Farms,Power Plant,1.5,2.6577113689054668e-5,0
Time Warner Cable Enterprises - Martino,Power Plant,1.9208333,1.65615522801011e-5,0
Columbia University - Minisink,Power Plant,1.1058333,2.2527551227811507e-5,3
St. Lawrence University - Sutton,Power Plant,1.4941667,1.7808533431654987e-5,0
"Tumbleweed Solar, LLC",Power Plant,0.8808333,1.7958863539229056e-5,0
"Davis Lane Solar, LLC",Power Plant,1.0491667,2.2322426911521204e-5,0
Voyager Wind II,Power Plant,0.5916667,2.7030450482825173e-5,1
Voyager Wind III,Power Plant,1.16,2.7030450482825173e-5,1
Voyager Wind IV,Power Plant,0.6041667,2.7030450482825173e-5,1
Scandia CSG,Power Plant,1.1558334,2.5478288477314284e-5,0
MontSun Community Solar,Power Plant,18.910833,3.084429903685944e-5,6
WaveSun Community Solar,Power Plant,4.1208334,3.233977940597406e-5,32
Independence II Solar Farm,Power Plant,38.515835,3.2477436430214214e-5,48
UL Advanced Wind Turbine Test Facility,Power Plant,0.83416665,1.7994814763420154e-5,0
DG Foxborough Elm CSG,Power Plant,2.2566667,2.978095498630439e-5,0
Town of Foxborough - Landfill (SREC II),Power Plant,2.5408332,2.978095498630439e-5,1
Westmont 301,Power Plant,95.159996,4.042110234221569e-5,100
Westmont 401,Power Plant,95.159996,4.042110234221569e-5,100
