"facility_name","address","city","state","zip","county","lat","long","status","operator_name","mw","sizerank","community_pushback","mw_clean","local_gen_mw","pct_consumed","local_mw_capacity","pct_consumed_capped"
"Project Domino (Meta)",NA,"Lebanon","IN","46052","Boone",40.05408,-86.538,"Approved/Permitted/Under construction","Meta","1000","Mega campus (>1,000 MW)","Unknown",1000,942061.200000008,17.0762111302744,5856.1,17.0762111302744
"Prologis","3375-3001 W 700 N","Leesburg","IN","46538","Kosciusko",41.334984,-85.90404,"Cancelled",NA,NA,"Hyperscale (100-999 MW)","Yes",0,883460.900000008,0,2546.6,0
"Jefferson Proving Ground Data Center","1661 W JPG Niblo Rd","Madison","IN","47250","Jefferson",38.83886,-85.413666,"Proposed",NA,NA,"Unknown","Unknown",0,931068.000000008,0,9003.3,0
"Surge Development LLC","N 400 W and W 500 N County Rds","McCordsville","IN","46055","Hancock",39.8564,-85.8785,"Cancelled",NA,NA,"Unknown","Unknown",0,922466.500000008,0,4030,0
"Province Group Data Center","Merrillville Technology Park (Harms Rd and Colorado St)","Merrillville","IN","46410","Lake",41.45333,-87.3033,"Proposed",NA,NA,"Unknown","Unknown",0,915394.600000008,0,11340.3,0
"Project Maize","402 Royal Rd","Michigan City","IN","46360","LaPorte",41.57408,-86.7276,"Proposed","Google",NA,"Unknown","Unknown",0,906565.700000008,0,8943.5,0
"Project Louie","between Keller Hill Road, North Antioch Road, Indiana 42, and West Union Church Rds","Monroe Township","IN","46158","Morgan",39.59592,-86.4602,"Proposed",NA,NA,"Unknown","Unknown",0,944150.600000008,0,2723,0
"Project Flo","South Post Road, East Troy Avenue, Davis Road and Vandergriff Rds","New Bethel/ Indianapolis","IN","46239","Marion",39.72007,-85.9992,"Suspended","Deep Meadow Ventures, LLC",NA,"Unknown","Unknown",0,933391.700000008,0,3244.3,0
"Mall-O-Manor LLC Data Center","South of Chicago Trail, east of Timothy rd, west of Spruce Rd","New Carlisle","IN","46553","St. Joseph",41.72029,-86.4905,"Suspended",NA,NA,"Hyperscale (100-999 MW)","Yes",0,887759.600000008,0,8991.9,0
"New Carlisle Data Center","Early and Walnut Rds","New Carlisle","IN","46552","St. Joseph",41.68848,-86.4736,"Operating","Amazon","2200","Mega campus (>1,000 MW)","Unknown",2200,891179.100000008,24.652898396441,8923.9,24.652898396441
"Radius Data Center","AllPoints Pkwy","Plainfield","IN","46123","Hendricks",39.741596,-86.36464,"Proposed",NA,NA,"Unknown","Yes",0,942953.300000008,0,2918,0
"Provident Realty Advisors Data Center","100 Worthington Dr","Porter","IN","46304","Porter",41.61319,-87.1014,"Proposed",NA,NA,"Unknown","Unknown",0,907581.200000008,0,10498,0
"Prologis","South of 3878 IN-44","Shelby","IN","46176","Shelby",39.529045,-85.71126,"Proposed",NA,"5,200-10,000","Mega campus (>1,000 MW)","Yes",5200,925780.100000008,155.823918971562,3337.1,100
"Jeremiah A QTS Data Center","Along W 450 N","Union Township","IN","43642","Porter",41.50386,-87.2014,"Suspended",NA,NA,"Unknown","Unknown",0,912909.900000008,0,12150.6,0
"Jeremiah B QTS Data Center","Along W 450 N","Union Township","IN","43642","Porter",41.49809,-87.1875,"Suspended",NA,NA,"Unknown","Unknown",0,913595.900000008,0,12155.2,0
"Agincourt","Between County Road 400 North and County Road 500 North","Valparaiso","IN","46383","Porter",41.50217,-87.01344,"Suspended",NA,NA,"Hyperscale (100-999 MW)","Yes",0,913199.400000008,0,10940,0
"Mount Sunflower Properties, LLC Data Center","~38362 W 103rd St","DeSoto","KS","66018","Johnson",38.94522,-95.0297,"Proposed",NA,NA,"Unknown","Unknown",0,850327.100000003,0,7517,0
"Project Pilot","Edgerton Rd, south of Hwy 10","DeSoto","KS","66018","Johnson",38.94633,-95.02935,"Approved/Permitted/Under construction","Beale Infrastructure",NA,"Unknown","Unknown",0,850332.100000003,0,7517,0
"Red Wolf Properties","13037 Parallel Pkwy","Kansas City","KS","66109","Wyandotte",39.12852,-94.8801,"Proposed",NA,"600","Hyperscale (100-999 MW)","Yes",600,866914.600000004,9.24299842869027,6491.4,9.24299842869027
"Alcove Development Data Center","Betw Hwy 169, 335th St., and Osawatomie Rd","Osawatomie","KS","66064","Miami",38.516045,-94.931076,"Proposed",NA,"50","Hyperscale (100-999 MW)","Unknown",50,856331.800000003,0.684715774482012,7302.3,0.684715774482012
"LFF Industrial","S Steward Rd","Rochelle","KS","61068","Ogle",41.899555,-89.04816,"Suspended",NA,"48","Hyperscale (100-999 MW)","Yes",48,906701.700000008,0.418749509277919,11462.7,0.418749509277919
"Colossus Data Center","191st St. and Renner Rd","Spring Hill","KS","66062","Johnson",38.781784,-94.77902,"Cancelled",NA,NA,"Unknown","Unknown",0,866881.700000004,0,7766.4,0
"Muskie Data Campus Data Center","Technology Dr","Ashland","KY","41102","Boyd and Greenup",38.399708,-82.79701,"Proposed","TeraWulf","500","Mega campus (>1,000 MW)","Unknown",500,871888.100000007,14.5446083136981,3437.7,14.5446083136981
"Ekron Data Center","25025 Joe Prather Hwy","Ekron","KY","40117","Meade",37.90755,-86.10922,"Cancelled",NA,NA,"Unknown","Yes",0,943162.000000007,0,2328.6,0
"TenKey LandCo","Steele Rd, Gateway 65 Industrial Park","Franklin","KY","24134","Simpson",36.66604,-86.57219,"Approved/Permitted/Under construction",NA,NA,"Unknown","Yes",0,961264.700000007,0,3821.4,0
"Mercer County Data Center","Bailey Pike and Handy Pike","Harrodsburg","KY","40330","Mercer",37.769886,-84.77884,"Proposed","Jones Lang Sallee","645","Hyperscale (100-999 MW)","Yes",645,922197.900000007,28.669215041337,2249.8,28.669215041337
"TeraWulf Data Center","1627 State Rte 3543","Hawesville","KY","42348","Hancock",37.941345,-86.78807,"Proposed","TeraWulf","480","Hyperscale (100-999 MW)","Unknown",480,967490.900000007,5.52950798898706,8680.7,5.52950798898706
"Project Lincoln: OC Data Center (first version)","3557 KY-53","La Grange","KY","40031","Oldham",38.444557,-85.397995,"Cancelled",NA,"600","Hyperscale (100-999 MW)","Yes",600,930788.300000007,6.99382212379065,8579,6.99382212379065
"Project Lincoln: OC Data Center (second version)","3210 D W. Griffith Ln","La Grange","KY","40031","Oldham",38.39444,-85.4094,"Proposed","WHP",NA,"Hyperscale (100-999 MW)","Yes",0,932331.800000007,0,8576.7,0
"Lexington Data center","151 Martin Luther King Blvd","Lexington","KY","40508","Fayette",38.04255,-84.4997,"Operating",NA,NA,"Unknown","Unknown",0,910146.900000007,0,2250.7,0
"PowerHouse Data Centers","6001 Camp Ground Rd","Louisville","KY","40216","Jefferson",38.19817,-85.8509,"Approved/Permitted/Under construction",NA,"130","Hyperscale (100-999 MW)","Unknown",130,939825.400000007,2.16652223185121,6000.4,2.16652223185121
"Steve Poe's Campground","6001 Camp Ground Rd","Louisville","KY","40216","Jefferson",38.196014,-85.859985,"Approved/Permitted/Under construction","PowerHouse Data Centers","400","Hyperscale (100-999 MW)","Yes",400,940040.800000007,6.61222600588488,6049.4,6.61222600588488
"Fortune 500  (company not disclosed)","Big Pond Rd, Valley Pike, Germantown Rd","Maysville","KY","41056","Mason",38.663574,-83.86959,"Proposed",NA,"400","Hyperscale (100-999 MW)","Unknown",400,890069.600000007,16.7105318126749,2393.7,16.7105318126749
"Project Sophie (Soluna)",NA,"Murray","KY",NA,"Calloway",36.61113,-88.3167,"Operating",NA,"25","Medium (11-50 MW)","Unknown",25,973822.200000007,0.392822350020427,6364.2,0.392822350020427
"Riot 1","5600 Commerce Dr","Paducah","KY","42001","McCracken",37.08831,-88.70305,"Expanding","Riot",NA,"Hyperscale (101-999 MW)","Unknown",0,980011.000000007,0,2636.7,0
"Riot 2","Coleman Rd","Paducah","KY","42001","McCracken",37.088593,-88.676155,"Expanding","Riot","60","Large (51-99 MW)","Unknown",60,979689.500000007,2.27557173739902,2636.7,2.27557173739902
"State Line Project Data Center campus","North of Blanchard, near Hwy 1","Blanchard","LA","71107","Caddo",32.656498,-93.904144,"Proposed","TXLAAR LLC",NA,"Unknown","Unknown",0,849989.800000004,0,5585.9,0
"TXLAAR LLC Data Center","Hwy 3","Bossier Parish","LA",NA,"Bossier",32.725018,-93.72789,"Proposed","TXLAAR LLC",NA,"Unknown","Unknown",0,850013.100000004,0,2413.7,0
"MS Solar Grid Data","Interstate 10 and Read Blvd","New Orleans East","LA","70127","Orleans",30.037401,-89.97886,"Suspended",NA,NA,"Unknown","Unknown",0,807353.000000003,0,7223.4,0
"Meta RPL-10X Hyperion/Project Sucre","Burn Rd","Rayville","LA","71269","Richland",32.50788,-91.6349,"Expanding","Meta","1,500-2,200","Mega campus (>1,000 MW)","Yes",1500,867243.900000004,44.1813201378457,3395.1,44.1813201378457
"DartPoints Data Center","601 Milam St","Shreveport","LA","71101","Caddo",32.51101,-93.7498,"Operating",NA,NA,"Unknown","Unknown",0,848964.300000004,0,1486.2,0
"Shreveport Data Center","7340 Greenwood Rd","Shreveport","LA","71119","Caddo",32.45425,-93.9052,"Proposed",NA,NA,"Unknown","Unknown",0,846581.200000004,0,5538.4,0
"River Bend Campus","off Louisiana Highway 964","St. Francisville","LA","70748","East Feliciana",30.751701,-91.27455,"Approved/Permitted/Under construction","Hut 8","300","Hyperscale (100-999 MW)","Unknown",300,830821.200000004,4.88177957137975,6145.3,4.88177957137975
"River Bend Data Center Campus","near River Bend Rd, West Feliciana Parish","St. Francisville","LA","70775","West Feliciana",30.764305,-91.337296,"Proposed","Fluidstack, Anthropic, Google","245","Hyperscale (100-999 MW)","Unknown",245,831286.600000004,3.98678664996013,6145.3,3.98678664996013
"Markely Data Center","1 Summer St","Boston","MA","02110","Suffolk",42.354603,-71.05991,"Operating",NA,"30","Medium (11-50 MW)","Unknown",30,478534.500000003,0.270956204445489,11071.9,0.270956204445489
"Everett Data Center","Everett Docklands Innovation District","Everett","MA","02149","Middlesex",42.39638,-71.05932,"Proposed",NA,NA,"Unknown","Unknown",0,478522.700000003,0,9171.49999999998,0
"Markely Data Center","1 Markley Way","Lowell","MA","01852","Middlesex",42.6302,-71.304825,"Expanding",NA,NA,"Unknown","Yes",0,479725.900000003,0,9177.89999999998,0
"Medford Data Center","1 Cabot Rd","Medford","MA","02155","Middlesex",42.40601,-71.0752,"Operating",NA,"3.2","Small (0-10 MW)","Unknown",3.2,478739.600000003,0.0343255564494503,9322.49999999998,0.0343255564494503
"Servistar Data Center","199 Servistar Industrial Way","Westfield","MA","01085","Hampden",42.15831,-72.74108,"Proposed",NA,"300","Hyperscale (100-999 MW)","Unknown",300,525797.900000003,3.75840944112452,7982.09999999999,3.75840944112452
"Tidepoint","1050 Hull Street, Suite 150","Baltimore","MD","21230","Baltimore",39.27421,-76.5911,"Operating",NA,"1.5","Small (0-10 MW)","Unknown",1.5,686131.60000001,0.0117024762439732,12817.8,0.0117024762439732
"Mag Partners Data Centers",NA,"Baltimore Peninsula/ Port Covington","MD","21230","Baltimore",39.26509,-76.6127,"Proposed",NA,NA,"Unknown","Unknown",0,686164.60000001,0,14503.8,0
"Dickerson Data Centers","21200 Martinsburg Rd","Dickerson","MD","20842","Montgomery",39.209373,-77.46454,"Proposed",NA,"300","Mega campus (>1,000 MW)","Yes",300,719187.50000001,3.43331921857655,8737.9,3.43331921857655
"Aligned IAD-06","Near 5601 Manor Woods Rd","Frederick","MD","21703","Frederick",39.33511,-77.46484,"Approved/Permitted/Under construction",NA,"72","Large (51-99 MW)","Unknown",72,719462.40000001,1.43306397038334,5024.2,1.43306397038334
"Quantum Frederick","5601 Manor Woods Rd","Frederick","MD","21703","Frederick",39.3343,-77.4679,"Proposed",NA,"264-2,400","Mega campus (>1,000 MW)","Yes",264,719462.40000001,5.2545678914056,5024.2,5.2545678914056
"Brightseat Tech Park Data Center","site of former Landover Mall","Hyattsville","MD","20785","Prince George's",38.91977,-76.8565,"Suspended",NA,"820","Hyperscale (100-999 MW)","Yes",820,698822.00000001,7.84606405067409,10451.1,7.84606405067409
"Harrison Street Asset Management","9800 S Eternal Rings Dr","Laurel","MD","20723","Prince George's",39.13352,-76.85197,"Proposed",NA,NA,"Unknown","Unknown",0,695949.00000001,0,8758.3,0
"Amazon Lusby Data Center","Adjacent to Calvert Cliffs Nuclear Power Plant. 1650 Calvert Cliffs Pkwy","Lusby","MD","20657","Calvert",38.42979,-76.45836,"Proposed","Amazon",NA,"Unknown","Unknown",0,686932.50000001,0,6913.5,0
"Morgantown Data Center","12620 Crain Highway","Newburg","MD","20664","Charles",38.3596,-76.9757,"Proposed","TeraWulf, Inc.","210-500","Hyperscale (100-999 MW)","Yes",210,700479.30000001,1.7056530214425,12312,1.7056530214425
"TeraWulf Data Center","12620 Crain Hwy","Newburg","MD","20664","Charles",38.365482,-76.96935,"Proposed","TeraWulf","500-1,000","Hyperscale (100-999 MW)","Unknown",500,700348.40000001,4.06107862248213,12312,4.06107862248213
"BWI1","11155 Red Run Blvd #200","Owings Mills","MD","21117","Baltimore",39.42716,-76.8118,"Operating",NA,"0.8","Small (0-10 MW)","Unknown",0.8,692100.50000001,0.00536052908422061,14923.9,0.00536052908422061
"Harrison Street Asset Management","7665 Sandy Farm Rd","Severn","MD","21144","Anne Arundel",39.14969,-76.679955,"Proposed",NA,NA,"Unknown","Unknown",0,689734.10000001,0,15225,0
"Prosperity Drive Data Center","12401 Prosperity Dr","Silver Spring","MD","20904","Montgomery",39.05859,-76.9644,"Operating",NA,"5-100","Unknown","Unknown",5,701321.50000001,0.0570821869327457,8759.3,0.0570821869327457
"Security Land and Development LLC Data Center",NA,"Woodlawn","MD",NA,"Baltimore",39.319317,-76.74747,"Proposed",NA,"150","Hyperscale (100-999 MW)","Unknown",150,690975.50000001,1.0379329910461,14451.8,1.0379329910461
"DeepGreen Western Passage SPV LLC  Data Center","Western Passage","Eastport","ME","04631","Washington",44.94704,-67.01703,"Proposed","DeepGreen Western Passage SPV LLC","51","Large (51-99 MW)","Unknown",51,297347.200000001,23.2134729176149,219.7,23.2134729176149
"Tier III AI Data Center","140 Mill Street","Lewiston","ME","04240","Androscoggin",44.094273,-70.21859,"Cancelled","MillCompute LLC",NA,"Unknown","Yes",0,429292.000000003,0,2759.1,0
"Yankee Nuclear Power Plant Data Center","321 Old Ferry Rd","Wicasset","ME","04578","Lincoln",43.95572,-69.69428,"Proposed",NA,NA,"Unknown","Unknown",0,412384.600000003,0,2236.9,0
"Solstice Data Center","Enterprise Drive","Allen Park","MI",NA,"Wayne",42.268654,-83.208176,"Suspended","Solstice","26","Medium (11-50 MW)","Yes",26,774943.20000001,0.326284746188116,7968.5,0.326284746188116
"Oppidan Data Center","Btwn Pilot Knob Rd, 150th St, and Flagstaff Ave","Apple Valley","MI","55124","Dakota",44.72743,-93.18794,"Cancelled",NA,"250-300","Hyperscale (100-999 MW)","Unknown",250,753050.700000006,4.28390280681312,5835.8,4.28390280681312
"Thor Equities Data Center","Between Milan-Oakville Rd and Arkona Rds","Augusta Township","MI","48160","Washtenaw",42.091705,-83.63743,"Proposed",NA,NA,"Hyperscale (100-999 MW)","Yes",0,792770.10000001,0,9595.7,0
"US Signal Data Center","9275 Haggerty Road","Belleville","MI","48111","Wayne",42.23536,-83.4441,"Expanding",NA,"1.5","Small (0-10 MW)","Unknown",1.5,782426.90000001,0.0176273576590869,8509.5,0.0176273576590869
"Microsoft Caledonia Data Center","4100 68th St SE","Caledonia","MI","49316","Kent",42.839203,-85.56194,"Proposed","Microsoft",NA,"Unknown","Unknown",0,804187.300000009,0,4124.3,0
"Switch Pyramid Data Center","6100 E Paris Ave SE","Caledonia","MI","49316","Kent",42.852547,-85.560104,"Approved/Permitted/Under construction","Switch","320","Hyperscale (100-999 MW)","Unknown",320,803717.100000009,7.75889241810732,4124.3,7.75889241810732
"Microsoft Dorr Data Center","near 144th Ave and Hwy 131","Dorr","MI","49323","Allegan",42.737343,-85.68578,"Proposed","Microsoft",NA,"Unknown","Unknown",0,810970.40000001,0,4637,0
"Hyperscale Data, Inc.","415 East Prairie Ronde Street","Dowagiac","MI","49047","Cass",41.992455,-86.098976,"Operating",NA,"30-340","Hyperscale (100-999 MW)","Unknown",30,857255.800000008,0.465542123803169,6444.1,0.465542123803169
"Cloverleaf Infrastructure Data Center","~15398 Day Rd","Dundee","MI","48131","Monroe",41.997276,-83.66742,"Suspended",NA,NA,"Unknown","Yes",0,798607.60000001,0,9605,0
"Southfield Data Center","Inkster Road between 11 Mile and 696","Farmington Hills","MI","48334","Oakland",42.488056,-83.31892,"Proposed","Metrobloks","100","Hyperscale (100-999 MW)","Yes",100,765895.80000001,1.08302467130201,9233.4,1.08302467130201
"Howell Data Center","5781 Grand River Ave","Fowlerville","MI","48836","Livingston",42.655422,-84.02875,"Cancelled","Santec Consulting",NA,"Hyperscale (100-999 MW)","Yes",0,772206.80000001,0,2858.8,0
"Microsoft Grand Rapids Data Center","7174 Patterson Ave SE","Grand Rapids","MI","49512","Kent",42.85125,-85.54604,"Proposed","Microsoft",NA,"Unknown","Unknown",0,803047.000000009,0,4142.8,0
"Kalamazoo County Data Center","S 26th Street and E N Avenue","Kalamazoo","MI","49048","Kalamazoo",42.243793,-85.51012,"Suspended",NA,NA,"Unknown","Yes",0,823026.30000001,0,4780.2,0
"Rocklocker LLC","Island Lake and South River Rds","Kalkaska Township","MI","49646","Kalkaska",44.728703,-85.21632,"Cancelled",NA,"1000","Mega campus (>1,000 MW)","Yes",1000,724605.100000011,121.995852141027,819.7,100
"Deep Green Data Center","229 S Cedar St","Lansing","MI","48912","Ingham",42.731003,-84.545654,"Cancelled","Deep Green","24","Medium (11-50 MW)","Unknown",24,778486.800000009,0.691284060141713,3471.8,0.691284060141713
"Lowell Covenant Business Park Data Center","4714-4400 Bancroft Ave SE","Lowell","MI","49331","Kent",42.880783,-85.376175,"Suspended","Franklin Partners",NA,"Hyperscale (100-999 MW)","Yes",0,798345.600000009,0,4597.2,0
"Lower Peninsula Data Center","Lower Peninsula","Lower Peninsula","MI",NA,"Isabella",43.66056,-84.6665,"Proposed",NA,"1000","Mega campus (>1,000 MW)","Unknown",1000,753506.20000001,17.7616738601446,5630.1,17.7616738601446
"Alterra Development Corporation Data Center","Brooks Industrial Park","Marshall","MI","49068","Calhoun",42.239025,-84.955826,"Proposed","Alterra Development",NA,"Mega campus (>1,000 MW)","Unknown",0,815198.10000001,0,2069.8,0
"Lyon Township Data Center/ Project Flex","29134-29282 Milford Rd","New Hudson","MI","48165","Oakland",42.50185,-83.61119,"Approved/Permitted/Under construction","Verrus","200-525","Hyperscale (100-999 MW)","Yes",200,769750.40000001,2.80076741027041,7140.9,2.80076741027041
"Related Digital/The Barn","NW side of US-12, near Willow Rd","Saline","MI","48176","Washtenaw",42.112755,-83.88956,"Approved/Permitted/Under construction","Related Digital","1400","Mega campus (>1,000 MW)","Yes",1400,795399.20000001,15.7915515199368,8865.5,15.7915515199368
"Panattoni Project Cannoli","along I-94 from Haggerty to Hannan Roads","Van Buren Township","MI","48111","Wayne",42.22704,-83.43421,"Proposed","Google","1000","Mega campus (>1,000 MW)","Yes",1000,782501.30000001,11.743291644648,8515.5,11.743291644648
"Washington Township Data Center","on the south side of 32 Mile Road, between M-53 and Powell Road","Washington Township","MI","48095","Macomb",42.80183,-82.99235,"Proposed","Prologis",NA,"Unknown","Yes",0,753595.600000011,0,5441.2,0
"University of Michigan Los Alamos Data Center","10221 Textile Road","Ypsilanti","MI","48197","Washtenaw",42.20446,-83.5551,"Proposed","Los Alamos National Laboratory",NA,"Unknown","Unknown",0,785009.70000001,0,8525.5,0
"Amazon Becker Data Center",NA,"Becker","MN","55308","Sherburne",45.38527,-93.8805,"Suspended","Amazon",NA,"Unknown","Unknown",0,675224.100000003,0,5346.7,0
"TRACT Data Center","betw Rochester Blvd and Hwy 52","Cannon Falls","MN","55065","Dakota",44.53196,-92.9268,"Proposed",NA,NA,"Unknown","Unknown",0,786378.700000005,0,5691.4,0
"Cielo Digital Infrastructure",NA,"Chisago","MN","55013","Chisago",45.3618,-92.9186,"Proposed",NA,"300","Hyperscale (100-999 MW)","Unknown",300,709021.400000005,4.61943550498129,6494.3,4.61943550498129
"MSP1 Data Center","610 Opperman Dr","Eagan","MN","55123","Dakota",44.82953,-93.1176,"Approved/Permitted/Under construction",NA,"12","Medium (11-50 MW)","Unknown",12,745600.300000006,0.184484826123051,6504.6,0.184484826123051
"TRACT Data Center","near 2800 220th St W","Farmington","MN","55024","Dakota",44.62754,-93.1229,"Proposed",NA,NA,"Unknown","Unknown",0,769023.500000006,0,5752.6,0
"Project Loon","~3688 Co Hwy 13","Hermantown","MN","55810","St. Louis",46.77741,-92.28186,"Suspended","Google",NA,"Hyperscale (100-999 MW)","Yes",0,633922.600000003,0,251.8,0
"US Internet Data Center","3819 W Broadway","Minneapolis","MN","55422","Hennepin",45.02485,-93.3328,"Proposed",NA,NA,"Unknown","Unknown",0,723154.900000005,0,8526.5,0
"Monitcello Data Center","south of 85th Street and east of Highway 25","Monticello","MN","55362","Wright",45.275093,-93.81535,"Proposed","Monticello Tech, LLC,",NA,"Unknown","Yes",0,686419.000000004,0,5855,0
"Project Skyway","49199-49821 195th Ave","Pine Island","MN","55963","Goodhue",44.22483,-92.6442,"Proposed","Ryan Companies US, Inc.","1200-19600","Mega campus (>1,000 MW)","Yes",1200,815079.800000005,26.4363764540007,4539.2,26.4363764540007
"Geronimo Power Data Center","Between 190th and 200th St","Reading","MN","56165","Nobles",43.711044,-95.6839,"Suspended",NA,"400-500","Hyperscale (100-999 MW)","Unknown",400,736815.600000002,8.19269211863018,4882.4,8.19269211863018
"Columbia Data Center","3815 N Hinkson Creek Rd","Columbia","MO","65202","Boone",38.989983,-92.2809,"Proposed",NA,NA,"Unknown","Yes",0,947194.200000005,0,3768.3,0
"Festus Data Center","Old England Rd & US-67","Festus","MO","63028","Jefferson",38.19273,-90.41881,"Proposed","CRG",NA,"Hyperscale (100-999 MW)","Yes",0,976743.800000006,0,6101.6,0
"Nebius Data Center","2501 E Necessary Rd","Independence","MO","64057","Jackson",39.073467,-94.332855,"Approved/Permitted/Under construction","Patmos","880","Hyperscale (100-999 MW)","Yes",880,877744.100000004,14.556522314487,6045.4,14.556522314487
"Wildwood Ranch Data Center","W 20th St","Joplin","MO","64804","Jasper",37.06882,-94.60008,"Approved/Permitted/Under construction",NA,"200","Hyperscale (100-999 MW)","Yes",200,882477.900000004,10.8672027820039,1840.4,10.8672027820039
"Cielo Digital Infrastructure",NA,"Kansas City","MO",NA,"Jackson",39.01764,-94.5668,"Proposed",NA,"500","Hyperscale (100-999 MW)","Unknown",500,876250.400000004,6.41477965231894,7794.5,6.41477965231894
"Meta Data Kansas City Center","1800 NW 128 St","Kansas City","MO","64165","Platte",39.32488,-94.6011,"Operating","Meta",NA,"Unknown","Unknown",0,876151.600000004,0,6530,0
"Project Kestrel (Port KC)","State Rte 92 & N Winan Rd","Kansas City","MO","64079","Platte",39.35368,-94.6967,"Proposed",NA,NA,"Unknown","Unknown",0,875685.600000004,0,6541.3,0
"Project Micah (Google)","NE corner I-435 and Hwy 169/ Rocky Branch Creek Technology Park","Kansas City","MO","64165","Clay",39.31801,-94.5773,"Approved/Permitted/Under construction","Google","700","Hyperscale (100-999 MW)","Unknown",700,876792.200000004,10.2366119739113,6838.2,10.2366119739113
"Revitalization Unlimited Data Center","304 W. 10th Street","Kansas City","MO","64105","Jackson",39.102562,-94.58718,"Proposed",NA,"30","Medium (11-50 MW)","Unknown",30,876260.200000004,0.442641091848026,6777.5,0.442641091848026
"Shenandoah Computing Data Center","NE of Parvin Rd and Arlington Ave","Kansas City","MO","64161","Clay",39.17474,-94.46181,"Proposed","Google",NA,"Unknown","Unknown",0,876992.300000004,0,6682.7,0
"Metrobloks data center","2515 Old Hughes Rd","Liberty","MO","64068","Clay",39.207073,-94.45517,"Proposed",NA,NA,"Unknown","Unknown",0,877006.300000004,0,6672.7,0
"Metrobloks/ Lincoln Data Center","2515 Old Hughes Rd","Liberty","MO","64068","Clay",39.207115,-94.45515,"Proposed",NA,"150","Hyperscale (100-999 MW)","Unknown",150,877006.300000004,2.24796559114002,6672.7,2.24796559114002
"Lumon Solutions Data Center","Rifle Range Rd","Marshfield","MO","65706","Webster",37.366604,-92.883446,"Proposed",NA,NA,"Small (0-10 MW)","Yes",0,927854.600000006,0,845.9,0
"Swarm Systems Data Center","630 George Rd","Marshfield","MO","65706","Webster",37.331158,-92.921234,"Proposed",NA,"20","Medium (11-50 MW)","Unknown",20,927726.800000006,2.32045480914259,861.9,2.32045480914259
"ReLoad Data Center","Southern Nodaway County, possibly off Galaxy Rd","Maryville","MO",NA,"Nodaway",40.255207,-94.97283,"Proposed","ReLoad",NA,"Hyperscale (100-999 MW)","Yes",0,859538.600000004,0,4585.7,0
"Project Tiger Zou","5223 State Hwy AA","Moberly","MO","65270","Randolph",39.345898,-92.44693,"Proposed",NA,NA,"Unknown","Unknown",0,940284.700000005,0,2591.6,0
"Project Green (Amazon)","Lands west of Fairview and Ellis Rds","New Florence","MO","63363","Montgomery",38.905663,-91.41777,"Proposed","NorthPoint Development",NA,"Hyperscale (100-999 MW)","Yes",0,958989.700000006,0,5313.4,0
"Project Spade (Google)","Old Hwy 19","New Florence","MO","63363","Montgomery",38.8889,-91.440025,"Proposed","Related Digital","1200","Mega campus (>1,000 MW)","Yes",1200,958959.300000006,22.5844092294952,5313.4,22.5844092294952
"BLE Landholdings Data Center","684 Phelan Rd","Pacific","MO","63069","Franklin",38.434536,-90.75512,"Proposed",NA,NA,"Unknown","Yes",0,970684.700000006,0,4229.4,0
"Project Harper","Harper Road Technology Park, 203rd St and Harper St","Peculiar","MO","64012","Cass",38.74797,-94.4821,"Cancelled","Diode Ventures",NA,"Hyperscale (100-999 MW)","Yes",0,877543.400000004,0,6200.6,0
"Sarcoxie Data Center","County Rd 20, near the Liberty Energy Park near Fir Road and County Road 30","Sarcoxie","MO","64862","Jasper",37.13561,-94.09406,"Proposed",NA,NA,"Unknown","Yes",0,893790.300000005,0,2282.8,0
"Project Cumulus","Elm Point Ave","St Charles","MO","63301","St. Charles",38.81535,-90.5454,"Proposed",NA,NA,"Unknown","Unknown",0,973207.500000006,0,4355.2,0
"St Charles Data Center","Hwy 370","St Charles","MO",NA,"St. Charles",38.82242,-90.5378,"Proposed",NA,NA,"Unknown","Unknown",0,973601.000000006,0,4357.2,0
"Netrality Data Centers St. Louis - 210 North Tucker","210 N Tucker Blvd Suite 1030","St. Louis","MO","63101","St. Louis",38.62937,-90.1973,"Operating",NA,NA,"Unknown","Unknown",0,971439.500000007,0,7196.4,0
"Netrality Data Centers St. Louis - 900 Walnut","900 Walnut St","St. Louis","MO","63102","St. Louis",38.62554,-90.1953,"Operating",NA,NA,"Unknown","Unknown",0,971439.500000007,0,7196.4,0
"Tierpoint Data Center","3660 Market St","St. Louis","MO","63110","St Charles County",38.63161,-90.2377,"Proposed",NA,NA,"Unknown","Unknown",0,971469.300000006,0,7194.4,0
"TierPoint - St Louis Data Center","1111 Olive St","St. Louis","MO","63101","St. Louis",38.62968,-90.1963,"Operating",NA,NA,"Unknown","Unknown",0,971442.400000007,0,7196.4,0
"Provident Data Center/ Gateway Digital Campus","near 409 Nova Pl and Robertsville Rd","Villa Ridge","MO","63089","Franklin",38.480186,-90.8453,"Proposed",NA,NA,"Unknown","Yes",0,971036.800000006,0,4201.2,0
"AVAIO Digital","East Metropolitan Center Business and Industrial Park","Brandon","MS","39042","Rankin",32.26581,-90.015,"Approved/Permitted/Under construction",NA,"116","Hyperscale (100-999 MW)","Yes",116,889304.700000004,8.97277227722772,1292.8,8.97277227722772
"Amazon Madison Mega Site","1600 West Peace St","Canton","MS","39046","Madison",32.595337,-90.09618,"Operating","Amazon","341-819","Hyperscale (100-999 MW)","Unknown",341,894837.000000004,25.9335310670013,1314.9,25.9335310670013
