"facility_name","address","city","state","zip","county","lat","long","status","operator_name","mw","sizerank","community_pushback","mw_clean","local_gen_mw","pct_consumed","local_mw_capacity","pct_consumed_capped"
"CloudBurst Data Center","2955 Francis Harris Ln","New Braunfels","TX","78130","Hays",29.76201,-97.9909,"Proposed",NA,"1200","Mega campus (>1,000 MW)","Unknown",1200,628359.199999998,13.5243268829808,8872.9,13.5243268829808
"APR Energy Data Center","Unknown location","Pampa","TX","79065","Gray",35.54431,-101.004,"Proposed",NA,NA,"Unknown","Unknown",0,730061.800000001,0,3939.7,0
"Project Annie (Soluna)","near 4210 Old Bonham Rd","Paris","TX","75460","Lamar",33.65263,-95.6048,"Approved/Permitted/Under construction",NA,"75","Large (51-99 MW)","Unknown",75,839801.800000003,1.77506390230048,4225.2,1.77506390230048
"Core Scientific","1851 Farm to Market 2119","Pecos","TX","79772","Reeves",31.533497,-103.80071,"Proposed","Core Scientific","300","Mega campus (>1,000 MW)","Unknown",300,551658.900000002,13.7362637362637,2184,13.7362637362637
"GW Ranch (Pacifico Energy)",NA,"Pecos County","TX",NA,"Pecos",31.147247,-102.89146,"Proposed",NA,"5,000","Mega campus (>1,000 MW)","Unknown",5000,554191.900000002,83.0192438607269,6022.7,83.0192438607269
"Skybox - Austin 2","2515 S Kenney Fort Blvd","Pflugerville","TX","78660","Travis",30.48241,-97.6246,"Approved/Permitted/Under construction",NA,NA,"Unknown","Unknown",0,677901.1,0,6741.1,0
"Cloverleaf Data Center: Project Open Sky","Btwn Azalea Road NW, Richland Road NW, and Moffat Road NW","Piedmont","TX","73078","Canadian",35.72121,-97.787,"Proposed","Cloverleaf",NA,"Unknown","Unknown",0,801569.900000002,0,5512.2,0
"Aligned DFW1 and DFW2","2800 Summit Ave","Plano","TX","75074","Collin",33.00918,-96.6745,"Proposed",NA,"36+","Medium (11-50 MW)","Unknown",36,799322.300000002,0.34935175840385,10304.8,0.34935175840385
"CoreWeave Plano","1000 Coit Rd","Plano","TX","75075","Collin",33.01469,-96.7651,"Operating",NA,"30","Medium (11-50 MW)","Unknown",30,796093.200000002,0.285994833026683,10489.7,0.285994833026683
"DataBank Data Centers - Legacy Park Plano","8375 Dominion Pkwy","Plano","TX","75024","Collin",33.08736,-96.8139,"Operating",NA,NA,"Unknown","Unknown",0,792915.200000002,0,10130.2,0
"DFW-04 Data Center","401 North Star Rd","Plano","TX","75074","Collin",33.00439,-96.6502,"Operating",NA,NA,"Unknown","Unknown",0,799233.800000002,0,10303.6,0
"Equinix DA7 Data Center","6653 Pinecrest Dr","Plano","TX","75024","Collin",33.06499,-96.8109,"Operating",NA,NA,"Unknown","Unknown",0,792907.200000002,0,10130.2,0
"Evocative DAL6","1221 Coit Rd","Plano","TX","75076","Collin",33.01578,-96.7688,"Operating",NA,"12","Medium (11-50 MW)","Unknown",12,796088.200000002,0.114397933210673,10489.7,0.114397933210673
"Skybox Atlantic Station","2300 W Plano Pkwy","Plano","TX","75075","Collin",33.00508,-96.7421,"Operating",NA,"100","Hyperscale (100-999 MW)","Unknown",100,797708.800000002,0.970308558121481,10306,0.970308558121481
"Pyote Data Center","Near intersection of I-20 and FM 1927","Pyote","TX","79777","Ward",31.52544,-103.117,"Operating",NA,"300","Hyperscale (100-999 MW)","Unknown",300,567793.899999998,9.66463709287716,3104.1,9.66463709287716
"Core Scientific","Signal Rd","Quinlan","TX","75474","Hunt",32.988132,-96.08421,"Proposed",NA,"285","Hyperscale (100-999 MW)","Unknown",285,810987.000000003,5.71474403962223,4987.1,5.71474403962223
"Databank: DFW11 and DFW12","Stainback Rd","Red Oak","TX","75154","Ellis",32.53531,-96.7339,"Proposed",NA,"480","Hyperscale (100-999 MW)","Unknown",480,783305.800000002,4.85957843157105,9877.40000000002,4.85957843157105
"Google Data Center","330 Austin Blvd","Red Oak","TX","75154","Ellis",32.53763,-96.7968,"Proposed","Google",NA,"Unknown","Unknown",0,782730.800000002,0,9949.40000000002,0
"Red Oak Data Center 2","156 N. Austin Blvd","Red Oak","TX","75154","Ellis",32.53665,-96.79767,"Operating","Google",NA,"Unknown","Unknown",0,782784.800000002,0,9949.40000000002,0
"Red Oak Data Center Campus","481 Austin Blvd","Red Oak","TX","75154","Ellis",32.54188,-96.7998,"Approved/Permitted/Under construction",NA,"350","Hyperscale (100-999 MW)","Unknown",350,782787.000000002,3.51691636772877,9951.90000000002,3.51691636772877
"1210 Integrity Drive (DFW18)","1210 Integrity Dr","Richardson","TX","75081","Dallas",32.96639,-96.7138,"Proposed",NA,"100","Hyperscale (100-999 MW)","Unknown",100,796863.000000002,0.970308558121481,10306,0.970308558121481
"1232 Alma Road Data Center","1232 Alma Road","Richardson","TX","75081","Dallas",32.96619,-96.7159,"Operating",NA,"6.7","Small (0-10 MW)","Unknown",6.7,796863.000000002,0.0650106733941392,10306,0.0650106733941392
"365 Data Centers - Richardson","1001 East Campbell Rd","Richardson","TX","75081","Dallas",32.97615,-96.7073,"Operating",NA,"6.2","Small (0-10 MW)","Unknown",6.2,796931.000000002,0.0601591306035318,10306,0.0601591306035318
"850 E. Collins Boulevard (DFW28)","850 E. Collins Boulevard","Richardson","TX","75081","Dallas",32.96746,-96.7132,"Operating",NA,"6.8","Small (0-10 MW)","Unknown",6.8,796863.000000002,0.0659809819522607,10306,0.0659809819522607
"Richardson Data Center","1501 E Lookout Dr","Richardson","TX","75082","Dallas",32.98529,-96.6969,"Operating",NA,"24","Medium (11-50 MW)","Unknown",24,797012.500000002,0.232874053949155,10306,0.232874053949155
"CORNERSTONE SOUTHWEST DATA CENTER","931 LITSEY RD","ROANOKE","TX","76262","Denton",33.00576,-97.2459,"Operating",NA,NA,"Unknown","Unknown",0,776198.300000001,0,11447.4,0
"Beacon Point Data Center","Nueces County (near Robstown)","Robstown","TX","78380","Nueces",27.7903,-97.67,"Proposed","Hut 8","352","Hyperscale (100-999 MW)","Unknown",352,542457.300000002,5.91099916036944,5955,5.91099916036944
