ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address
84000615,NA,Cullman Historic District,Alabama,Cullman,Cullman,"Roughly bounded by 1st and 8th Aves., 3rd and 9th Sts.",Listed,Single,FALSE,88.5,Transportation; European; Exploration/Settlement; Architecture,District,https://catalog.archives.gov/id/77836014,FALSE,FALSE,TRUE,FALSE,FALSE,1984-08-30,NA,Die Deutsche Kolonie Von Nord Alabama,NA,84000615,Cullman,"Cullman Historic District, Cullman, Alabama"
78000487,NA,Carlowville Historic District,Alabama,Dallas,Selma,17 Mi. (27 km) S of Selma on AL 89,Listed,Single,FALSE,780,Architecture,District,https://catalog.archives.gov/id/77836044,FALSE,FALSE,TRUE,FALSE,FALSE,1978-01-18,NA,NA,NA,78000487,Carlowville,"Carlowville Historic District, Dallas, Alabama"
90000886,NA,Icehouse Historic District,Alabama,Dallas,Selma,"Roughly bounded by Jefferson Davis and Dallas Aves., Union and Lapsley Sts., and Valley Cr.",Listed,Single,FALSE,116,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/77836054,FALSE,FALSE,FALSE,TRUE,FALSE,1990-06-28,NA,NA,NA,90000886,Icehouse,"Icehouse Historic District, Dallas, Alabama"
78000486,NA,Old Town Historic District,Alabama,Dallas,Selma,"Roughly bounded by the Alabama River, Jefferson Davis Ave., Pettus, Broad, and Franklin Sts.",Listed,Single,FALSE,242,Politics/Government; Architecture,District,https://catalog.archives.gov/id/77836062,FALSE,TRUE,FALSE,FALSE,FALSE,1978-05-03,NA,"See Also:Morgan,John Tyler,House;St. Paul's Episcopal Church",NA,78000486,Old Town,"Old Town Historic District, Dallas, Alabama"
03001137,NA,Old Town Historic District Boundary Increase And Additional Documentation,Alabama,Dallas,Selma,"Jefferson Davis Ave.; area roughly bounded by Broad, Dallal, US 80 and Franlin; Selma Ave.; and Franklin St.",Listed,Single,FALSE,81,Industry; Architecture; Commerce; Politics/Government; Education; Black; Transportation,District,https://catalog.archives.gov/id/77836076,FALSE,FALSE,FALSE,TRUE,FALSE,2003-11-15,NA,NA,NA,03001137,Old Town Boundary Increase And Additional Documentation,"Old Town Historic District Boundary Increase And Additional Documentation, Dallas, Alabama"
90000887,AD,Riverview Historic District,Alabama,Dallas,Selma,"Roughly bounded by Selma Ave., Satterfield and Lapsley Sts. and the Alabama R.",Listed,Add.doc.,FALSE,86,Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1990-06-28,NA,NA,NA,90000887,Riverview,"Riverview Historic District, Dallas, Alabama"
100009126,MP,Selma University Historic District,Alabama,Dallas,Selma,1501 Boynton St.,Listed,Multiple,FALSE,13,Social History; Ethnic Heritage-Black; Education,District,NA,FALSE,FALSE,TRUE,TRUE,FALSE,2023-07-14,NA,Alabama Baptist Normal and Theological School; Alabama Baptist Colored University; Selma University,NA,100009126,Selma University,"Selma University Historic District, Dallas, Alabama"
72000160,NA,Water Avenue Historic District,Alabama,Dallas,Selma,Water Ave.,Listed,Single,FALSE,8.9,Commerce; Architecture,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1972-12-26,NA,NA,NA,72000160,Water Avenue,"Water Avenue Historic District, Dallas, Alabama"
05000650,AD,Water Avenue Historic District (Additional Documentation),Alabama,Dallas,Selma,"Water Ave. bounded by Lauderdale St., MLK Blvd., Beech Creek., Alabama R,",Listed,Add.doc.,FALSE,10,Commerce; Architecture,District,https://catalog.archives.gov/id/77836072,FALSE,FALSE,FALSE,TRUE,FALSE,2005-07-07,NA,NA,NA,05000650,Water Avenue (Additional Documentation),"Water Avenue Historic District (Additional Documentation), Dallas, Alabama"
100003108,MP,Water Avenue Historic District (Boundary Increase),Alabama,Dallas,Selma,Address Restricted,Listed,Multiple,TRUE,80.5,Commerce; Architecture; Black; Military,District,NA,FALSE,FALSE,TRUE,FALSE,FALSE,2021-06-25,NA,NA,NA,05000650,Water Avenue (Boundary Increase),"Water Avenue Historic District (Boundary Increase), Dallas, Alabama"
06000181,NA,Collinsville Historic District,Alabama,De Kalb,Collinsville,"Valley Ave., Main St. and Grand Ave.",Listed,Single,FALSE,60,Architecture,District,https://catalog.archives.gov/id/77836084,FALSE,FALSE,FALSE,TRUE,FALSE,2006-03-29,NA,NA,NA,06000181,Collinsville,"Collinsville Historic District, De Kalb, Alabama"
89000308,NA,Fort Payne Boom Town Historic District,Alabama,De Kalb,Fort Payne,Roughly Gault St. from 4th St. NE. to 6th St. NE.,Listed,Single,FALSE,8,Industry; Architecture,District,https://catalog.archives.gov/id/77836090,FALSE,FALSE,FALSE,TRUE,FALSE,1989-04-21,NA,See Also:Alabama Great Southern Railroad Depo;Fort Payne Ope,NA,89000308,Fort Payne Boom Town,"Fort Payne Boom Town Historic District, De Kalb, Alabama"
89000307,NA,Fort Payne Main Street Historic District,Alabama,De Kalb,Fort Payne,Roughly Gault Ave. from 2nd St. NE. to 2nd St. NW.,Listed,Single,FALSE,6,Politics/Government; Architecture,District,https://catalog.archives.gov/id/77836094,FALSE,FALSE,FALSE,TRUE,FALSE,1989-04-21,NA,NA,NA,89000307,Fort Payne Main Street,"Fort Payne Main Street Historic District, De Kalb, Alabama"
88000444,NA,Fort Payne Residential Historic District,Alabama,De Kalb,Fort Payne,"Roughly bounded by Forrest Ave. and Elm St., Fifth St. NW, Grand and Alabama Aves., and Fourth St. SW and Second St. NW",Listed,Single,FALSE,34,Industry; Architecture,District,https://catalog.archives.gov/id/77836092,FALSE,FALSE,FALSE,TRUE,FALSE,1988-05-04,NA,NA,NA,88000444,Fort Payne Residential,"Fort Payne Residential Historic District, De Kalb, Alabama"
92000055,NA,East Wetumpka Commercial Historic District,Alabama,Elmore,Wetumpka,"Roughly, Company St. from Spring St. to E. Bridge St. and E. Bridge and Commerce Sts. from Main to Hill Sts.",Listed,Single,FALSE,6,Commerce; Architecture,District,https://catalog.archives.gov/id/77836119,FALSE,FALSE,FALSE,TRUE,FALSE,1992-02-20,NA,NA,NA,92000055,East Wetumpka Commercial,"East Wetumpka Commercial Historic District, Elmore, Alabama"
99000884,NA,East Wetumpka Commercial Historic District (Boundary Increase),Alabama,Elmore,Wetumpka,206 S. East Main St.,Listed,Single,FALSE,0.9,Architecture,District,https://catalog.archives.gov/id/77836117,FALSE,FALSE,FALSE,TRUE,FALSE,1999-07-28,NA,NA,NA,99000884,East Wetumpka Commercial (Boundary Increase),"East Wetumpka Commercial Historic District (Boundary Increase), Elmore, Alabama"
92000072,NA,Tallassee Commercial Historic District,Alabama,Elmore,Tallassee,"Roughly, 3 blocks on S side Barnett Blvd. between old River Rd. and DuBois St.",Listed,Single,FALSE,6.5,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/77836121,FALSE,FALSE,FALSE,TRUE,FALSE,1992-03-06,NA,NA,NA,92000072,Tallassee Commercial,"Tallassee Commercial Historic District, Elmore, Alabama"
100004641,RS,Atmore Commercial Historic District,Alabama,Escambia,Atmore,"Carney, Main, Trammell, Roberts, Presley, E. Church & Ridgeley Sts., Pensacola, Nashville & Louisville Aves.",Listed,Resubmission,FALSE,70.09,Architecture; Commerce; Transportation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2021-06-18,NA,NA,NA,100004641,Atmore Commercial,"Atmore Commercial Historic District, Escambia, Alabama"
02000484,NA,Alabama City Wall Street Historic District,Alabama,Etowah,Gadsden,"Roughly along Wall St., from Norris Ave. to Meighan Blvd.",Listed,Single,FALSE,10,Architecture; Social History,District,https://catalog.archives.gov/id/77836151,FALSE,FALSE,FALSE,TRUE,FALSE,2002-05-16,NA,NA,NA,02000484,Alabama City Wall Street,"Alabama City Wall Street Historic District, Etowah, Alabama"
13000893,NA,Attalla Downtown Historic District,Alabama,Etowah,Attalla,"3rd St. N., 4th St. N. & 5th Ave. S.",Listed,Single,FALSE,10.8,Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-12-11,NA,NA,NA,13000893,Attalla Downtown,"Attalla Downtown Historic District, Etowah, Alabama"
97001165,NA,Gadsden Downtown Historic District,Alabama,Etowah,Gadsden,"Along Broad St., roughly bounded by Locust, 3rd, S. 5th, Chestnut, and 7th Sts.",Listed,Single,FALSE,43,Architecture; Commerce,District,https://catalog.archives.gov/id/77836147,FALSE,FALSE,FALSE,TRUE,FALSE,1997-09-26,NA,NA,NA,97001165,Gadsden Downtown,"Gadsden Downtown Historic District, Etowah, Alabama"
05000649,NA,Turrentine Historic District,Alabama,Etowah,Gadsen,300-633 Turrentine Ave.,Listed,Single,FALSE,17,Architecture,District,https://catalog.archives.gov/id/77836141,FALSE,FALSE,FALSE,TRUE,FALSE,2005-07-06,NA,NA,NA,05000649,Turrentine,"Turrentine Historic District, Etowah, Alabama"
12001020,NA,Fayette County Courthouse Historic District (Boundary Increase),Alabama,Fayette,Fayette,"Temple Ave. N. & S., 1st Ave. E. & W., 2nd St. S., 1st St. N.",Listed,Single,FALSE,17,Architecture; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-03-26,NA,NA,NA,12001020,Fayette County Courthouse (Boundary Increase),"Fayette County Courthouse Historic District (Boundary Increase), Fayette, Alabama"
100003123,RS,Russellville Commercial Historic District,Alabama,Franklin,Russellville,"Along sections of Jackson & Coffee Aves., Lawrence, Lauderdale & Madison Sts.",Listed,Resubmission,FALSE,104,Architecture; Commerce; Politics/Government; Religion; Entertainment/Recreation,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-01-29,NA,NA,NA,100003123,Russellville Commercial,"Russellville Commercial Historic District, Franklin, Alabama"
100011147,RS,Geneva Commercial Historic District,Alabama,Geneva,Geneva,"S Commerce St, E Church Ave, E Water Ave, E Town Ave",Listed,Resubmission,FALSE,23,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2026-05-13,NA,NA,NA,100011147,Geneva Commercial,"Geneva Commercial Historic District, Geneva, Alabama"
76000328,NA,Greensboro Historic District,Alabama,Hale,Greensboro,Main St. between Hobson and 1st,Listed,Single,FALSE,106,Commerce; Politics/Government; Architecture,District,https://catalog.archives.gov/id/77836200,FALSE,FALSE,TRUE,FALSE,FALSE,1976-08-13,NA,NA,NA,76000328,Greensboro,"Greensboro Historic District, Hale, Alabama"
100011166,SG,Headland Commercial Historic District,Alabama,Henry,Headland,Four blocks in downtown Headland centered around the Public Square,Listed,Single,FALSE,18.5,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2024-12-11,NA,NA,NA,100011166,Headland Commercial,"Headland Commercial Historic District, Henry, Alabama"
02000479,NA,Bridgeport Historic District,Alabama,Jackson,Bridgeport,"Roughly bounded by Bridgeport City Limits, Enrich Ave., Bridgeport, 5th Ave., Broadway Ave., 8th St., and 11th Ave.",Listed,Single,FALSE,160,Commerce; Architecture; Transportation; Military,District,https://catalog.archives.gov/id/77836238,FALSE,FALSE,FALSE,TRUE,FALSE,2002-05-16,NA,NA,NA,02000479,Bridgeport,"Bridgeport Historic District, Jackson, Alabama"
83002970,NA,College Hill Historic District,Alabama,Jackson,Scottsboro,306--418 and 405--411 College Ave.,Listed,Single,FALSE,7.1,Architecture,District,https://catalog.archives.gov/id/77836232,FALSE,FALSE,FALSE,TRUE,FALSE,1983-03-30,NA,NA,NA,83002970,College Hill,"College Hill Historic District, Jackson, Alabama"
82002037,NA,Public Square Historic District,Alabama,Jackson,Scottsboro,"Roughly bounded by Appletree, Andrews, Willow and Caldwell Sts.",Listed,Single,FALSE,11,Commerce; Politics/Government,District,https://catalog.archives.gov/id/77836240,FALSE,FALSE,FALSE,TRUE,FALSE,1982-04-15,NA,Scottsboro Public Square Historic District,NA,82002037,Public Square,"Public Square Historic District, Jackson, Alabama"
78000491,NA,Stevenson Historic District,Alabama,Jackson,Stevenson,Irregular pattern along RR tracks,Listed,Single,FALSE,91.3,Military; Transportation; Architecture,District,https://catalog.archives.gov/id/77836234,FALSE,TRUE,FALSE,FALSE,FALSE,1978-09-13,NA,See Also: Fort Harker;Stevenson Railroad Depot and Hotel,NA,78000491,Stevenson,"Stevenson Historic District, Jackson, Alabama"
86001981,NA,Anderson Place Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by Fourteenth Ave. S, Eighteenth St. S, Sixteen Ave. S, and Fifteenth St. S",Listed,Single,FALSE,23,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/77836396,FALSE,FALSE,FALSE,TRUE,FALSE,1986-08-28,NA,See Also:Anderson Place Historic District (Boundary Increase,NA,86001981,Anderson Place,"Anderson Place Historic District, Jefferson, Alabama"
91000592,NA,Anderson Place Historic District (Boundary Increase),Alabama,Jefferson,Birmingham,"Roughly, 16th Ave. S. from 15th St. to a line S from 18th St.",Listed,Single,FALSE,14,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/77836398,FALSE,FALSE,FALSE,TRUE,FALSE,1991-05-15,NA,See Also:Anderson Place Historic District,NA,91000592,Anderson Place (Boundary Increase),"Anderson Place Historic District (Boundary Increase), Jefferson, Alabama"
91000661,NA,Automotive Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by First Ave. N., 24th St. S., Fifth Ave. S. and 20th St. S.",Listed,Single,FALSE,42,Commerce; Transportation; Architecture,District,https://catalog.archives.gov/id/77836470,FALSE,FALSE,FALSE,TRUE,FALSE,1991-05-30,NA,NA,NA,91000661,Automotive,"Automotive Historic District, Jefferson, Alabama"
98000106,NA,Avondale Park Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by 47th st., 7th Ave., 8th Court, 34th St.,, and AL 4",Listed,Single,FALSE,200,Entertainment/Recreation; Architecture,District,https://catalog.archives.gov/id/77836496,FALSE,FALSE,FALSE,TRUE,FALSE,1998-02-20,NA,NA,NA,98000106,Avondale Park,"Avondale Park Historic District, Jefferson, Alabama"
00000713,NA,Belview Heights Historic District,Alabama,Jefferson,Birmingham,"Roughly along 41st., 42st., 43rd., 44th, and 45th Sts., and M and Martin Aves.",Listed,Single,FALSE,150,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/77836390,FALSE,FALSE,FALSE,TRUE,FALSE,2000-06-22,NA,NA,NA,00000713,Belview Heights,"Belview Heights Historic District, Jefferson, Alabama"
06000940,MP,Birmingham Civil Rights Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded 9th Ave., Richard Arrington Jr. Blvd., 1st Ave. and 14th St.",Listed,Multiple,FALSE,36,Black; Social History,District,https://catalog.archives.gov/id/77835231,FALSE,TRUE,FALSE,FALSE,FALSE,2006-10-19,NA,NA,NA,06000940,Birmingham Civil Rights,"Birmingham Civil Rights Historic District, Jefferson, Alabama"
100004132,RS,Birmingham Wholesale & Retail (West) Historic District,Alabama,Jefferson,Birmingham,1st through 6 Aves. N. Bet. 11th and 16th Sts. N.,Listed,Resubmission,FALSE,69.7,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2024-08-19,NA,NA,NA,100004132,Birmingham Wholesale & Retail (West),"Birmingham Wholesale & Retail (West) Historic District, Jefferson, Alabama"
15000429,NA,Birmingham Wholesale Warehouse Loop West Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by RRs., 14th St. S., 2nd Ave. S. & I-65",Listed,Single,FALSE,24.3,Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-07-21,NA,NA,NA,15000429,Birmingham Wholesale Warehouse Loop West,"Birmingham Wholesale Warehouse Loop West Historic District, Jefferson, Alabama"
100004133,RS,Bush Hills Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by Princeton Pkwy. W, 3rd Ave. W, Bush Blvd., I-20/59, 8th Court W, and 8th Ave. W",Listed,Resubmission,FALSE,301.6,Architecture; Community Planning And Development,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2024-08-19,NA,NA,NA,100004133,Bush Hills,"Bush Hills Historic District, Jefferson, Alabama"
06000187,NA,Cahaba Homestead Village Historic District,Alabama,Jefferson,Trussville,Approx. bet I-59 and AL 11,Listed,Single,FALSE,208,Community Planning And Development; Social History; Education; Politics/Government,District,https://catalog.archives.gov/id/77836478,FALSE,FALSE,FALSE,TRUE,FALSE,2006-03-29,NA,Cahaba Project; The Project,NA,06000187,Cahaba Homestead Village,"Cahaba Homestead Village Historic District, Jefferson, Alabama"
07001027,NA,Center Street Historic District,Alabama,Jefferson,Birmingham,940-1145 Center St.;2-9th Ct. W; 4-10th Ave. N; 2-4 10th Ct. N; 16-24 11th Ave. N; 1-2 11th Ct. N.,Listed,Multiple,FALSE,8.5,Black,District,https://catalog.archives.gov/id/77835255,FALSE,FALSE,FALSE,TRUE,FALSE,2007-10-01,NA,Dynamite Hill,NA,07001027,Center Street,"Center Street Historic District, Jefferson, Alabama"
87000940,NA,Chestnut Hill Historic District,Alabama,Jefferson,Birmingham,Roughly bounded by Highland Ave. and Thirty-first St.,Listed,Single,FALSE,34,Community Planning And Development; Landscape Architecture; Architecture,District,https://catalog.archives.gov/id/77836402,FALSE,FALSE,FALSE,TRUE,FALSE,1987-06-12,NA,NA,NA,87000940,Chestnut Hill,"Chestnut Hill Historic District, Jefferson, Alabama"
03001133,NA,Country Club Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by Highland Ave, 33rd St., 34th St., Pawnee Ave., and 29th St.",Listed,Single,FALSE,446,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/77836384,FALSE,FALSE,FALSE,TRUE,FALSE,2003-11-17,NA,NA,NA,03001133,Country Club,"Country Club Historic District, Jefferson, Alabama"
86001890,NA,Cullom Street-Twelfth Street South Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by Eleventh Ave., Twelfth St. S, Cullom St., and Thirteenth St. S",Listed,Single,FALSE,11,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/77836394,FALSE,FALSE,FALSE,TRUE,FALSE,1986-08-21,NA,NA,NA,86001890,Cullom Street-Twelfth Street South,"Cullom Street-Twelfth Street South Historic District, Jefferson, Alabama"
92000852,NA,Downtown Bessemer Historic District,Alabama,Jefferson,Bessemer,"Roughly bounded by 21st St. N., Carolina Ave., 19th St. N., 5th Ave. N. and the Southern RR tracks",Listed,Single,FALSE,26,Commerce; Architecture,District,https://catalog.archives.gov/id/77836448,FALSE,FALSE,FALSE,TRUE,FALSE,1992-07-15,NA,See Also:Southern Railway Terminal Station,NA,92000852,Downtown Bessemer,"Downtown Bessemer Historic District, Jefferson, Alabama"
82002039,NA,Downtown Birmingham Historic District,Alabama,Jefferson,Birmingham,"Roughly bounded by 3rd Ave., 24th St., 1rst Ave., and 20th St.",Listed,Single,FALSE,8.4,Commerce; Architecture,District,https://catalog.archives.gov/id/77836332,FALSE,FALSE,TRUE,FALSE,FALSE,1982-02-11,NA,See Also:Downtown Birmingham Historic District (Boundary Inc,NA,82002039,Downtown Birmingham,"Downtown Birmingham Historic District, Jefferson, Alabama"
98000105,NA,Downtown Birmingham Historic District (Boundary Increase Ii),Alabama,Jefferson,Birmingham,"Roughly along 23rd St. and 3rd Ave., bounded by 5th Ave., 22nd St., and 2nd Ave.",Listed,Single,FALSE,13,Commerce; Architecture,District,https://catalog.archives.gov/id/77836446,FALSE,FALSE,FALSE,TRUE,FALSE,1998-02-20,NA,NA,NA,98000105,Downtown Birmingham (Boundary Increase Ii),"Downtown Birmingham Historic District (Boundary Increase Ii), Jefferson, Alabama"
14001001,NA,Downtown Birmingham Historic District (Boundary Increase Iii),Alabama,Jefferson,Birmingham,"Portions of 1st, 2nd, 3rd, 4th , 5th, 20th, 22nd, 23rd, 24th & 25th Sts., N., Richard Arrington Jr. Blvd.",Listed,Single,FALSE,25.2,Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-07-12,NA,NA,NA,14001001,Downtown Birmingham (Boundary Increase Iii),"Downtown Birmingham Historic District (Boundary Increase Iii), Jefferson, Alabama"
85000305,NA,Downtown Birmingham Historic District (Boundary Increase),Alabama,Jefferson,Birmingham,312--322 21rst St. N and 1923 3rd. Ave.,Listed,Single,FALSE,0.3,Commerce; Architecture,District,https://catalog.archives.gov/id/77836352,FALSE,FALSE,TRUE,FALSE,FALSE,1985-02-21,NA,See Also:Downtown Birmingham Historic District,NA,85000305,Downtown Birmingham (Boundary Increase),"Downtown Birmingham Historic District (Boundary Increase), Jefferson, Alabama"
