ref_number,prefix,property_name,state,county,city,street_number,status,request_type,restricted_address,acreage_of_property,area_of_significance,category_of_property,external_link,level_of_significance_international,level_of_significance_national,level_of_significance_state,level_of_significance_local,level_of_significance_not_indicated,listed_date,nhl_designated_date,other_names,park_name,property_id,district_name,address
07001010,NA,Edenton Historic District (Boundary Increase Ii),North Carolina,Chowan,Edenton,"Roughly bounded by Filberts Creek, W. Hicks St., Park Ave., the RR right of way, and the original Edenton Historic Disti",Listed,Single,FALSE,210,Architecture; Community Planning And Development; Black; Commerce,District,https://catalog.archives.gov/id/47719611,FALSE,FALSE,FALSE,TRUE,FALSE,2007-09-28,NA,NA,NA,07001010,Edenton (Boundary Increase Ii),"Edenton Historic District (Boundary Increase Ii), Chowan, North Carolina"
01001075,NA,Edenton Historic District (Boundary Increase),North Carolina,Chowan,Edenton,Both sides 300 block E. King St.,Listed,Single,FALSE,2.4,Community Planning And Development; Architecture; Black,District,https://catalog.archives.gov/id/47719629,FALSE,FALSE,FALSE,TRUE,FALSE,2001-10-05,NA,NA,NA,01001075,Edenton (Boundary Increase),"Edenton Historic District (Boundary Increase), Chowan, North Carolina"
01000513,NA,Central School Historic District,North Carolina,Cleveland,Kings Mountain,"Roughly N. Battleground Ave., N. Piedmont Ave., E. King St., E. Ridge Ave., and N. Gaston St.",Listed,Single,FALSE,21,Architecture; Community Planning And Development; Transportation,District,https://catalog.archives.gov/id/47719662,FALSE,FALSE,FALSE,TRUE,FALSE,2001-05-18,NA,NA,NA,01000513,Central School,"Central School Historic District, Cleveland, North Carolina"
83001841,NA,Central Shelby Historic District,North Carolina,Cleveland,Shelby,Roughly Washington St. from Gidney to Sumter;Graham and Warren St to Morgan;and Marion St.from Washington St to Thompson,Listed,Single,FALSE,150,Commerce; Literature; Politics/Government; Architecture; Communications,District,https://catalog.archives.gov/id/47719654,FALSE,FALSE,FALSE,TRUE,FALSE,1983-06-23,NA,NA,NA,83001841,Central Shelby,"Central Shelby Historic District, Cleveland, North Carolina"
02000963,NA,Central Shelby Historic District (Boundary Increase),North Carolina,Cleveland,Shelby,"Roughly bounded by E. Elm, S. Lafayette, Blanton, N. Thompson, W. Sumter, N. Lafayette, Kendal, & S. Delalb Sts.",Listed,Single,FALSE,20.5,Architecture; Social History,District,https://catalog.archives.gov/id/47719674,FALSE,FALSE,FALSE,TRUE,FALSE,2002-09-14,NA,NA,NA,02000963,Central Shelby (Boundary Increase),"Central Shelby Historic District (Boundary Increase), Cleveland, North Carolina"
02001667,NA,East Marion-Belvedere Park Historic District,North Carolina,Cleveland,Shelby,"Roughlyb bounded by Cline, Chestnut, E. Marion Sts., Edgemont Ave, Belvedere Aves., and Elizabeth Rd.",Listed,Single,FALSE,65,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/47719656,FALSE,FALSE,FALSE,TRUE,FALSE,2002-12-31,NA,NA,NA,02001667,East Marion-Belvedere Park,"East Marion-Belvedere Park Historic District, Cleveland, North Carolina"
09000288,NA,Margrace Mill Village Historic District,North Carolina,Cleveland,Kings Mountain,"101-117, 102-120 Cloninger St., 101-113, 102-116, 200 Fulton Dr., 145 Ark St., 101-107, 102-114 Water Oak St.",Listed,Single,FALSE,9.6,Architecture; Community Planning And Development; Industry,District,https://catalog.archives.gov/id/47719660,FALSE,FALSE,FALSE,TRUE,FALSE,2009-05-06,NA,NA,NA,09000288,Margrace Mill Village,"Margrace Mill Village Historic District, Cleveland, North Carolina"
10000630,NA,West End Historic District,North Carolina,Cleveland,Kings Mountain,"Bounded by W Mountain St, W Gold St, S Cansler St, S Tracy St, S Watterson St, and S Goforth St",Listed,Single,FALSE,39,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/47719658,FALSE,FALSE,FALSE,TRUE,FALSE,2010-09-03,NA,NA,NA,10000630,West End,"West End Historic District, Cleveland, North Carolina"
09000331,NA,West Warren Street Historic District,North Carolina,Cleveland,Shelby,"Roughly bounded by W. Warren, McBrayer, Blanton, and Whisnant Sts.",Listed,Single,FALSE,60,Architecture,District,https://catalog.archives.gov/id/47719648,FALSE,FALSE,FALSE,TRUE,FALSE,2009-05-12,NA,NA,NA,09000331,West Warren Street,"West Warren Street Historic District, Cleveland, North Carolina"
15000899,NA,Tabor City Commercial Historic District,North Carolina,Columbus,Tabor City,"Includes Hickman Rd., W. 5th, E. & W. 4th & S. Main Sts.",Listed,Single,FALSE,9,Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2015-12-15,NA,NA,NA,15000899,Tabor City Commercial,"Tabor City Commercial Historic District, Columbus, North Carolina"
06000689,NA,Degraffenried Park Historic District,North Carolina,Craven,New Bern,"Rougly bounded by Neuse Blvd., Fort Totten Dr., Trent Rd. and Chattawka Ln.",Listed,Single,FALSE,21,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47719772,FALSE,FALSE,FALSE,TRUE,FALSE,2006-08-09,NA,NA,NA,06000689,Degraffenried Park,"Degraffenried Park Historic District, Craven, North Carolina"
88000226,NA,Ghent Historic District,North Carolina,Craven,New Bern,"Roughly bounded by Trent Blvd., First St., Park Ave., and Seventh St.",Listed,Single,FALSE,67,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47719738,FALSE,FALSE,FALSE,TRUE,FALSE,1988-03-17,NA,NA,NA,88000226,Ghent,"Ghent Historic District, Craven, North Carolina"
73001325,NA,New Bern Historic District,North Carolina,Craven,New Bern,Roughly bounded by Neuse and Trent Rivers and Queen St.,Listed,Single,FALSE,250,Commerce; Politics/Government; Architecture,District,https://catalog.archives.gov/id/47719734,FALSE,TRUE,FALSE,FALSE,FALSE,1973-06-19,NA,See Also:72000939;72000940;70000450;88000232;Smith-Whitford,NA,73001325,New Bern,"New Bern Historic District, Craven, North Carolina"
15000956,NA,New Bern Historic District (Boundary Increase Ii),North Carolina,Craven,New Bern,"Bounded by Roundtree, Oak, W. F, W. A, N. Bern, Bern, Nunn & Cedar Sts.",Listed,Single,FALSE,39,Social History; Architecture; Black,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2016-01-05,NA,NA,NA,15000956,New Bern (Boundary Increase Ii),"New Bern Historic District (Boundary Increase Ii), Craven, North Carolina"
03000965,AD,New Bern Historic District (Boundary Increase) (Additional Documentation),North Carolina,Craven,New Bern,"Roughly 2 blks of N. Craven,blk on Pasteur St, roughly along Bern, West, Cedar Sts and Trent Court",Listed,Add.doc.,FALSE,64,Community Planning And Development; Transportation; Commerce; Black; Architecture,District,https://catalog.archives.gov/id/47719770,FALSE,FALSE,FALSE,TRUE,FALSE,2003-09-25,NA,NA,NA,03000965,New Bern (Boundary Increase) (Additional Documentation),"New Bern Historic District (Boundary Increase) (Additional Documentation), Craven, North Carolina"
87002579,NA,Riverside Historic District,North Carolina,Craven,New Bern,"Roughly bounded by N. Craven St., North Ave., E St., and Guion St.",Listed,Single,FALSE,48,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47719740,FALSE,FALSE,FALSE,TRUE,FALSE,1988-02-09,NA,NA,NA,87002579,Riverside,"Riverside Historic District, Craven, North Carolina"
99000779,NA,Fayetteville Downtown Historic District,North Carolina,Cumberland,Fayetteville,"Roughly along Hay, Person, Green, Gillespie, Bow, Old, W. Russell and Cool Spring Sts.",Listed,Single,FALSE,59,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47719842,FALSE,FALSE,TRUE,FALSE,FALSE,1999-07-01,NA,NA,NA,99000779,Fayetteville Downtown,"Fayetteville Downtown Historic District, Cumberland, North Carolina"
12000799,MP,Fayetteville Veterans Administration Hospital Historic District,North Carolina,Cumberland,Fayetteville,2300 Ramsey St.,Listed,Multiple,FALSE,32,Architecture; Politics/Government; Health/Medicine,District,https://catalog.archives.gov/id/77835043,FALSE,FALSE,TRUE,FALSE,FALSE,2012-09-19,NA,Fayetteville Veterans Affairs Medical Center / CD0980,NA,12000799,Fayetteville Veterans Administration Hospital,"Fayetteville Veterans Administration Hospital Historic District, Cumberland, North Carolina"
07000296,NA,Haymount Historic District (Boundary Increase),North Carolina,Cumberland,Fayetteville,"100-200 blks Bradford Ave., 801 Hay St., 801, 802, 806 Arsenal Ave.",Listed,Multiple,FALSE,12,Architecture; Health/Medicine,District,https://catalog.archives.gov/id/47717583,FALSE,FALSE,FALSE,TRUE,FALSE,2007-04-10,NA,NA,NA,07000296,Haymount (Boundary Increase),"Haymount Historic District (Boundary Increase), Cumberland, North Carolina"
85001515,NA,Hope Mills Historic District,North Carolina,Cumberland,Hope Mills,"Roughly bounded by Seaboard Coastline RR tracks, Lakeview Rd., Little Creek and Cross St.",Listed,Single,FALSE,75,Industry; Commerce; Historic - Non-Aboriginal; Architecture,District,https://catalog.archives.gov/id/47719820,FALSE,FALSE,FALSE,TRUE,FALSE,1985-07-09,NA,NA,NA,85001515,Hope Mills,"Hope Mills Historic District, Cumberland, North Carolina"
90002152,NA,Pope Air Force Base Historic District,North Carolina,Cumberland,Fayetteville,"Bldgs. 300, 302, 306, and Old Family Housing Units",Listed,Multiple,FALSE,15.5,Economics; Military; Architecture,District,https://catalog.archives.gov/id/47717607,FALSE,TRUE,FALSE,FALSE,FALSE,1991-01-25,NA,Pope Air Force Base Depression-Era Contanment,NA,90002152,Pope Air Force Base,"Pope Air Force Base Historic District, Cumberland, North Carolina"
77000997,NA,Nags Head Beach Cottages Historic District,North Carolina,Dare,Nags Head,U.S. 158,Listed,Single,FALSE,2083,Entertainment/Recreation; Architecture; Social History,District,https://catalog.archives.gov/id/47719905,FALSE,TRUE,FALSE,FALSE,FALSE,1977-08-19,NA,Nags Head Beach Cottage Row Historic District,NA,77000997,Nags Head Beach Cottages,"Nags Head Beach Cottages Historic District, Dare, North Carolina"
07001371,NA,Erlanger Mill Village Historic District,North Carolina,Davidson,Lexington,"Roughly bounded by Winston Rd., Short, 7th, Hames, Second Rainbow, Park Circle, & Olympia Sts.",Listed,Single,FALSE,85,Industry; Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47719967,FALSE,FALSE,FALSE,TRUE,FALSE,2008-01-09,NA,NA,NA,07001371,Erlanger Mill Village,"Erlanger Mill Village Historic District, Davidson, North Carolina"
100003927,SG,Lexington Industrial Historic District,North Carolina,Davidson,Lexington,"Roughly bounded by E. First and S. Salisbury Sts., The North Carolina RR corridor, and Wennonah Cotton Mill village's W lot lines.",Listed,Single,FALSE,41.96,Architecture; Industry,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-05-15,NA,NA,NA,100003927,Lexington Industrial,"Lexington Industrial Historic District, Davidson, North Carolina"
07000350,NA,Lexington Residential Historic District,North Carolina,Davidson,Lexington,"Roughly bounded by State St., W. Fifth St., Martin St., Westside Dr., Southbound St., and W. Ninth Ave.",Listed,Single,FALSE,264,Architecture; Community Planning And Development; Art,District,https://catalog.archives.gov/id/47719945,FALSE,FALSE,FALSE,TRUE,FALSE,2007-04-19,NA,NA,NA,07000350,Lexington Residential,"Lexington Residential Historic District, Davidson, North Carolina"
100013053,SG,Lincoln Park Historic District,North Carolina,Davidson,Lexingtion,"Roughly bounded by South Talbert Blvd., Arthur Drive. and Booker",Listed,Single,FALSE,15.4,Community Planning And Development; Ethnic Heritage-Black,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2026-05-21,NA,NA,NA,100013053,Lincoln Park,"Lincoln Park Historic District, Davidson, North Carolina"
12000571,NA,Randolph Street Historic District,North Carolina,Davidson,Thomasville,"100-200 blk. of Randolph St., & 10 W. Colonial Dr.",Listed,Single,FALSE,14,Architecture; Transportation,District,https://catalog.archives.gov/id/47719953,FALSE,FALSE,FALSE,TRUE,FALSE,2012-08-28,NA,NA,NA,12000571,Randolph Street,"Randolph Street Historic District, Davidson, North Carolina"
06000688,NA,Salem Street Historic District,North Carolina,Davidson,Thomasville,"108-301 Salem St., 6-12 Forsyth St., and 6 Leonard St.",Listed,Single,FALSE,16.5,Architecture,District,https://catalog.archives.gov/id/47719933,FALSE,FALSE,FALSE,TRUE,FALSE,2006-08-09,NA,NA,NA,06000688,Salem Street,"Salem Street Historic District, Davidson, North Carolina"
05000940,NA,Thomasville Downtown Historic District,North Carolina,Davidson,Thomasville,"Roughly bounded by Main St., Trade St., Guilford St. and Commerce St.",Listed,Single,FALSE,27,Commerce; Politics/Government; Architecture; Transportation; Industry,District,https://catalog.archives.gov/id/47719957,FALSE,FALSE,FALSE,TRUE,FALSE,2005-09-01,NA,NA,NA,05000940,Thomasville Downtown,"Thomasville Downtown Historic District, Davidson, North Carolina"
96000570,NA,Uptown Lexington Historic District,North Carolina,Davidson,Lexington,Main St. from 3rd Ave. to 2nd St.,Listed,Single,FALSE,13.5,Politics/Government; Commerce; Architecture,District,https://catalog.archives.gov/id/47719943,FALSE,FALSE,FALSE,TRUE,FALSE,1996-05-16,NA,See Also:(Former) Davidson Co. Courthouse,NA,96000570,Uptown Lexington,"Uptown Lexington Historic District, Davidson, North Carolina"
88000165,NA,Yadkin College Historic District,North Carolina,Davidson,Yadkin College,N and S sides of SR 1194 W of SR 1436,Listed,Multiple,FALSE,125,Education; Architecture,District,https://catalog.archives.gov/id/47717671,FALSE,FALSE,TRUE,FALSE,FALSE,1988-02-25,NA,Yadkin College,NA,88000165,Yadkin College,"Yadkin College Historic District, Davidson, North Carolina"
14000704,NA,Cooleemee Mill Town Historic District,North Carolina,Davie,Cooleemee,"Roughly bounded by Marginal, Hickory, Center & Holt Sts., Neely & Pine Ridge Rds., S. Yadkin R.",Listed,Single,FALSE,433,Industry; Community Planning And Development; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2014-09-24,NA,DE0763,NA,14000704,Cooleemee Mill Town,"Cooleemee Mill Town Historic District, Davie, North Carolina"
90000821,NA,Downtown Mocksville Historic District,North Carolina,Davie,Mocksville,"Roughly Main St. from Water to Gaither Sts., including Town Square",Listed,Single,FALSE,6,Commerce; Politics/Government; Architecture,District,https://catalog.archives.gov/id/47719997,FALSE,FALSE,FALSE,TRUE,FALSE,1990-06-01,NA,See Also:Davie County Courthouse,NA,90000821,Downtown Mocksville,"Downtown Mocksville Historic District, Davie, North Carolina"
10001059,NA,Farmington Historic District,North Carolina,Davie,Farmington,"Farmington Rd, NC HWY 801 N, Cemetery Rd, Roland Rd, and Hartman Lane",Listed,Single,FALSE,324,Exploration/Settlement; Commerce; Agriculture; Architecture,District,https://catalog.archives.gov/id/47720003,FALSE,FALSE,FALSE,TRUE,FALSE,2010-12-27,NA,NA,NA,10001059,Farmington,"Farmington Historic District, Davie, North Carolina"
90000822,NA,North Main Street Historic District,North Carolina,Davie,Mocksville,Roughly Main St. from Church St. to Mocksville city limits,Listed,Single,FALSE,73,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47719999,FALSE,FALSE,FALSE,TRUE,FALSE,1990-06-01,NA,NA,NA,90000822,North Main Street,"North Main Street Historic District, Davie, North Carolina"
90000819,NA,Salisbury Street Historic District,North Carolina,Davie,Mocksville,Roughly Salisbury St. from Kelly St. to Lexington Rd.,Listed,Single,FALSE,17,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720001,FALSE,FALSE,FALSE,TRUE,FALSE,1990-06-01,NA,NA,NA,90000819,Salisbury Street,"Salisbury Street Historic District, Davie, North Carolina"
96001550,NA,Faison Historic District,North Carolina,Duplin,Faison,"Roughly bounded by College, Hill, Solomon, and Ellis Sts.",Listed,Multiple,FALSE,69,Commerce; Community Planning And Development; Architecture; Industry,District,https://catalog.archives.gov/id/47717695,FALSE,FALSE,FALSE,TRUE,FALSE,1997-01-02,NA,NA,NA,96001550,Faison,"Faison Historic District, Duplin, North Carolina"
75001256,NA,Kenansville Historic District,North Carolina,Duplin,Kenansville,Downtown area centered around Main St. and Limestone Rd. as far N as Hill St.,Listed,Single,FALSE,50,Architecture,District,https://catalog.archives.gov/id/47720015,FALSE,FALSE,TRUE,FALSE,FALSE,1975-03-13,NA,NA,NA,75001256,Kenansville,"Kenansville Historic District, Duplin, North Carolina"
03001271,NA,Kenansville Historic District (Boundary Decrease),North Carolina,Duplin,Kenansville,"NC 24, cic. of Bostic and Stokes Sts., Stokes St from S. Main St. to Seminary St.,",Listed,Single,FALSE,11.3,NA,District,https://catalog.archives.gov/id/47720017,FALSE,FALSE,FALSE,TRUE,FALSE,2003-12-09,NA,NA,NA,03001271,Kenansville (Boundary Decrease),"Kenansville Historic District (Boundary Decrease), Duplin, North Carolina"
95001179,NA,Wallace Commercial Historic District,North Carolina,Duplin,Wallace,"Roughly bounded by Southerland, College, Boney and Raleigh Sts.",Listed,Multiple,FALSE,17.3,Architecture; Community Planning And Development; Commerce,District,https://catalog.archives.gov/id/47717693,FALSE,FALSE,FALSE,TRUE,FALSE,1995-10-20,NA,NA,NA,95001179,Wallace Commercial,"Wallace Commercial Historic District, Duplin, North Carolina"
96001484,NA,Warsaw Historic District,North Carolina,Duplin,Warsaw,"Roughly bounded by former Atlantic Coastline RR right-of-way,N. and S. Front, Pollock, Frisco, Plank, and Railroad Sts.",Listed,Multiple,FALSE,30,Architecture; Commerce; Community Planning And Development,District,https://catalog.archives.gov/id/47717691,FALSE,FALSE,FALSE,TRUE,FALSE,1996-12-13,NA,NA,NA,96001484,Warsaw,"Warsaw Historic District, Duplin, North Carolina"
99001619,NA,Bright Leaf Historic District,North Carolina,Durham,Durham,"Roughly bounded by W. Peabody St., Duke St., Minerva Ave., N&W RR, Corporation St., Ligget St., Morris St. and W. Loop",Listed,Multiple,FALSE,34,Architecture; Industry,District,https://catalog.archives.gov/id/47717785,FALSE,TRUE,TRUE,TRUE,FALSE,1999-12-30,NA,NA,NA,99001619,Bright Leaf,"Bright Leaf Historic District, Durham, North Carolina"
10000631,NA,Burch Avenue Historic District,North Carolina,Durham,Durham,"Roughly bounded by S Buchanan Blvd, W Chapel Hill St, Duke University Rd, Burch Ave, and Rome Ave",Listed,Multiple,FALSE,36,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/47717775,FALSE,FALSE,FALSE,TRUE,FALSE,2010-09-03,NA,West End,NA,10000631,Burch Avenue,"Burch Avenue Historic District, Durham, North Carolina"
100003295,SG,College Heights Historic District,North Carolina,Durham,Durham,"Roughly bounded by Masondale &  Formosa Aves., Fayetteville, Cecil & Nelson Sts.",Listed,Single,FALSE,50,Architecture; Black; Ethnic Heritage; Community Planning And Development; Social History,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2019-01-28,NA,NA,NA,100003295,College Heights,"College Heights Historic District, Durham, North Carolina"
77000998,NA,Downtown Durham Historic District,North Carolina,Durham,Durham,"Roughly bounded by Peabody, Morgan, Seminary, Cleveland, Parrish, and Queen Sts.",Listed,Single,FALSE,71.5,Commerce; Architecture; Community Planning And Development; Entertainment/Recreation; Politics/Government,District,https://catalog.archives.gov/id/47720062,FALSE,FALSE,TRUE,FALSE,FALSE,1977-11-01,NA,NA,NA,77000998,Downtown Durham,"Downtown Durham Historic District, Durham, North Carolina"
85001793,NA,Durham Cotton Mills Village Historic District,North Carolina,Durham,Durham,"Roughly bounded by Byrd and Middle Sts., E. Frontage Rd. and Resevoir St.",Listed,Multiple,FALSE,5.9,Industry; Architecture,District,https://catalog.archives.gov/id/47717747,FALSE,FALSE,FALSE,TRUE,FALSE,1985-08-09,NA,NA,NA,85001793,Durham Cotton Mills Village,"Durham Cotton Mills Village Historic District, Durham, North Carolina"
04001393,NA,East Durham Historic District,North Carolina,Durham,Durham,"Roughly bounded by Southern Rwy right-of-way, N. Guthrie Ave. Holloway St., Hyde Park Ave, S. Plum St. and Vale St.",Listed,Multiple,FALSE,226,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47717777,FALSE,FALSE,FALSE,TRUE,FALSE,2004-12-23,NA,NA,NA,04001393,East Durham,"East Durham Historic District, Durham, North Carolina"
05001476,NA,Forest Hills Historic District,North Carolina,Durham,Durham,"Roughly bounded by Kent St., Bivins St., Wells St., American Tobacco Trail, Forestwood Dr. and Beverly Dr.",Listed,Multiple,FALSE,245,Community Planning And Development; Architecture; Landscape Architecture,District,https://catalog.archives.gov/id/47717779,FALSE,FALSE,FALSE,TRUE,FALSE,2005-12-28,NA,NA,NA,05001476,Forest Hills,"Forest Hills Historic District, Durham, North Carolina"
13000204,NA,Foster And West Geer Streets Historic District,North Carolina,Durham,Durham,"Bounded by W. Corporation, Madison & Washington Sts., Rigsbee Ave., N&SRR tracks, 724 & 733 Foster St.",Listed,Single,FALSE,28,Architecture; Entertainment/Recreation; Commerce,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2013-04-23,NA,NA,NA,13000204,Foster And West Geer Streets,"Foster And West Geer Streets Historic District, Durham, North Carolina"
85001791,NA,Golden Belt Historic District,North Carolina,Durham,Durham,"Roughly bounded by N & W RR, Taylor, Holman Sts., Morning Glory Ave. and Main St.",Listed,Multiple,FALSE,38.7,Religion; Architecture,District,https://catalog.archives.gov/id/47717743,FALSE,FALSE,FALSE,TRUE,FALSE,1985-08-09,NA,See Also:Golden Belt Historic District Boundary Increase,NA,85001791,Golden Belt,"Golden Belt Historic District, Durham, North Carolina"
96000816,NA,Golden Belt Historic District (Boundary Increase),North Carolina,Durham,Durham,1000--1004 E. Main St.,Listed,Single,FALSE,0.9,Architecture,Building,https://catalog.archives.gov/id/47717703,FALSE,FALSE,FALSE,TRUE,FALSE,1996-07-30,NA,See Also:Golden Belt Historic District,NA,96000816,Golden Belt (Boundary Increase),"Golden Belt Historic District (Boundary Increase), Durham, North Carolina"
09000263,NA,Holloway Street Historic District (Boundary Increase),North Carolina,Durham,Durham,"Roughly bounded by Holloway, Elizabeth, Primitive, and Queen Sts., and Mallard Ave.",Listed,Multiple,FALSE,28.7,Architecture,District,https://catalog.archives.gov/id/47717709,FALSE,FALSE,FALSE,TRUE,FALSE,2009-04-30,NA,NA,NA,09000263,Holloway Street (Boundary Increase),"Holloway Street Historic District (Boundary Increase), Durham, North Carolina"
09001105,NA,Hope Valley Historic District,North Carolina,Durham,Durham,"Avon Rd., Chelsea Circle, Cornwall Rd., Devon Rd. Exeter Way, Littlewoods Ln., Norwich Way, Stratford Rd.",Listed,Multiple,FALSE,300,Architecture; Community Planning And Development; Landscape Architecture,District,https://catalog.archives.gov/id/47717725,FALSE,FALSE,FALSE,TRUE,FALSE,2009-12-11,NA,NA,NA,09001105,Hope Valley,"Hope Valley Historic District, Durham, North Carolina"
03000340,NA,Lakewood Park Historic District,North Carolina,Durham,Durham,"1601-1907 W. Lakewood Ave., 2001-2112 Chapel Hill Rd., 1406-1601 James St. and 1809-1819 Bivins St.",Listed,Single,FALSE,28.7,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720078,FALSE,FALSE,FALSE,TRUE,FALSE,2003-05-01,NA,NA,NA,03000340,Lakewood Park,"Lakewood Park Historic District, Durham, North Carolina"
85001792,AD,Morehead Hill Historic District,North Carolina,Durham,Durham,803 & 807 Vickers Ave.,Listed,Add.doc.,FALSE,52.4,Industry; Community Planning And Development; Commerce; Architecture,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1985-08-09,NA,"See Also:Hill,John Sprunt,House;Greystone",NA,85001792,Morehead Hill,"Morehead Hill Historic District, Durham, North Carolina"
04000567,NA,Morehead Hill Historic District (Boundary Increase),North Carolina,Durham,Durham,"Includes portions of Arnette, Vickers, Yancey, Parker and Wells Sts.",Listed,Multiple,FALSE,43,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47717773,FALSE,FALSE,FALSE,TRUE,FALSE,2004-06-02,NA,NA,NA,04000567,Morehead Hill (Boundary Increase),"Morehead Hill Historic District (Boundary Increase), Durham, North Carolina"
85001782,NA,Pearl Mill Village Historic District,North Carolina,Durham,Durham,900 Blk. of Washington and Orient Sts. between Trinity and Dacien Aves.,Listed,Multiple,FALSE,6.3,Industry; Architecture,District,https://catalog.archives.gov/id/47717741,FALSE,FALSE,FALSE,TRUE,FALSE,1985-08-09,NA,NA,NA,85001782,Pearl Mill Village,"Pearl Mill Village Historic District, Durham, North Carolina"
10001093,NA,Stokesdale Historic District,North Carolina,Durham,Durham,"Roughly bounded by Fayetteville St, Umstead St, Lawson St, Moline St, Concord St, and Dunstan St",Listed,Multiple,FALSE,67,Architecture; Community Planning And Development; Black,District,https://catalog.archives.gov/id/47717723,FALSE,FALSE,FALSE,TRUE,FALSE,2010-12-28,NA,NA,NA,10001093,Stokesdale,"Stokesdale Historic District, Durham, North Carolina"
86000672,NA,Trinity Historic District,North Carolina,Durham,Durham,"Roughly bounded by Green, Duke, Morgan and W. Main Sts. and Markham Ave., and Clarendon St.",Listed,Multiple,FALSE,180.3,Community Planning And Development; Architecture; Social History,District,https://catalog.archives.gov/id/47717759,FALSE,FALSE,FALSE,TRUE,FALSE,1986-03-26,NA,See Also:Faculty Cottages;Bassett House;Cranford--Wannamaker,NA,86000672,Trinity,"Trinity Historic District, Durham, North Carolina"
07001372,NA,Trinity Historic District (Boundary Increase Ii),North Carolina,Durham,Durham,209-215 N Gregson St.,Listed,Multiple,FALSE,0.6,Community Planning And Development,District,https://catalog.archives.gov/id/47717771,FALSE,FALSE,FALSE,TRUE,FALSE,2008-01-09,NA,The Great A &amp; P Tea Co.; Servall Dry Cleaning &amp; Pressing; Earley B Ragland; Bob's Confectionary,NA,07001372,Trinity (Boundary Increase Ii),"Trinity Historic District (Boundary Increase Ii), Durham, North Carolina"
04000568,NA,Trinity Historic District (Boundary Increase),North Carolina,Durham,Durham,"Roughly bounded by Trinity Historic District, N. Buchanan Blvd., W. Club Blvd., Woodland Dr., and N. Duke St.",Listed,Multiple,FALSE,101,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/47717719,FALSE,FALSE,FALSE,TRUE,FALSE,2004-06-04,NA,NA,NA,04000568,Trinity (Boundary Increase),"Trinity Historic District (Boundary Increase), Durham, North Carolina"
01000427,NA,Watts-Hillandale Historic District,North Carolina,Durham,Durham,"Roughly bounded by Durham Waterworks, Wilson St., Sprunt Ave., Broad St., Englewood Ave., and Hillsborough Rd.",Listed,Multiple,FALSE,178,Architecture; Community Planning And Development,District,https://catalog.archives.gov/id/47717761,FALSE,FALSE,FALSE,TRUE,FALSE,2001-04-25,NA,Club Acres; Englewood,NA,01000427,Watts-Hillandale,"Watts-Hillandale Historic District, Durham, North Carolina"
86000680,NA,West Durham Historic District,North Carolina,Durham,Durham,"Roughly bounded by Knox, Ninth, W. Main Sts., and Rutherford St. and Carolina Ave.",Listed,Multiple,FALSE,89.4,Commerce; Architecture,District,https://catalog.archives.gov/id/47717715,FALSE,FALSE,TRUE,FALSE,FALSE,1986-03-26,NA,See Also:Erwin Cotton Mills Co. Mill No. 1 and Headquarters,NA,86000680,West Durham,"West Durham Historic District, Durham, North Carolina"
100010669,SG,West End Cemeteries Historic District,North Carolina,Durham,Durham,1000-1800 Morehead Avenue,Listed,Single,FALSE,26,Ethnic Heritage-Native American; Ethnic Heritage-Other-Ethnic; Social History; Art,District,NA,FALSE,FALSE,FALSE,TRUE,FALSE,2024-08-06,NA,"Fitzgerald Family Cemetery, Hebrew Cemetery, Henderson Family Cemetery, Maplewood Cemetery",NA,100010669,West End Cemeteries,"West End Cemeteries Historic District, Durham, North Carolina"
99001365,NA,Edgemont Historic District,North Carolina,Edgecombe,Rocky Mount,"500-800 blocks of Tarboro St, 600-800 blocks of Hill St. and S. side of 600-800 blocks of Sycamore St.",Listed,Single,FALSE,34.5,Community Planning And Development; Architecture,District,https://catalog.archives.gov/id/47720138,FALSE,FALSE,FALSE,TRUE,FALSE,1999-11-12,NA,NA,NA,99001365,Edgemont,"Edgemont Historic District, Edgecombe, North Carolina"
