system:index,impervious_surface,institution_type,name,.geo
00000000000000002163_0,100,Power Plant,Short Hills Mall,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.36422682413017,40.73962798210521]}"
00000000000000002164_0,0,Power Plant,Aurora Wind Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.09984003598741,48.4999106037846]}"
00000000000000002165_0,55,Power Plant,Delta Energy Park,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.65796194580675,42.6905493500427]}"
00000000000000002166_0,0,Power Plant,AC Power,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.93533350685034,40.04980516470945]}"
00000000000000002167_0,78,Power Plant,Becton Canaan,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.33496877338288,42.0098782487443]}"
00000000000000002168_0,0,Power Plant,Plainfield Solar 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.905084159696,41.678923678924306]}"
00000000000000002169_0,0,Power Plant,Partridge Hill Solar Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.9369872624201,42.11878894434124]}"
0000000000000000216a_0,8,Power Plant,Penny Hill Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.51307733579533,35.75891009561591]}"
0000000000000000216b_0,0,Power Plant,"Meeks Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.29116265245807,35.815490045828795]}"
0000000000000000216c_0,0,Power Plant,Crowned Ridge Wind II Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.93007484886589,45.00540048599585]}"
0000000000000000216d_0,0,Power Plant,"Strider Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.789876587173,35.60005202452631]}"
0000000000000000216e_0,0,Power Plant,Huntley,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.63416866013091,33.335570298521624]}"
0000000000000000216f_0,0,Power Plant,"Woodsdale Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.95013712409029,36.464036131095796]}"
00000000000000002170_0,0,Power Plant,Wagyu,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.65825923863433,29.242168489167426]}"
00000000000000002171_0,0,Power Plant,Mtn. Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.58598775600021,39.777526452640444]}"
00000000000000002172_0,0,Power Plant,Mtn. Solar 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.59037515323976,39.76674145367101]}"
00000000000000002173_0,54,Power Plant,CO LI CSG 1 - Kamerra,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.58332865061509,39.78496692394408]}"
00000000000000002174_0,12,Power Plant,Barneveld Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.17731022763742,43.251353034369]}"
00000000000000002176_0,97,Power Plant,Valero Wilmington Cogeneration Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23861919466164,33.77866157471288]}"
00000000000000002177_0,96,Power Plant,DG Amaze ACY1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.21628022517815,39.822972145547276]}"
00000000000000002178_0,0,Power Plant,Cerro Gordo Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.45359476526988,43.061177039505026]}"
00000000000000002179_0,87,Power Plant,Brass Mill Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.02467160886289,41.548888256837444]}"
0000000000000000217a_0,83,Power Plant,White Marsh Mall,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.46815819883965,39.37621040282488]}"
0000000000000000217b_0,99,Power Plant,Natick Mall,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.38417240382597,42.30101214807893]}"
0000000000000000217c_0,53,Power Plant,Grand Prix Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.72254008066484,41.21113764438655]}"
0000000000000000217d_0,86,Power Plant,100 Brook Hill Drive Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98281670628324,41.09294543110567]}"
0000000000000000217e_0,0,Power Plant,"Cottonwood Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.61450643418426,36.50804439564645]}"
0000000000000000217f_0,75,Power Plant,Parking Lot Array,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.51076088022144,39.141937358887056]}"
00000000000000002180_0,0,Power Plant,Chicot Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.34895238646945,33.47896362825266]}"
00000000000000002181_0,0,Power Plant,"232 Long Branch 29 Solar I, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.5597715396696,35.23230042257836]}"
00000000000000002182_0,100,Power Plant,Hobart & William Smith College Gates Rd.,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.05061445555376,42.86226646945178]}"
00000000000000002183_0,94,Power Plant,"Barrette Outdoor Living, Inc.","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.60017784535916,39.48777590654714]}"
00000000000000002184_0,35,Power Plant,"Harvest Beulaville, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.78413635687951,34.903831224114356]}"
00000000000000002185_0,0,Power Plant,Athos Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.35495410520787,33.75118490773721]}"
00000000000000002186_0,0,Power Plant,Garrett Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.40008784655437,42.15990369298168]}"
00000000000000002187_0,0,Power Plant,South Windsor Fuel Cell,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.61423548556618,41.81547388244766]}"
00000000000000002188_0,93,Power Plant,Alticor Inc - Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.99601566040265,33.87865931479385]}"
00000000000000002189_0,0,Power Plant,"Allium Community Solar Garden, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.72331641078941,45.399624295656295]}"
0000000000000000218a_0,0,Power Plant,"Aster Community Solar Garden, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.22954405167626,45.00829826841682]}"
0000000000000000218b_0,0,Power Plant,"Westport Community Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.90449503725806,44.93891099649391]}"
0000000000000000218c_0,0,Power Plant,"Marigold Community Solar Garden, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.61545847109477,44.19719883836352]}"
0000000000000000218d_0,0,Power Plant,"Honeysuckle Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.02716048860687,44.907580922941804]}"
0000000000000000218e_0,0,Power Plant,"Lantana Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.35798719019718,44.64596504151337]}"
0000000000000000218f_0,0,Power Plant,"Hyacinth Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.19917179861882,44.47401274299546]}"
00000000000000002190_0,0,Power Plant,"Coral Bells Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.89093795743155,45.47109767481573]}"
00000000000000002191_0,52,Power Plant,"Primrose Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.97937583430057,44.20538241756911]}"
00000000000000002192_0,0,Power Plant,"Kerria Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.20310752213776,44.795474607512816]}"
00000000000000002193_0,0,Power Plant,"Geranium Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.22966338576525,44.96462452955008]}"
00000000000000002194_0,0,Power Plant,"Bellflower Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.12742972470723,45.50729573825026]}"
00000000000000002195_0,0,Power Plant,"Iris Solar, LLC (MN)","{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.20971777823777,44.25363849369298]}"
00000000000000002196_0,0,Power Plant,Titan Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.4581172212082,31.70026166526081]}"
00000000000000002197_0,0,Power Plant,"Bingham Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.52804499519564,43.01206053638118]}"
00000000000000002198_0,0,Power Plant,"Temperance Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.52406523724062,41.75300982980106]}"
00000000000000002199_0,0,Power Plant,Bluefin Origination 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.82826082473024,38.73177464217542]}"
0000000000000000219a_0,0,Power Plant,Camp Atterbury Microgrid Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.02508184263054,39.3615972931232]}"
0000000000000000219b_0,53,Power Plant,Yorktown Battery Energy Storage Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.06853943474052,34.00472500529164]}"
0000000000000000219c_0,53,Power Plant,Cadillac Battery Energy Storage Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.06853943474052,34.00472500529164]}"
0000000000000000219d_0,0,Power Plant,"Diamond Spring, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.78062287927625,34.48734754771972]}"
0000000000000000219e_0,0,Power Plant,Juno Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-101.39115085123913,32.772793428719496]}"
0000000000000000219f_0,0,Power Plant,Aragorn Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-104.44233517164318,31.720116285514734]}"
000000000000000021a0_0,0,Power Plant,"Duus Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.33086513141131,45.318121007182114]}"
000000000000000021a1_0,0,Power Plant,"Firwood Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.25016439192201,45.34997413231703]}"
000000000000000021a2_0,0,Power Plant,"Aulander Hwy 42 Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.08523944963923,36.2486804384618]}"
000000000000000021a3_0,94,Power Plant,Campus Drive Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.88104728192957,40.056205542693625]}"
000000000000000021a4_0,0,Power Plant,HO Clarke Generating,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.45173386585009,29.64546186880562]}"
000000000000000021a5_0,32,Power Plant,"Sutton Solar 2, LLC CSG","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.69782875719604,42.102485214321874]}"
000000000000000021a6_0,0,Power Plant,"Lansing Renewables, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.56555970174412,42.59263397541866]}"
000000000000000021a7_0,18,Power Plant,"Granby Solar, LLC CSG","{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.522221264359,42.22711194095862]}"
000000000000000021a8_0,9,Power Plant,"Hales Mills Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.329354818655,43.018259687235414]}"
000000000000000021a9_0,0,Power Plant,"Owlville Creek Solar 2, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.77210905744474,43.07884414605144]}"
000000000000000021aa_0,0,Power Plant,"Owlville Creek Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.77977213121511,43.08746400925233]}"
000000000000000021ab_0,3,Power Plant,Galloway 2 Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.90304038888878,31.446311682622092]}"
000000000000000021ac_0,0,Power Plant,Starvation,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.14863946164562,43.502141949495496]}"
000000000000000021ad_0,58,Power Plant,"Scotch Bonnet Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.90814526440234,34.53839967630999]}"
000000000000000021ae_0,0,Power Plant,"Cubera Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.61017358241824,35.32991998686394]}"
000000000000000021af_0,85,Power Plant,"AOC, Capitol Power Plant","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.0074576244312,38.882682992803716]}"
000000000000000021b0_0,0,Power Plant,OE_AZ1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.65610015467388,33.776575531201715]}"
000000000000000021b1_0,17,Power Plant,OE_GA3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.14765563555203,31.196096002154107]}"
000000000000000021b2_0,0,Power Plant,Bluebell Solar II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-100.8250743930778,31.8880278829805]}"
000000000000000021b3_0,0,Power Plant,Gemini Solar Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.80614199854885,36.46791239729717]}"
000000000000000021b4_0,96,Power Plant,Allied Beverages Elizabeth,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.17511841349898,40.665722573112284]}"
000000000000000021b5_0,71,Power Plant,Ticket Network South Windsor,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.50747963407876,41.82165105672108]}"
000000000000000021b6_0,81,Power Plant,Chanel Piscataway Rooftop,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.48282818120481,40.55039270535672]}"
000000000000000021b7_0,36,Power Plant,Colonial Pipeline Allentown Chesterfield,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.65770924115978,40.15220849748377]}"
000000000000000021b8_0,37,Power Plant,Colonial Pipeline Woodbury West Deptford,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.1969495884147,39.817249575108235]}"
000000000000000021b9_0,14,Power Plant,Corbin Russwin Phase 3 Berlin,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.74076631115891,41.642353015767426]}"
000000000000000021ba_0,95,Power Plant,Medline Ind. Phase 2 Tracy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50899143245367,37.734801591162295]}"
000000000000000021bb_0,90,Power Plant,Niagara Bottling Stockton,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24887420544825,37.89478917885854]}"
000000000000000021bc_0,0,Power Plant,Soda Lake 3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.84994988315364,39.554626992527496]}"
000000000000000021bd_0,83,Power Plant,435A Bergen Avenue,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.13125999051405,40.75185212049946]}"
000000000000000021be_0,0,Power Plant,Strandness Garden,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.52984256496593,45.657247890676544]}"
000000000000000021bf_0,51,Power Plant,"GSPP Gilman, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.71429728503537,44.41475384366675]}"
000000000000000021c0_0,73,Power Plant,Riley Road LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.07823958397462,41.46917570343621]}"
000000000000000021c1_0,51,Power Plant,GSSP Schneider LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.29760243221533,45.5296273241564]}"
000000000000000021c2_0,0,Power Plant,Hope Solar Farm LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.60224048831817,42.72652581778383]}"
000000000000000021c3_0,0,Power Plant,Catlin Solar 1 LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.9539499101397,42.28605449176444]}"
000000000000000021c4_0,0,Power Plant,Saratoga Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90376159113626,43.07387456218139]}"
000000000000000021c5_0,0,Power Plant,CP Middletown Solar I LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.70699209509462,41.548796552171964]}"
000000000000000021c6_0,0,Power Plant,CP Middletown Solar II LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.70699209509462,41.548796552171964]}"
000000000000000021c7_0,0,Power Plant,Phelan Pinon Hills CSD Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.58290146355334,34.57645328092293]}"
000000000000000021c8_0,0,Power Plant,"ESA Hamlet NC , LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.67343894291987,34.879492812906896]}"
000000000000000021c9_0,0,Power Plant,Wapello Solar LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.17705833941964,41.153629207700476]}"
000000000000000021ca_0,0,Power Plant,Mtn. Solar 3 CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.61924988610029,40.280891281668346]}"
000000000000000021cb_0,29,Power Plant,Goodhue Community Solar One LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.64098248809468,44.29733049524733]}"
000000000000000021cc_0,10,Power Plant,"Railroad Solar Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.18506689566729,34.68059698943831]}"
000000000000000021cd_0,0,Power Plant,"ATOOD Solar IV, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.06113708610708,34.275215530785864]}"
000000000000000021ce_0,0,Power Plant,Bennington Wind,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.0852201569458,40.96039286221301]}"
000000000000000021cf_0,1,Power Plant,SCV Water - Gladbach Water Treatment Plant Phases I and II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.51086713556391,34.4334174308076]}"
000000000000000021d0_0,66,Power Plant,"Rancho Seco Solar II, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.11976778533645,38.34681677670931]}"
