system:index,impervious_surface,institution_type,name,.geo
00000000000000002097_0,0,Power Plant,Bedford Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.48086709840942,37.335046815610646]}"
00000000000000002098_0,0,Power Plant,Gamble Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.81720281999819,35.348366248007615]}"
00000000000000002099_0,1,Power Plant,Salisbury Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.42277282475888,35.63248308999078]}"
0000000000000000209a_0,0,Power Plant,Wadesboro Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.02905252202716,34.97379892868829]}"
0000000000000000209b_0,16,Power Plant,Tolson Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.61583570904041,35.829674601069534]}"
0000000000000000209e_0,0,Power Plant,Phelps 158 Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.16168006798401,36.44257928976073]}"
0000000000000000209f_0,3,Power Plant,Lebanon Solar Farm (MO),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.67049404295972,37.66773251191757]}"
000000000000000020a2_0,0,Power Plant,Armstrong Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.35646559517647,45.64222290041731]}"
000000000000000020a3_0,76,Power Plant,Marmas Solar CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.11710791293278,45.55612442900266]}"
000000000000000020a4_0,0,Power Plant,"CF Novel Solar CSG Gardens Two, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.8367951165028,43.84577199889193]}"
000000000000000020a5_0,0,Power Plant,"CF Novel Solar CSG Gardens Eleven, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.95987927264768,44.24008053026396]}"
000000000000000020a6_0,22,Power Plant,WasecaSun,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.3864307954334,44.05157055326177]}"
000000000000000020a7_0,0,Power Plant,Astoria Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.55956117581584,44.574954669720164]}"
000000000000000020a8_0,0,Power Plant,Brown County LFGTE Power Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.90285130098604,38.89508707632775]}"
000000000000000020af_0,95,Power Plant,Intel Folsom Phase 3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.16265852272835,38.64593805037787]}"
000000000000000020b0_0,80,Power Plant,AT&T Holger,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94465388604748,37.4176256547496]}"
000000000000000020b1_0,100,Power Plant,AT&T Anaheim,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.91680572674044,33.83633283228815]}"
000000000000000020b2_0,0,Power Plant,Big Timber Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.64905548487799,45.855333914266105]}"
000000000000000020b3_0,37,Power Plant,Boaz Farm Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.13432537557826,35.46778144866659]}"
000000000000000020b4_0,61,Power Plant,Bizzell Church Solar 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.17729248739514,35.544463769135525]}"
000000000000000020b5_0,0,Power Plant,Harvest Ridge Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.07246316258288,39.83197411537452]}"
000000000000000020b6_0,0,Power Plant,Onset East Community Solar Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.64460940773502,41.76584711296237]}"
000000000000000020b7_0,0,Power Plant,Onset West Community Solar Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.64460940773502,41.76584711296237]}"
000000000000000020b8_0,0,Power Plant,Columbus Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.58745438461874,31.866754882481708]}"
000000000000000020ba_0,0,Power Plant,"Eland Solar & Storage Center, Phase 1 Hy","{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.97694465174992,35.223700996677756]}"
000000000000000020bd_0,73,Power Plant,IKEA Miami 327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.38368245779017,25.79144410943104]}"
000000000000000020be_0,0,Power Plant,Taurus Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.69162918820949,44.95030643786813]}"
000000000000000020bf_0,40,Power Plant,Pegasus Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.12451442129057,45.4953995929549]}"
000000000000000020c0_0,14,Power Plant,Antares Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.62372842422471,44.22612484371359]}"
000000000000000020c1_0,43,Power Plant,Corvus Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.94402091211415,44.19138099522236]}"
000000000000000020c2_0,0,Power Plant,Capella Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.16125874077161,44.090124273302834]}"
000000000000000020c3_0,0,Power Plant,Carina Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.24122432778303,44.164621692114686]}"
000000000000000020c4_0,35,Power Plant,Caelum Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.93669903872113,45.66205789845939]}"
000000000000000020c5_0,0,Power Plant,Andromeda Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.03151016249643,44.90198337920666]}"
000000000000000020c6_0,37,Power Plant,Lyra Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.58568176098446,44.24027522271112]}"
000000000000000020c7_0,35,Power Plant,Argo Navis Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.77237783417146,45.25529578979254]}"
000000000000000020c8_0,0,Power Plant,Pfeffers,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.39373387994041,39.42754412012955]}"
000000000000000020c9_0,80,Power Plant,Boston Medical Center CHP Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.07430823125218,42.334614360855426]}"
000000000000000020ca_0,2,Power Plant,Century Drive Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.66881435302446,35.83787230610769]}"
000000000000000020cb_0,0,Power Plant,Shavano Falls Hydro,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.00224239238132,38.49210559661197]}"
000000000000000020cc_0,0,Power Plant,Shavano Falls Hydro Drop 4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.77680893338804,38.45057332891864]}"
000000000000000020cd_0,0,Power Plant,Drop 5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.8102579385796,38.40446806910201]}"
000000000000000020ce_0,0,Power Plant,IKEA Joliet Rooftop PV System,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.07004177793468,41.480072879279]}"
000000000000000020cf_0,87,Power Plant,IKEA Las Vegas 462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.28088420233237,36.06902728568688]}"
000000000000000020d0_0,0,Power Plant,"Barker Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.9284851584137,34.6356525135686]}"
000000000000000020d1_0,0,Power Plant,"231 Dixon 74 Solar I, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.4303566313528,35.24418449058199]}"
000000000000000020d2_0,0,Power Plant,"Mill Pond Solar Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.70138513339147,34.30698887168508]}"
000000000000000020d3_0,64,Power Plant,Pima Energy Storage System,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.99150132379067,32.25175395890827]}"
000000000000000020d4_0,84,Power Plant,Merck - Upper Gwynedd Solar Array,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.28294883381149,40.215364043586604]}"
000000000000000020d5_0,100,Power Plant,T0588 Phoenix - AZ,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.21766616265165,33.44725578977316]}"
000000000000000020d6_0,0,Power Plant,"OR Solar 2, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.78134038648747,42.541963601914155]}"
000000000000000020d7_0,70,Power Plant,"OR Solar 3, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41902773558051,42.022417645058646]}"
000000000000000020d8_0,0,Power Plant,Mount Signal Solar Farm V,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-115.56717946281411,32.6787903010089]}"
000000000000000020d9_0,1,Power Plant,"Lahr 1, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.42589306618596,45.431300566984866]}"
000000000000000020da_0,94,Power Plant,"AES ES Alamitos, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0997106620933,33.77022469250281]}"
000000000000000020db_0,0,Power Plant,Bandera Electric Coop PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.76234094432095,29.681157836217746]}"
000000000000000020dc_0,46,Power Plant,Onyx - Allen Harim,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.28874338784954,38.717370556552716]}"
000000000000000020dd_0,82,Power Plant,Green Island Hydroelectric Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.69022515538938,42.74823341484553]}"
000000000000000020de_0,59,Power Plant,Gulfport Naval Base CSG PV System,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.11930457710159,30.379920880783587]}"
000000000000000020df_0,52,Power Plant,Sacramento Regional County Sanitation PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46376435831165,38.44865649935534]}"
000000000000000020e0_0,0,Power Plant,Finger Lakes Solar I,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.04553694555018,42.8141328847838]}"
000000000000000020e1_0,95,Power Plant,IKEA Memphis 508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.79913925283645,35.189990632651735]}"
000000000000000020e2_0,0,Power Plant,Flat Top Wind I,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.60337614141785,31.684450423616198]}"
000000000000000020e3_0,81,Power Plant,GRP Madison Renewable Energy Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.19279528595386,34.040657920427506]}"
000000000000000020e4_0,3,Power Plant,Green Beanworks C PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.930980410715,34.59693808164387]}"
000000000000000020e5_0,0,Power Plant,Green Beanworks D PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.08202456953047,34.65506035100591]}"
000000000000000020e6_0,0,Power Plant,Head of U Canal Hydro Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.39589455452945,42.76286053653897]}"
000000000000000020e7_0,0,Power Plant,"Broadridge Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.9572977068779,34.522948277650585]}"
000000000000000020e8_0,0,Power Plant,"Kelly Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.44890206384952,36.39113224284529]}"
000000000000000020e9_0,0,Power Plant,"Spencer Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.40788259212088,35.71280626867324]}"
000000000000000020ea_0,49,Power Plant,Redbed Plains Wind Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.85385321405508,35.2908694426921]}"
000000000000000020eb_0,0,Power Plant,Golden Hills North Wind Energy Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.63031330093732,37.769281515649865]}"
000000000000000020ec_0,0,Power Plant,Chillicothe Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.53670841977578,39.788875602220074]}"
000000000000000020ed_0,89,Power Plant,"350 Clark Solar, NG, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.73025443447263,40.89422459063573]}"
000000000000000020fa_0,58,Power Plant,"433 Purchase Solar NG, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.19205294345451,41.80940001471475]}"
000000000000000020fb_0,100,Power Plant,New York Presbyterian Hospital- 68th Street,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.95393966315231,40.764419491883984]}"
000000000000000020fc_0,1,Power Plant,Tres City Power LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.00922857730855,28.785186580694212]}"
000000000000000020fd_0,75,Power Plant,"Tres Port Power, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.9453408583814,28.696282672761086]}"
000000000000000020fe_0,34,Power Plant,Old Wardour Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.03753865966976,42.237572213546876]}"
000000000000000020ff_0,66,Power Plant,Shuman Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.06610540970206,42.11495583612333]}"
00000000000000002100_0,34,Power Plant,Vuelta Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.03753865966976,42.237572213546876]}"
00000000000000002101_0,0,Power Plant,ACE-Stanton PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.18045880303224,28.477472563152233]}"
00000000000000002102_0,1,Power Plant,ACE-Stanton A PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.17425095962737,28.48457128672472]}"
00000000000000002103_0,86,Power Plant,Glopak Solar PV Power Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.3929445060663,40.57552031732369]}"
00000000000000002104_0,100,Power Plant,Westmont 300A,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.28894913272174,33.76601424393578]}"
00000000000000002105_0,95,Power Plant,USPS PV,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.25880530003391,33.97784705183155]}"
00000000000000002107_0,0,Power Plant,"Haywood Farm Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.9151377067482,35.34294849061979]}"
00000000000000002108_0,0,Power Plant,"Hood Farm Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.49696796321061,35.20510662041042]}"
00000000000000002109_0,14,Power Plant,"ZV Solar 2, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.19989660110294,34.81597754798722]}"
0000000000000000210a_0,0,Power Plant,"Innovative Solar 35, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.82501010200463,35.045988338164]}"
0000000000000000210b_0,0,Power Plant,"Innovative Solar 59, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.9791531358218,36.09467732962466]}"
0000000000000000210c_0,2,Power Plant,"Innovative Solar 60, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.99204006604744,36.09091925688559]}"
0000000000000000210d_0,3,Power Plant,Rock Falls Wind Farm LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.42719148098595,36.92706769574324]}"
0000000000000000210e_0,0,Power Plant,Stuttgart Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.43984723309343,34.43966858742373]}"
0000000000000000210f_0,0,Power Plant,Wolf Run Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.29931580164836,41.610838030650434]}"
00000000000000002110_0,1,Power Plant,Antelope Expansion 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.30921909193259,34.74486431918394]}"
00000000000000002111_0,1,Power Plant,Antelope DSR 3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.30411386264439,34.73675532555113]}"
00000000000000002112_0,8,Power Plant,Hurricane Creek Lift Station,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.18579456861652,39.587805154264366]}"
00000000000000002113_0,0,Power Plant,Kayenta Solar Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-110.26383188361778,36.77207077622915]}"
00000000000000002114_0,0,Power Plant,Thunder Ranch Wind Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.14492468300924,36.52195577985325]}"
00000000000000002115_0,0,Power Plant,Red Dirt Wind Project,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.7840581152069,36.050965868384495]}"
00000000000000002116_0,0,Power Plant,Biltmore Solar Fields,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.58851622065966,35.56118591648677]}"
00000000000000002117_0,0,Power Plant,Gray Hawk Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.89767785583331,35.363580598915426]}"
00000000000000002119_0,100,Power Plant,Wilson Solar Farm 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.90001909595632,35.700006191819796]}"
0000000000000000211a_0,32,Power Plant,Wilson Solar Farm 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.01615049715569,35.6829598973722]}"
0000000000000000211b_0,0,Power Plant,Wilson Solar Farm 3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.00006704011416,35.78007432715696]}"
0000000000000000211c_0,0,Power Plant,Wilson Solar Farm 4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.0001227173411,35.700143438115845]}"
0000000000000000211d_0,0,Power Plant,Wilson Solar Farm 5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.87007327172675,35.680093604235374]}"
0000000000000000211e_0,0,Power Plant,Wilson Solar Farm 6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.87007327172675,35.680093604235374]}"
0000000000000000211f_0,0,Power Plant,Wilson Solar Farm 7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.00009580967351,35.75006795040951]}"
00000000000000002120_0,54,Power Plant,Bear Creek Solar Center,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23708402587187,44.06082493440081]}"
00000000000000002121_0,52,Power Plant,APG Combined Heat and Power Plant,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.29928001758945,39.39741507075531]}"
00000000000000002122_0,30,Power Plant,"Bladenboro Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.8177997052756,34.547805976210654]}"
00000000000000002123_0,68,Power Plant,"Lux Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.42960083696184,35.24110658002734]}"
00000000000000002124_0,0,Power Plant,"Sun Farm V, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.48927806060048,36.16052690438672]}"
00000000000000002125_0,30,Power Plant,"Roxboro Solar Farm, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.62216898041426,36.326798757120486]}"
00000000000000002126_0,3,Power Plant,"River Bend Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.56532133040916,45.70386454592146]}"
00000000000000002127_0,44,Power Plant,"South Mills Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.63246407763478,45.730149220188416]}"
00000000000000002128_0,46,Power Plant,"Green Meadow Solar, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-112.0636819344396,46.69443650057263]}"
00000000000000002129_0,0,Power Plant,Jackson Solar Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.83002024828225,35.75003545077087]}"
0000000000000000212a_0,0,Power Plant,Farley Road Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.00017417121053,42.10002905587226]}"
0000000000000000212b_0,0,Power Plant,Belchertown Renewables Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.29985816372327,42.30010872073757]}"
0000000000000000212c_0,3,Power Plant,Theodore Drive Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.80004494722874,42.49993079150576]}"
0000000000000000212d_0,12,Power Plant,Upton Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.69981244368968,42.10009376757431]}"
0000000000000000212e_0,18,Power Plant,Pleasantdale Road Community Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.9869498151858,42.3222114581301]}"
0000000000000000212f_0,65,Power Plant,Bio-Rad,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.2738255012628,38.02253224895372]}"
00000000000000002130_0,0,Power Plant,Hopkinton Phase 2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.79127631038962,41.443248404350044]}"
00000000000000002131_0,0,Power Plant,Delilah Solar Energy LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.16354897775443,33.28439090730834]}"
00000000000000002132_0,0,Power Plant,Aero Haven Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.89470115730856,39.81973601084389]}"
00000000000000002133_0,0,Power Plant,ACCP NJ 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.67514421406618,40.926343013951765]}"
00000000000000002134_0,60,Power Plant,"Bergenmand Solar Partners, LLC Mahwah","{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.14992710281491,41.07896322115559]}"
00000000000000002135_0,0,Power Plant,VPPSA Project 10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.10000507471939,44.91671636024927]}"
00000000000000002136_0,0,Power Plant,CID Solar (CA),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.5670495984878,36.14077798930143]}"
00000000000000002137_0,0,Power Plant,Skookumchuck Wind Facility,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.6644457068483,46.85076323457742]}"
00000000000000002138_0,0,Power Plant,Rafael Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.00785166481116,44.85970938528406]}"
00000000000000002139_0,0,Power Plant,Case Creek Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.91192674776174,45.17212110039679]}"
0000000000000000213a_0,0,Power Plant,Kale Patch Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.903870894274,45.083059349179365]}"
0000000000000000213b_0,0,Power Plant,Aviator Wind,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-100.69732824253502,31.792589702869737]}"
0000000000000000213c_0,0,Power Plant,Samson Solar Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.19339422295448,33.25101542191477]}"
0000000000000000213d_0,0,Power Plant,Battle Creek Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.21425358063199,42.913376536503385]}"
0000000000000000213e_0,90,Power Plant,Sheridan School Corporation Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.21517631139665,40.14026865826431]}"
0000000000000000213f_0,0,Power Plant,Middleton Solar Park,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.99860162402776,42.58176715109888]}"
00000000000000002140_0,1,Power Plant,USS Dot Com Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.92682202639256,44.42234957903016]}"
00000000000000002141_0,9,Power Plant,USS B&B Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.00893259184122,44.41302261452001]}"
00000000000000002142_0,41,Power Plant,USS Water Town Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.58493461476571,44.19772457328078]}"
00000000000000002143_0,59,Power Plant,USS Water Fowl Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.16037845050738,44.90650877183926]}"
00000000000000002144_0,65,Power Plant,USS Water City Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.58045210678247,44.217834269907165]}"
00000000000000002145_0,26,Power Plant,USS Steamboat Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.98589099501204,44.41311857648889]}"
00000000000000002146_0,0,Power Plant,Impact Solar 1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.37087528673541,33.46787320874198]}"
00000000000000002147_0,40,Power Plant,Brightside,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.88941271256382,28.430937658807085]}"
00000000000000002148_0,0,Power Plant,NY 26 Carthage CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.61817145469168,43.95550578690174]}"
00000000000000002149_0,0,Power Plant,AGA TAG Solar IV LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.06453242022162,34.27356003237391]}"
0000000000000000214a_0,44,Power Plant,Manheim New Jersey,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.7061930307415,40.11358394702655]}"
0000000000000000214b_0,0,Power Plant,Knaggs Brothers Farm,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96921228265593,42.73029629376588]}"
0000000000000000214c_0,76,Power Plant,Woodbury Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.96759648610258,44.88187359843236]}"
0000000000000000214d_0,89,Power Plant,Brookfield Wire Company,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.12220413269719,42.21697391652021]}"
0000000000000000214e_0,0,Power Plant,Emerald Grove,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.35964145361443,31.093270801902964]}"
0000000000000000214f_0,0,Power Plant,O'Neill Creek Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.12882806960249,45.47206356292025]}"
00000000000000002150_0,100,Power Plant,Kings Plaza Total Energy Plant (TEP),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91995324877442,40.610052222711616]}"
00000000000000002151_0,0,Power Plant,Old Court Rd Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.83525806821837,39.34156327523579]}"
00000000000000002152_0,92,Power Plant,Willis Battery Storage,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.11840896932846,44.88785961636412]}"
00000000000000002153_0,0,Power Plant,Sherman Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.90197388345189,41.58306359167224]}"
00000000000000002154_0,0,Power Plant,Jackson Solar (CT),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-71.90391033066855,41.58288083453973]}"
00000000000000002155_0,0,Power Plant,Limelight Solar II LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.87806947876356,34.99383539260827]}"
00000000000000002156_0,0,Power Plant,ATOOD Solar III LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.04209161819335,34.99650640973674]}"
00000000000000002157_0,0,Power Plant,AGA TAG Solar III LLC,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.04209161819335,34.99650640973674]}"
00000000000000002158_0,0,Power Plant,Sydney Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.07824122457089,41.76840281154376]}"
00000000000000002159_0,0,Power Plant,Dickinson Solar (CT),"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.07928717324738,41.76970859351622]}"
0000000000000000215a_0,83,Power Plant,New River Clean Energy,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.16181313869318,37.815667163407525]}"
0000000000000000215b_0,0,Power Plant,Novel Debra Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.74957341284676,44.09402757773222]}"
0000000000000000215c_0,0,Power Plant,Novel Wayne Solar LLC CSG,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.74654466831022,44.10229942816187]}"
0000000000000000215d_0,24,Power Plant,"Lone Tree Wind, LLC","{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.60175618954858,41.20332228942039]}"
0000000000000000215e_0,0,Power Plant,Cannon Garden Solar,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.26933829088031,44.24411812203693]}"
0000000000000000215f_0,93,Power Plant,Francis Scott Key Mall,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.40959447342532,39.385943500117406]}"
00000000000000002160_0,77,Power Plant,Altamonte Mall,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.37822523551796,28.66629032012726]}"
00000000000000002161_0,5,Power Plant,2W Permian Solar Project Hybrid,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.52835292763532,32.11630430176099]}"
00000000000000002162_0,98,Power Plant,Pembroke Lakes Mall,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.30444390388361,26.010675090439886]}"
