name,institution_type,avg_rad,no2
South Oaks Hospital,Power Plant,32.861668,7.185339377468387e-5
Newgulf Cogen,Power Plant,3.9058332,9.560066328468342e-6
Snider Industries,Power Plant,7.748333,1.8126576069879647e-5
Imperial Savannah LP,Power Plant,69.534164,3.0687600579549274e-5
R E Badger Filtration Plant,Power Plant,3.8375,2.7126279870395333e-5
Linde Wilmington,Power Plant,80.636665,6.565577385026613e-5
Union Carbide Seadrift Cogen,Power Plant,136.66667,1.028783193465427e-5
Dow St Charles Operations,Power Plant,1449.6174,3.000639209568731e-5
Texas City Plant Union Carbide,Power Plant,97.50083,2.4540916899763457e-5
Bear Creek,Power Plant,0.37,1.3246996854378084e-5
Bear Creek,Power Plant,0.37,2.591883243409942e-5
International Paper Woronoco Mill,Power Plant,1.2525,3.471258274552501e-5
Berry Cogen,Power Plant,10.993333,2.35906570094523e-5
Emporia,Power Plant,7.284167,2.3204115047873023e-5
Union Falls,Power Plant,0.63666666,2.045742550758024e-5
Blackstone/Tupperware,Power Plant,6.7875,3.619335633532029e-5
Halifax,Power Plant,2,2.1096853628981204e-5
Halifax,Power Plant,2,1.7142216585252787e-5
Box Canyon Dam,Power Plant,0.725,1.8090083967278464e-5
Olsen,Power Plant,0.34916666,1.4815466665522788e-5
Columbus MS,Power Plant,57.869167,2.0248185102944653e-5
Cosmo Specialty Fibers Plant,Power Plant,12.921667,1.4449304908441111e-5
Nippon Dynawave Packaging Longview WA,Power Plant,46.610832,3.567134243350552e-5
International Paper Co. - New Bern Mill,Power Plant,70.045,2.7634630924982726e-5
Domtar Paper Co LLC Plymouth NC,Power Plant,45.515835,2.298470458088617e-5
Domtar Paper Company Rothschild,Power Plant,31.039999,2.9542828293712887e-5
IP Springfield Oregon,Power Plant,75.955,2.856525902400933e-5
International Paper Valliant OK,Power Plant,76.605,1.6285180122096604e-5
B Braun Medical,Power Plant,75.03167,3.6723172657340045e-5
"Multitrade Rabun Gap, LLC",Power Plant,4.7833333,1.918072970036745e-5
US Gypsum Oakfield,Power Plant,5.1491666,2.702413146730719e-5
Williams Ignacio Natural Gas Plant,Power Plant,25.1925,1.8458246950483136e-5
Vallecito Hydroelectric,Power Plant,0.5858333,1.607768207331511e-5
"NE Renewable Bethlehem, LLC",Power Plant,0.9075,1.9097013883654975e-5
Vulcan-BN Geothermal Power Company,Power Plant,58.3875,2.4711740661459913e-5
York County Resource Recovery,Power Plant,19.126667,3.194355892262512e-5
Watson Cogeneration,Power Plant,124.835,6.565577385026613e-5
Woodward Power Plant,Power Plant,1.18,3.23046359215214e-5
Frankenheimer Power Plant,Power Plant,0.8016667,3.61195141778347e-5
Nelson Creek,Power Plant,0.35333332,1.636799343102349e-5
Oxnard Wastewater Treatment Plant,Power Plant,32.71583,2.0732807932939647e-5
Regional Waste Systems,Power Plant,22.553333,2.189080658418084e-5
Rocky Brook Hydroelectric,Power Plant,0.49833333,2.459830575805144e-5
Texas Petrochemicals,Power Plant,113.190834,4.5823732494468115e-5
Robbins Lumber,Power Plant,4.5208335,1.7675676199621795e-5
San Dimas Wash Generating Station,Power Plant,20.88,8.311944672940443e-5
San Antonio Regional Hospital,Power Plant,54.126667,8.755554953334908e-5
Purdue University,Power Plant,63.48,3.90635577188156e-5
Tenet Hospital,Power Plant,125.7975,3.520402045330294e-5
Bucksport Generation LLC,Power Plant,3.9858334,2.2966841704056426e-5
International Paper Pensacola,Power Plant,11.819166,2.568823330257579e-5
Billerud Quinnesec Mill,Power Plant,45.073334,2.5970639968102336e-5
Sartell Dam,Power Plant,26.643333,2.9728913167266325e-5
KapStone Kraft Paper Corp,Power Plant,56.918335,1.882038961177603e-5
Corewell Health Dearborn Campus,Power Plant,49.506668,5.8290380046804735e-5
New Lahontan,Power Plant,0.9891667,1.542264347273711e-5
Redlands Water & Power,Power Plant,19.045834,1.6557812335324666e-5
Hewittville Hydroelectric,Power Plant,1.3041667,2.155419764595156e-5
Unionville Hydro Project 2499 NY,Power Plant,1.42,2.107688932958874e-5
ExxonMobil Santa Ynez Facility,Power Plant,0.755,2.1295886630619193e-5
Simplot Leasing Don Plant,Power Plant,49.306667,2.3988710923319337e-5
Park 500 Philip Morris USA,Power Plant,33.589165,3.3670204910181895e-5
Worumbo Hydro Station,Power Plant,4.9466667,1.740494660559527e-5
Archbald Power Station,Power Plant,9.4383335,1.8549491606712415e-5
Dahowa Hydro,Power Plant,1.4241667,2.475084291313688e-5
San Gorgonio Farms Wind Farm,Power Plant,1.52,3.126866324621802e-5
Lower Village Water Power Project,Power Plant,4.849167,2.3416133483739857e-5
SEMASS Resource Recovery,Power Plant,8.011666,2.798392788199636e-5
Bethpage Power Plant,Power Plant,66.005,7.246793287967831e-5
Wadham Energy LP,Power Plant,10.845,2.3228028296529083e-5
Packaging Corp of America,Power Plant,56.939167,2.734314355734856e-5
AltaGas Ripon Energy Inc.,Power Plant,59.711666,3.6658089142814224e-5
VESI Pomona,Power Plant,63.703335,8.233343143914109e-5
Shell Deer Park,Power Plant,133.67,4.5985283761983137e-5
Alpena Cement Plant,Power Plant,21.585833,2.2612353558957976e-5
University of Oklahoma,Power Plant,105.20416,2.133100945385598e-5
Utility Plants Section,Power Plant,81.65,-4.568235468446698e-6
Standby Generation Plant,Power Plant,39.108334,2.089955173589573e-5
Passaic Valley Water Commission,Power Plant,40.93,6.0213546462276865e-5
Pembroke Hydro,Power Plant,11.431666,2.618569215782568e-5
Chasm Hydro Partnership,Power Plant,0.61583334,2.629552147901623e-5
Bunge North America East LLC,Power Plant,15.6625,3.354119715720896e-5
Site 980 65,Power Plant,0.56416667,2.2183701132728327e-5
Marco Ranch,Power Plant,0.8283333,2.693463308957e-5
Newfound Hydroelectric,Power Plant,5.054167,1.8486540649443203e-5
Nalco,Power Plant,61.46,8.022106264433082e-5
West Point Treatment Plant,Power Plant,1.32,3.692917456478639e-5
Gay Robinson,Power Plant,0.55,5.817304042642523e-6
Mooseheart Power House,Power Plant,10.966666,6.707212807855515e-5
PCS Nitrogen Fertilizer LP,Power Plant,113.43,2.7636888721615005e-5
Forks of Butte Hydro Project,Power Plant,0.53999996,1.8562322917210217e-5
Rolfe Canal Hydro,Power Plant,6.5308332,2.77154229184605e-5
Nacimiento Hydro Project,Power Plant,0.39,1.727259893687657e-5
Penacook Lower Falls,Power Plant,3.0325,2.77154229184605e-5
Newport Hydro,Power Plant,4.5625,2.2197561932134235e-5
Sloss Industries Corp,Power Plant,10.558333,3.8236562706976986e-5
Little Wood Hydro Project,Power Plant,0.42833334,1.00136849102194e-5
Weeks Falls,Power Plant,0.7008333,2.4594013880987924e-5
Alice Falls Hydro Project,Power Plant,1.0833334,2.149058661983019e-5
Dry Creek Project,Power Plant,1.0008333,6.893403166165639e-6
Stillwater Hydro Electric Project,Power Plant,5.7941666,2.6150153279382255e-5
Capitol Heat and Power,Power Plant,73.558334,3.543584821440845e-5
Waupun Correctional Central Heating Plt,Power Plant,31.818333,3.5564871769411224e-5
UW Madison Charter Street Plant,Power Plant,69.386665,3.513738336305747e-5
Dartmouth College Heating Plant,Power Plant,19.093334,2.243070537801875e-5
Western Power & Steam Inc,Power Plant,19.613333,3.2904320061536385e-5
John Deere Dubuque Works,Power Plant,10.68,2.8149784564377096e-5
Cadillac Renewable Energy,Power Plant,12.6375,2.3754410811360607e-5
Rollinsford,Power Plant,4.6766667,2.181496399957809e-5
Unisea G 2,Power Plant,12.036667,1.4517050250061966e-5
Mulberry Cogeneration Facility,Power Plant,8.413333,2.8894856008737128e-5
Gaylord Container Bogalusa,Power Plant,24.098333,1.5435251792594245e-5
Alabama Pine Pulp,Power Plant,89.8,1.9949352259299636e-5
Welport Lease Project,Power Plant,18.621666,2.2303570402304027e-5
Dome Project,Power Plant,9.518333,2.303026675524896e-5
Los Angeles Refinery Wilmington,Power Plant,63.080833,4.948617614088317e-5
Nutrien Kenai Nitrogen Operations,Power Plant,11.015,7.409085593104608e-6
EDF Renewable Windfarm V Inc,Power Plant,0.71833336,3.083970703327449e-5
San Gorgonio Windplant WPP1993,Power Plant,1.075,2.9998216437760445e-5
Hewlett Packard Enterprise,Power Plant,38.520832,2.351176986179664e-5
Graniteville Enterprise Division,Power Plant,70.535835,3.1099605497931676e-5
Riverwood International Macon Mill,Power Plant,59.521667,2.9994249904087388e-5
Orlando Cogen LP,Power Plant,72.013336,4.352900285623951e-5
Mascoma Hydro,Power Plant,18.205,2.247091191280282e-5
Simplot Phosphates,Power Plant,82.1825,1.3499008232445117e-5
Sumas Power Plant,Power Plant,26.27,4.5267199660001e-5
Oroville Cogeneration LP,Power Plant,15.619166,2.61661050916858e-5
Domino Sugar Arabi Plant,Power Plant,42.84667,3.922758375705507e-5
WestRock (IL),Power Plant,24.965834,7.61926006881036e-5
Blind Canyon Hydro,Power Plant,0.7008333,2.264292047365537e-5
Seven Hills New Hampshire,Power Plant,3.4133334,2.244212509362975e-5
Sierra Pacific Sonora,Power Plant,19.015,2.2209957737084484e-5
Formosa Plastics,Power Plant,81.0925,2.6324752817515222e-5
Village Creek Water Reclamation Facility,Power Plant,16.705,4.1531537854525945e-5
Hoffer Plastics,Power Plant,23.895,6.117959536514804e-5
Horseshoe Bend Hydroelectric Co,Power Plant,0.56416667,1.5821955697651652e-5
Kankakee Hydro Facility,Power Plant,33.0225,4.911960195848685e-5
Southern Minnesota Beet Sugar,Power Plant,24.458334,3.203847381795628e-5
Sumpter Energy Associates,Power Plant,1.4341667,3.984616818756988e-5
Ferndale Generating Station,Power Plant,49.681667,3.704717291135937e-5
Hartwell Energy Facility,Power Plant,3.2483332,2.659761225952412e-5
Venice Resources Gas Recovery,Power Plant,1.0649999,2.4683154019904273e-5
Charter Dura-Bar,Power Plant,17.479166,4.101331978420287e-5
Sithe Independence Station,Power Plant,26.510834,1.8604681114258876e-5
Longfalls Facility,Power Plant,7.17,1.9720484463220548e-5
W&T Onshore Treating Facility (OTF),Power Plant,54.013332,1.898231631194672e-5
Spicer Meadow Project,Power Plant,0.39083335,8.903135568598564e-6
Collierville Powerhouse,Power Plant,1.975,1.5790693407716723e-5
Ingredion Incorporated,Power Plant,76.673330000000007,1.147491838515294e-4
Hazelton B Hydro,Power Plant,0.6433333,1.9379449440423705e-5
Longview Fibre,Power Plant,37.618336,3.545486430282111e-5
YKK USA Chestney,Power Plant,20.906666,2.584602639832512e-5
MM Yolo Power,Power Plant,1.9616667,3.26240283513613e-5
Bayville Central Facility,Power Plant,15.339167,3.5631880576792315e-5
Lochmere Hydroelectric Plant,Power Plant,1.9741666,1.9197793719222423e-5
Wappinger Falls Hydroelectric,Power Plant,11.930834,2.872987663147215e-5
Saranac Facility,Power Plant,17.404999,2.691440859744485e-5
Curtis Palmer Hydroelectric,Power Plant,11.781667,2.888772084784074e-5
Massena Energy Facility,Power Plant,26.630833,2.1834381949017524e-5
Batavia Power Plant,Power Plant,13.845833,2.614972321991733e-5
University of Arizona - Biosphere 2,Power Plant,0.98583335,1.368953254788666e-5
Warner Lambert,Power Plant,74.63917,3.309193007695942e-5
Pratt & Whitney,Power Plant,39.641666,6.176430909583191e-5
Ingredion Winston Salem,Power Plant,34.674168,3.0930230819545386e-5
"NE Renewable Fitchburg, LLC",Power Plant,4.4508333,3.3961609202631865e-5
Central District Wastewater Treat Plant,Power Plant,24.58,3.035134079932799e-5
South District Wastewater Treatment Plt,Power Plant,49.94,2.342539289221726e-5
Reworld Plymouth LLC,Power Plant,70.9125,3.845150447669605e-5
Okeelanta Cogeneration,Power Plant,34.5475,2.6980222015024416e-5
Phelps Dodge Refining,Power Plant,137.66417,4.359852929045382e-5
American Gypsum Cogeneration,Power Plant,12.193334,1.503002892868693e-5
St Nicholas Cogen Project,Power Plant,10.325833,2.4085371979696137e-5
JCO Oxides Olefins Plant,Power Plant,143.87,3.0042033136214277e-5
Johnsonburg Mill,Power Plant,36.833332,2.250825150148857e-5
Berlin Gorham,Power Plant,2.21,1.8150014401801065e-5
NAEA Lakewood LLC,Power Plant,24.586666,4.213692808681768e-5
Kalaeloa Cogen Plant,Power Plant,31.279167,1.3127902495597914e-5
TPC Windfarms LLC,Power Plant,2.8275,2.7030450482825173e-5
Kekawaka Power House,Power Plant,0.36416668,1.4148253377563286e-5
Schoolfield Dam,Power Plant,28.046667,2.295907689312326e-5
Westbrook Energy Center Power Plant,Power Plant,15.7425,2.2990176050959735e-5
International Paper Riegelwood Mill,Power Plant,67.34583,2.6330089288638563e-5
Pheasant Run Landfill Gas Recovery,Power Plant,2.68,4.9410876931111666e-5
Woodland Landfill Gas Recovery,Power Plant,17.264166,6.150408440969566e-5
Turnkey Landfill Gas Recovery,Power Plant,6.119167,2.4533303152885577e-5
Steamboat II,Power Plant,7.758333,1.6320262892122015e-5
Steamboat III,Power Plant,7.758333,1.6320262892122015e-5
Chino Mines,Power Plant,15.428333,1.098518768081592e-5
Falls River Hydro,Power Plant,0.57666665,1.702088372715262e-5
Ford Hydro LP,Power Plant,0.9916667,1.2682416193875472e-5
Spartanburg Water System,Power Plant,2.7833333,2.5352995164015183e-5
Oyster Creek Unit VIII,Power Plant,55.06333,1.1710084579812358e-5
CII Carbon LLC,Power Plant,65.89917,3.3525330856526965e-5
Sidney A Murray Jr Hydroelectric,Power Plant,1.7708334,1.6837815110244094e-5
Boulder City Lakewood Hydro,Power Plant,2.34,3.199097460543179e-5
Boulder City Betasso Hydro Plant,Power Plant,2.34,3.199097460543179e-5
Difwind Farms Ltd VI,Power Plant,59.329998,2.401155927028596e-5
Thundermist Hydro,Power Plant,24.861668,2.9239482641999414e-5
Heber Geothermal,Power Plant,12.386666,5.370048386614058e-5
Amalgamated Sugar LLC Nampa,Power Plant,41.825,3.336432842009233e-5
Lower Beaver Falls Project,Power Plant,9.979167,2.051253880842426e-5
Yuma Cogeneration Associates,Power Plant,18.233334,2.954379146936e-5
Metro Methane Recovery Facility,Power Plant,1.4475,2.903710129525249e-5
Alliant SBD 9205 A Y McDonald,Power Plant,42.030834,2.7752153740435623e-5
Alliant SBD 9201 Norplex,Power Plant,4.465833,2.4972883733222253e-5
Alliant SBD 9107 JBS USA,Power Plant,33.916668,2.8704881182218052e-5
Alliant SBD 8602 Marion Sub,Power Plant,24.845833,3.1929918976497864e-5
Alliant SBD 9106 Rockwell CR,Power Plant,98.755005,3.483790917823855e-5
Alliant SBD 9206 Donaldson,Power Plant,24.015,2.9461017562230168e-5
Alliant SBD 9203 Profol,Power Plant,19.4625,4.0364177933260785e-5
Warm Springs Power Enterprises,Power Plant,1.1608334,1.4631908906477906e-5
I 95 Landfill Phase II,Power Plant,6.1683335,3.684601931054006e-5
Ormesa II,Power Plant,6.67,3.201524333524807e-5
Taylor Draw Hydroelectric Facility,Power Plant,0.9841667,9.973804626791754e-6
Hendricks Regional Health,Power Plant,37.2575,3.579357908480819e-5
Freeport McMoRan,Power Plant,10.0825,1.1591170231414104e-5
Alliant SBD 9301 Prairie Farms,Power Plant,18.175833,3.014660481476671e-5
District 70 Transco Gas Pipe Line,Power Plant,0.8466667,2.2249212507748872e-5
Wheelabrator Falls,Power Plant,10.161667,5.82451874498112e-5
Goal Line LP,Power Plant,59.204166,2.4290361223154212e-05
Coram Tehachapi,Power Plant,0.5425,2.698765417214298e-5
Genesee Power Station LP,Power Plant,30.2075,2.7852390081330125e-5
International Paper Pine Hill Mill,Power Plant,46.608334,1.9965901700134386e-5
Lateral 10 Ventures,Power Plant,0.42166665,2.206275646057308e-5
Coopersville,Power Plant,6.0216665,3.4553643350876424e-5
Grand Blanc Generating Station,Power Plant,3.7341666,2.8028187170799005e-5
Wheelabrator Lisbon,Power Plant,7.4608335,3.7649440815014826e-5
Hermiston Generating Plant,Power Plant,32.04,2.6778341701053032e-5
WestRock Demopolis Mill,Power Plant,84.855835,1.879619258273135e-5
Live Oak Limited,Power Plant,2.5691667,2.8530882230624817e-5
NYU Langone Hospital- Brooklyn,Power Plant,94.254166,1.1212833472180384e-4
South Glens Falls Hydroelectric,Power Plant,32.779167,2.6705381625198703e-5
University of Iowa Main Power Plant,Power Plant,86.041664,3.328481572002288e-5
University of Illinois Abbott Power Plt,Power Plant,43.348335,3.469172716012462e-5
Seneca Energy,Power Plant,2.1641667,1.720604041569318e-5
Grays Ferry Cogeneration,Power Plant,93.636665,4.650911397845651e-5
Evanston Township High School,Power Plant,45.730835,6.0086661154373213e-5
Georgia-Pacific Brewton Mill,Power Plant,39.361668,2.4633377578563003e-5
CSL Behring LLC,Power Plant,101.28167,5.2116777533303774e-5
Storm Lake 1,Power Plant,0.7608333,2.8834649433501417e-5
Domino Sugar Baltimore,Power Plant,100.543335,5.471105564867549e-5
Saint Agnes Medical Center,Power Plant,38.546665,2.899667444144535e-5
Avalon Hydropower,Power Plant,1.045,2.3648991126413947e-5
Mead Coated Board,Power Plant,91.253334,2.6913668631256195e-5
Plymouth State College Cogeneration,Power Plant,18.225834,2.4578730558570027e-5
Milford Power LP,Power Plant,23.806667,2.5923811720233305e-5
New York University Central Plant,Power Plant,71.35083,8.747815628807685e-5
University of Washington Power Plant,Power Plant,52.865833,5.702674044273616e-5
Mile 28 Water Power Project,Power Plant,0.55333334,2.1584071848676628e-5
Shepherd Center,Power Plant,80.63917,4.057276822228654e-5
Riverwood 100 Building,Power Plant,111.44833,2.9862383359032913e-5
Johnson County,Power Plant,38.72,2.0655673756456735e-5
191 Peachtree Tower,Power Plant,251.34583,3.9344385108516475e-5
Smithfield Farmland Corp Bladen,Power Plant,89.85333,2.1440099867411644e-5
Wailuku River Hydroelectric,Power Plant,0.42833334,9.627499936539786e-6
Bristol Myers Squibb New Brunswick,Power Plant,30.476667,8.268783673690641e-5
Emory Decatur Hospital,Power Plant,88.58417,3.800819254058463e-5
Brandywine Power Facility,Power Plant,25.985832,3.7551144104653435e-5
Fort Greely Power Plant,Power Plant,40.133335,5.111993547453427e-6
Evonik Industries AG,Power Plant,25.184166,3.90635577188156e-5
Valdosta Water Treatment Plant,Power Plant,16.639166,2.3153025376644867e-5
Gordonsville Energy LP,Power Plant,6.3391666,2.2585050778114696e-5
Sun Trust Plaza,Power Plant,205.635,3.9344385108516475e-5
South Georgia Medical Center Inc,Power Plant,34.864166,2.405464929349662e-5
Cox Waste to Energy,Power Plant,32.3075,2.437944202707772e-5
MMSD Jones Island Wastewater,Power Plant,71.90667,4.322945639449935e-5
Sun Peak Generating Station,Power Plant,49.00083,4.5118066708897335e-5
Mars Snackfood US,Power Plant,65.340836,9.417143484299929e-5
Southwestern Bell Telephone,Power Plant,322.7425,5.4413799194717365e-5
Black Creek,Power Plant,0.56583333,3.1347735165535534e-5
Bassett Medical Center,Power Plant,9.21,1.8214898378888807e-5
Phoenix Hydro Project,Power Plant,10.635,2.336398754869995e-5
Neenah Paper Munising Mill,Power Plant,23.14,2.0325117241204917e-5
Atlanta Gift Mart LP,Power Plant,196.71,3.820390786572428e-5
Dunn Paper,Power Plant,1.7858334,2.141756111830755e-5
Kimberly Mill,Power Plant,26.628334,3.7275271386369335e-5
Presence Saint Mary of Nazareth Hospital,Power Plant,89.28083,7.949169100917313e-5
DSM Pharmaceuticals,Power Plant,21.361668,2.4676993865734237e-5
Peoples Generating Station,Power Plant,1.2075,2.7277189114075247e-5
Narrows (NC),Power Plant,1.3308333,2.9650163613757873e-5
Falls Hydro,Power Plant,0.8625,2.6459715835347973e-5
High Rock Hydro,Power Plant,1.5433334,3.245145882008675e-5
Tuckertown Hydro,Power Plant,1.875,2.6044464816284295e-5
Santeetlah,Power Plant,0.50166667,1.7533942435918022e-5
Cheoah,Power Plant,1.3458333,1.591656963488067e-5
Calderwood,Power Plant,0.94083333,1.9264125468348663e-5
Chilhowee,Power Plant,1.7541667,2.4291712074693943e-5
Adrian Energy Associates LLC,Power Plant,4.2400002,3.091082035116042e-5
Georgia Pacific Center,Power Plant,251.34583,3.9344385108516475e-5
Mass Inst Tech Cntrl Utilities/Cogen Plt,Power Plant,99.88333,7.673807305835998e-5
Enderlin,Power Plant,23.25,3.2229295317501945e-5
Tehachapi Wind Resource II,Power Plant,0.8958333,2.7471593923911847e-5
Brent Run Generating Station,Power Plant,3.9425,2.769096690240746e-5
Martinez Refining,Power Plant,58.541668,3.885039113949229e-5
Brooklyn Navy Yard Cogeneration,Power Plant,121.11583,1.1137873414493032e-4
Michigan Power LP,Power Plant,15.820833,2.7566972177124607e-5
Ergon Refining Vicksburg,Power Plant,62.59,1.6823789408234068e-5
Twin Bridges LFGTE,Power Plant,115.41667,3.579357908480819e-5
Prairie View I & II LFGTE,Power Plant,18.373333,3.854345556143053e-5
Grand Isle Gas Plant / Treating Station,Power Plant,8.7125,1.786664676969544e-5
Alliant SBD 9403 Aegon DC,Power Plant,50.533333,4.0364177933260785e-5
Ridgetop,Power Plant,0.58666664,2.698765417214298e-5
Mondelez Global LLC,Power Plant,51.6475,3.718627381685895e-5
Richard J Donovan Correctional Facility,Power Plant,79.89166,3.563367378646862e-5
Wellesley College Central Utility Plant,Power Plant,10.024167,4.120177476014231e-5
Univ of Oregon Central Power Station,Power Plant,54.9075,2.7816564637052303e-5
Monterey One Water,Power Plant,4.205,1.8477053907432615e-5
Hudson Falls Hydroelectric Project,Power Plant,5.445833,2.7129531825624928e-5
Deercroft I & II LFGTE,Power Plant,4.1641665,4.213960309678319e-5
Cargill Salt,Power Plant,43.0225,4.685596077036607e-5
"Phoenix Investors, LLC",Power Plant,4.7625,3.2253375610494e-5
Dixon Hydroelectric Dam,Power Plant,57.396667,3.641671333199325e-5
Sauder Power Plant,Power Plant,41.205833,3.499944051404744e-5
New Mexico State University,Power Plant,0.51,1.6037317272263657e-5
Big Spring Wind Power Facility,Power Plant,49.668335,2.104458322429604e-5
Ocean County Landfill,Power Plant,10.181666,4.24331266520728e-5
Salem Energy Systems LLC,Power Plant,1.5516667,2.7972785822088657e-5
Crestwood Dothan,Power Plant,11.088333,1.920854846798572e-5
Pine Tree Acres,Power Plant,6.7883334,3.217787929281715e-5
Indiana Harbor E 5 AC Station,Power Plant,113.995834,7.224817740324497e-5
Salton Sea Power Gen Co - Unit 4,Power Plant,63.695,2.4711740661459913e-5
Murphy-Brown LLC,Power Plant,1.86,2.941591260055293e-5
Thornwood High School,Power Plant,38.345,7.212891304074401e-5
Thornridge High School,Power Plant,56.541664,7.212891304074401e-5
Nashua Plant,Power Plant,3.3,3.437444502629596e-5
Montgomery Creek Hydro,Power Plant,0.34833333,1.8094359657524076e-5
LSP-Cottage Grove LP,Power Plant,25.092499,3.548271329989245e-5
Whitewater Generating Station,Power Plant,6.6208334,3.6405516902942624e-5
Greene Valley Gas Recovery,Power Plant,7.5275,9.086255500555166e-5
Sweeny Cogen Facility,Power Plant,129.79,2.153979699000683e-5
Dighton Power Plant,Power Plant,6.2166667,2.90489324001332e-5
Papillion Creek Wastewater,Power Plant,6.89,4.280667056753998e-5
De Pere Energy Center,Power Plant,64.645,3.463469281139399e-5
Androscoggin Energy Center,Power Plant,10.054167,2.3730698231628133e-5
Missouri River Wastewater Treatment,Power Plant,32.424168,5.1336671495512126e-5
Davenport Water Pollution Control Plant,Power Plant,28.784166,3.912299709156594e-5
University of Tennessee Steam Plant,Power Plant,100.125,2.9349372859986172e-5
Opryland USA,Power Plant,98.90583,3.3168057261028863e-5
Rio Bravo,Power Plant,23.536667,2.1004110386486472e-5
Mid-Georgia Cogeneration Facility,Power Plant,28.425001,2.1734182676469772e-5
Berkshire Power,Power Plant,11.599167,3.844474207135e-5
Bridgeport Energy Project,Power Plant,44.301666,4.230536153930699e-5
Cherokee County Cogen,Power Plant,10.611667,2.483598347284318e-5
Packaging Corp. of America Jackson Mill,Power Plant,65.67,1.7757648283600406e-5
Pasadena Cogeneration,Power Plant,180.52333,4.229910523737723e-5
Tiverton Power Plant,Power Plant,10.3125,2.6341122381997268e-5
Westlake Plaquemine,Power Plant,102.90417,2.611949794183752e-5
Jameson Gas Processing Plant,Power Plant,80.980835,1.4511450687810338e-5
Bridgeport Gas Processing Plant,Power Plant,14.735,2.3274433346256575e-5
Livingston Generating Facility,Power Plant,4.6925,3.814105391616514e-5
Tenaska Georgia Generation Facility,Power Plant,3.6516666,2.5587891349112583e-5
Tenaska Frontier Generation Station,Power Plant,7.4066668,1.0234236509145753e-5
Batesville Generation Facility,Power Plant,16.484167,2.271803629339808e-5
Black Hawk Station,Power Plant,122.57167,2.197839227883354e-5
Mustang Station,Power Plant,16.159166,2.198789956130603e-5
Heat Recovery Coke Facility,Power Plant,100.44334,7.224817740324497e-5
MPEA Energy Center,Power Plant,149.64166,7.601491201048877e-5
Maine Independence Station,Power Plant,13.57,2.517551738201736e-5
Lakeview Gas Recovery,Power Plant,10.586667,2.4251683245150455e-5
Pine Bluff Energy Center,Power Plant,61.876667,2.3808915407469583e-5
Red Hills Generating Facility,Power Plant,10.976666,1.574679849378999e-5
Desert Star Energy Center,Power Plant,9.660833,2.1858520882997728e-5
Millennium Power,Power Plant,9.2725,4.7777200017369624e-5
Brownsville Peaking Power,Power Plant,9.6725,2.8117951705326477e-5
Crockett Cogen Project,Power Plant,21.36,3.076186319677449e-5
Gregory Power Plant,Power Plant,25.936666,2.107628127293372e-5
Zeeland Generating Station,Power Plant,41.244167,3.84337965574983e-5
Dearborn Industrial Generation,Power Plant,93.548330000000007,6.547357978984557e-5
Taft Cogeneration Facility,Power Plant,107.15584,3.000639209568731e-5
Plummer Cogen,Power Plant,12.695833,1.9412861809266836e-5
Midlothian Energy Facility,Power Plant,71.95917,2.5154046315700383e-5
MM Taunton Energy,Power Plant,15.678333,2.8917664526879254e-5
MM San Diego-Miramar,Power Plant,13.819167,2.800183031542077e-5
Portside Energy,Power Plant,24.188334,5.716076215086265e-5
Lamar Power Project,Power Plant,38.82,1.94451987664317e-5
Frontera Energy Center,Power Plant,10.969167,2.0939347098041543e-5
Rumford Power LLC,Power Plant,6.113333,1.1709382043150327e-5
Kalamazoo River Generating Station,Power Plant,5.6475,2.7828053451397068e-5
Livingston Generating Station,Power Plant,7.3,2.260169407594093e-5
Klamath Cogeneration Plant,Power Plant,9.54,1.3174438226353768e-5
Rhode Island State Energy Center,Power Plant,23.116667,3.292487255649282e-5
MRP Rocky Road LLC,Power Plant,29.911667,5.7762390402929704e-5
Madison,Power Plant,13.4225,3.8580831773641425e-5
Vermillion Energy Facility,Power Plant,12.828333,3.8761966059150424e-5
Sutter Energy Center,Power Plant,8.223333,2.6520122121464088e-5
Rockingham County CT Station,Power Plant,10.205833,2.337080669217921e-5
RS Cogen,Power Plant,103.496666,4.097021405597307e-5
NAFTA Region Olefins Complex Cogen Fac,Power Plant,72.19833,3.0042033136214277e-5
Magic Valley Generating Station,Power Plant,30.389168,2.056878105726082e-5
Griffith Energy LLC,Power Plant,16.764166,1.6933879983119073e-5
Vansycle,Power Plant,0.5133333,1.6652982339316136e-5
Milford Power Project,Power Plant,19.5275,4.6274113360874864e-5
Manchief Electric Generating Station,Power Plant,7.2508335,2.063496735627229e-5
"Walton County Power, LLC",Power Plant,4.8058333,2.911069026958843e-5
Desert Basin,Power Plant,26.145,2.2376037338246218e-5
Kendall County Generation Facility,Power Plant,11.3325,7.401681353755911e-5
Tenaska Gateway Generating Station,Power Plant,19.715834,2.0712914623398673e-5
Thomson Reuters Campus Bldg A-D,Power Plant,41.101665,3.790554860566123e-5
Alliant Energy Neenah,Power Plant,28.114166,3.507338082759817e-5
Rio Nogales Power Project,Power Plant,45.329166,2.0047175453439263e-5
Walton Discover Power Facility,Power Plant,5.11,2.477261012688265e-5
Wolf Hollow I LP,Power Plant,29.942501,1.7046318534921204e-5
Hawk Road Facility,Power Plant,9.059999,2.5587891349112583e-5
Hays Energy Project,Power Plant,19.8,2.2609830895312575e-5
Green Country Energy LLC,Power Plant,9.140834,3.853389203695523e-5
