latitude,longitude,name,type,popup
39.769380004038,-105.044056030476,Elitch Theatre,NRHP-Listed Only,"<strong>Elitch Theatre</strong><br/>Denver, CO<br/>Listed: 3/21/78<br/>Type: NRHP-Listed Only"
39.740143883852,-104.975308582641,Ogden Theatre,NRHP-Listed Only,"<strong>Ogden Theatre</strong><br/>Denver, CO<br/>Listed: 8/31/95<br/>Type: NRHP-Listed Only"
39.776728376642,-105.043435182908,Oriental Theater,NRHP-Listed Only,"<strong>Oriental Theater</strong><br/>Denver, CO<br/>Listed: 9/26/97<br/>Type: NRHP-Listed Only"
39.744238317825,-104.990718376353,Paramount Theater,NRHP-Listed Only,"<strong>Paramount Theater</strong><br/>Denver, CO<br/>Listed: 11/21/80<br/>Type: NRHP-Listed Only"
39.740241293953,-105.180616626816,Colorado Amphitheater,NRHP-Listed Only,"<strong>Colorado Amphitheater</strong><br/>Golden, CO<br/>Listed: 5/20/93<br/>Type: NRHP-Listed Only"
40.36639,-105.560389,Moraine Park Museum and Amphitheater,NRHP-Listed Only,"<strong>Moraine Park Museum and Amphitheater</strong><br/>Estes Park, CO<br/>Listed: 6/15/05<br/>Type: NRHP-Listed Only"
40.375482673,-105.523332332039,Park Theatre,NRHP-Listed Only,"<strong>Park Theatre</strong><br/>Estes Park, CO<br/>Listed: 6/14/84<br/>Type: NRHP-Listed Only"
40.39540271248,-105.0741131835,Rialto Theater,LHAT Member Theater,"<strong>Rialto Theater</strong><br/>Loveland, CO<br/>Listed: 2/17/88<br/>Type: LHAT Member Theater"
40.51021447429,-106.828711240938,Perry-Mansfield School of Theatre and Dance,NRHP-Listed Only,"<strong>Perry-Mansfield School of Theatre and Dance</strong><br/>Steamboat Springs, CO<br/>Listed: 7/14/95<br/>Type: NRHP-Listed Only"
40.077362391202,-102.221703772536,Cliff Theater,NRHP-Listed Only,"<strong>Cliff Theater</strong><br/>Wray, CO<br/>Listed: 8/6/13<br/>Type: NRHP-Listed Only"
41.182371611326,-73.19120558593,Palace and Majestic Theaters,NRHP-Listed Only,"<strong>Palace and Majestic Theaters</strong><br/>Bridgeport, CT<br/>Listed: 12/14/79<br/>Type: NRHP-Listed Only"
41.801915039216,-73.120804723874,Warner Theatre,NRHP-Listed Only,"<strong>Warner Theatre</strong><br/>Torrington, CT<br/>Listed: 2/16/84<br/>Type: NRHP-Listed Only"
41.290439447058,-72.375509446662,Old Saybrook Town Hall and Theater,NRHP-Listed Only,"<strong>Old Saybrook Town Hall and Theater</strong><br/>Old Saybrook, CT<br/>Listed: 6/21/07<br/>Type: NRHP-Listed Only"
41.311882450856,-72.920566253793,Lincoln Theatre,NRHP-Listed Only,"<strong>Lincoln Theatre</strong><br/>New Haven, CT<br/>Listed: 3/1/84<br/>Type: NRHP-Listed Only"
41.555110277401,-73.038953930623,Palace Theater,NRHP-Listed Only,"<strong>Palace Theater</strong><br/>Waterbury, CT<br/>Listed: 6/30/83<br/>Type: NRHP-Listed Only"
39.743743659809,-75.548487443267,Masonic Hall and Grand Theater,NRHP-Listed Only,"<strong>Masonic Hall and Grand Theater</strong><br/>Wilmington, DE<br/>Listed: 12/11/72<br/>Type: NRHP-Listed Only"
39.664460170363,-75.657391936978,State Theater,NRHP-Listed Only,"<strong>State Theater</strong><br/>Newark, DE<br/>Listed: 2/24/83<br/>Type: NRHP-Listed Only"
38.591016642093,-75.291293270556,Ball Theatre,NRHP-Listed Only,"<strong>Ball Theatre</strong><br/>Millsboro, DE<br/>Listed: 9/13/18<br/>Type: NRHP-Listed Only"
38.900147422037,-76.987890556357,Atlas Theater and Shops,NRHP-Listed Only,"<strong>Atlas Theater and Shops</strong><br/>Washington, DC, NA<br/>Listed: 11/10/10<br/>Type: NRHP-Listed Only"
38.898308192798,-77.03363990273,Chase's Theater and Riggs Building,NRHP-Listed Only,"<strong>Chase's Theater and Riggs Building</strong><br/>Washington, NA<br/>Listed: 9/7/78<br/>Type: NRHP-Listed Only"
38.965284544493,-77.076298257837,Chevy Chase Theater,NRHP-Listed Only,"<strong>Chevy Chase Theater</strong><br/>Washington, NA<br/>Listed: 7/18/96<br/>Type: NRHP-Listed Only"
38.896745240268,-77.026005581499,Ford's Theatre National Historic Site,NRHP-Listed Only,"<strong>Ford's Theatre National Historic Site</strong><br/>Washington, NA<br/>Listed: 10/15/66<br/>Type: NRHP-Listed Only"
38.915287791246,-77.02109797719,Howard Theatre,NRHP-Listed Only,"<strong>Howard Theatre</strong><br/>Washington, NA<br/>Listed: 2/15/74<br/>Type: NRHP-Listed Only"
38.917405059988,-77.028988365563,Lincoln Theatre,NRHP-Listed Only,"<strong>Lincoln Theatre</strong><br/>Washington, NA<br/>Listed: 10/27/93<br/>Type: NRHP-Listed Only"
38.933820723991,-76.990833942308,Newton Theater,NRHP-Listed Only,"<strong>Newton Theater</strong><br/>Washington, NA<br/>Listed: 6/27/07<br/>Type: NRHP-Listed Only"
38.899942580098,-76.986170921934,Plymouth Theater,NRHP-Listed Only,"<strong>Plymouth Theater</strong><br/>Washington, NA<br/>Listed: 3/3/04<br/>Type: NRHP-Listed Only"
38.915781527253,-77.021733996003,Southern Aid Society-Dunbar Theater Building,NRHP-Listed Only,"<strong>Southern Aid Society-Dunbar Theater Building</strong><br/>Washington, NA<br/>Listed: 11/6/86<br/>Type: NRHP-Listed Only"
38.898088628844,-76.926034873783,Strand Theater,NRHP-Listed Only,"<strong>Strand Theater</strong><br/>Washington, DC., NA<br/>Listed: 11/25/08<br/>Type: NRHP-Listed Only"
38.930869581611,-77.032441206757,Tivoli Theater,NRHP-Listed Only,"<strong>Tivoli Theater</strong><br/>Washington, NA<br/>Listed: 4/10/85<br/>Type: NRHP-Listed Only"
38.934891889307,-77.058586290599,Uptown Theatre,NRHP-Listed Only,"<strong>Uptown Theatre</strong><br/>Washington, NA<br/>Listed: 12/15/22<br/>Type: NRHP-Listed Only"
28.355307513082,-80.725985514338,Aladdin Theater,NRHP-Listed Only,"<strong>Aladdin Theater</strong><br/>Cocoa, FL<br/>Listed: 10/17/91<br/>Type: NRHP-Listed Only"
30.326620792191,-81.656090692457,Florida Theater,NRHP-Listed Only,"<strong>Florida Theater</strong><br/>Jacksonville, FL<br/>Listed: 11/4/82<br/>Type: NRHP-Listed Only"
30.303526637286,-81.653318880896,Little Theatre,NRHP-Listed Only,"<strong>Little Theatre</strong><br/>Jacksonville, FL<br/>Listed: 7/12/91<br/>Type: NRHP-Listed Only"
