Ref#,Property Name,State,County,City,Street & Number,Area of Significance,Category of Property,Other Names,Property ID,Address
06001251,Lea Theater,NEW MEXICO,Lea,Lovington,106 E. Central St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,06001251,"106 E. Central St., Lovington, NEW MEXICO"
87002223,Chief Theater,NEW MEXICO,McKinley,Gallup,228 W. Coal Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,City Electric Shoe Shop,87002223,"228 W. Coal Ave., Gallup, NEW MEXICO"
87002221,El Morro Theater,NEW MEXICO,McKinley,Gallup,205--209 W. Coal Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,87002221,"205--209 W. Coal Ave., Gallup, NEW MEXICO"
88001565,Auditorium and Recreation Building,NEW MEXICO,Otero,Alamogordo,"1900 N. White Sands Blvd., NMSVH",ARCHITECTURE,BUILDING,NA,88001565,"1900 N. White Sands Blvd., NMSVH, Alamogordo, NEW MEXICO"
06001254,Odeon Theater,NEW MEXICO,Quay,Tucumcari,123 South Second St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,06001254,"123 South Second St., Tucumcari, NEW MEXICO"
80002568,"Ilfeld, Adele, Auditorium",NEW MEXICO,San Miguel,Las Vegas,New Mexico Highlands University campus,ARCHITECTURE,BUILDING,NA,80002568,"New Mexico Highlands University campus, Las Vegas, NEW MEXICO"
74001210,Garcia Opera House,NEW MEXICO,Socorro,Socorro,Terry Ave. and California St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,74001210,"Terry Ave. and California St., Socorro, NEW MEXICO"
87000651,Mountainair Municipal Auditorium,NEW MEXICO,Torrance,Mountainair,SW corner of Roosevelt Ave. and Beal St.,POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,Mountainair Community Building;Community Center,87000651,"SW corner of Roosevelt Ave. and Beal St., Mountainair, NEW MEXICO"
06001252,Luna Theater,NEW MEXICO,Union,Clayton,2-6 Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Mission Theatre,06001252,"2-6 Main St., Clayton, NEW MEXICO"
79003235,Palace Theatre,NEW YORK,Albany,Albany,19 Clinton Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Albany Civic Auditorium,79003235,"19 Clinton Ave., Albany, NEW YORK"
86002518,United Workers Cooperatives,NEW YORK,Bronx,New York,2700--2870 Bronx Park E,ARCHITECTURE; SOCIAL HISTORY,BUILDING,Allerton Coops;Coops,86002518,"2700--2870 Bronx Park E, New York, NEW YORK"
07001451,Binghamton Theatre,NEW YORK,Broome,Binghamton,236 Washington St.,ARCHITECTURE,BUILDING,Capri Theatre; The Forum,07001451,"236 Washington St., Binghamton, NEW YORK"
100008388,Cameo Theatre,NEW YORK,Broome,Binghamton,234 Robinson St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,100008388,"234 Robinson St., Binghamton, NEW YORK"
99001655,Goodwill Theatre,NEW YORK,Broome,Johnson City,36 Willow St.,SOCIAL HISTORY; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,99001655,"36 Willow St., Johnson City, NEW YORK"
94001333,Schine Auburn Theatre,NEW YORK,Cayuga,Auburn,12--14 South St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Auburn Theatre,94001333,"12--14 South St., Auburn, NEW YORK"
73001169,Earlville Opera House,NEW YORK,Chenango,Earlville,12-20 E. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Douglass Opera House,73001169,"12-20 E. Main St., Earlville, NEW YORK"
08000699,Smyrna Town Hall-Opera House,NEW YORK,Chenango,Smyrna,Academy St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,08000699,"Academy St., Smyrna, NEW YORK"
08000922,Strand Theater,NEW YORK,Clinton,Plattsburgh,25 Brinkerhoff St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,08000922,"25 Brinkerhoff St., Plattsburgh, NEW YORK"
100001623,Crandell Theatre,NEW YORK,Columbia,Chatham,46-48 Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Quirino's Crandell Theatre,100001623,"46-48 Main St., Chatham, NEW YORK"
06000254,Galli-Curci Theatre,NEW YORK,Delaware,Margaretville,801 Main St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; ARCHITECTURE,BUILDING,NA,06000254,"801 Main St., Margaretville, NEW YORK"
14001019,Maxbilt Theatre,NEW YORK,Delaware,Fleischmanns,932 Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,14001019,"932 Main St., Fleischmanns, NEW YORK"
77000939,Collingwood Opera House and Office Building,NEW YORK,Dutchess,Poughkeepsie,31--37 Market St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Bardavon,77000939,"31--37 Market St., Poughkeepsie, NEW YORK"
100010985,Sattler Theater,NEW YORK,Erie,Buffalo,512 Broadway,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Broadway Theater; Basil's Broadway,100010985,"512 Broadway, Buffalo, NEW YORK"
75001186,Shea's Buffalo Theater,NEW YORK,Erie,Buffalo,646 Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,The Buffalo Theater,75001186,"646 Main St., Buffalo, NEW YORK"
100006483,Loew’s Kameo Theater,NEW YORK,Kings,Brooklyn,530 Eastern Pkwy.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Cameo Theater; Philadelphia Sabbath Cathedral,100006483,"530 Eastern Pkwy., Brooklyn, NEW YORK"
12000534,Loew's Kings Theatre,NEW YORK,Kings,Brooklyn,1027 Flatbush Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,12000534,"1027 Flatbush Ave., Brooklyn, NEW YORK"
10000136,Parkway Theatre,NEW YORK,Kings,Brooklyn,1768 St. John's Pl.,ARCHITECTURE; PERFORMING ARTS; EUROPEAN; SOCIAL HISTORY,BUILDING,Rolland Theatre; Holy House of Prayer for all People,10000136,"1768 St. John's Pl., Brooklyn, NEW YORK"
06000884,Hall's Opera Block,NEW YORK,Livingston,Avon,15-19 Genesee St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Clark's Opera House; Avon Opera Block,06000884,"15-19 Genesee St., Avon, NEW YORK"
97000846,New Family Theater,NEW YORK,Livingston,Mount Morris,102 Main St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,97000846,"102 Main St., Mount Morris, NEW YORK"
100007212,Lawyers Cooperative Publishing Company Complex,NEW YORK,Monroe,Rochester,"52 and 28-50 Aqueduct, 40-50 East Broad, 38-46 Graves, and 11 Race Sts.",ARCHITECTURE; INDUSTRY,building,Aqueduct Building,100007212,"52 and 28-50 Aqueduct, 40-50 East Broad, 38-46 Graves, and 11 Race Sts., Rochester, NEW YORK"
85002860,Little Theatre,NEW YORK,Monroe,Rochester,240 East Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,85002860,"240 East Ave., Rochester, NEW YORK"
83004059,Apollo Theater,NEW YORK,New York,New York,253 W. 125th St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,83004059,"253 W. 125th St., New York, NEW YORK"
82001187,Beacon Theater and Hotel,NEW YORK,New York,New York,2124 Broadway,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,82001187,"2124 Broadway, New York, NEW YORK"
04001203,Biltmore Theater,NEW YORK,New York,New York,261-265 W. 47th St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,04001203,"261-265 W. 47th St., New York, NEW YORK"
80002671,Bouwerie Lane Theater,NEW YORK,New York,New York,330 Bowery St.,ARCHITECTURE,BUILDING,Bond Street Bank;German Exchange Bank,80002671,"330 Bowery St., New York, NEW YORK"
74001272,Henry Street Settlement and Neighborhood Playhouse,NEW YORK,New York,New York,263-267 Henry St. and 466 Grand St.,SOCIAL HISTORY,BUILDING,NA,74001272,"263-267 Henry St. and 466 Grand St., New York, NEW YORK"
16000780,Hudson Theatre,NEW YORK,New York,New York,139-141 W. 44th St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,16000780,"139-141 W. 44th St., New York, NEW YORK"
85002427,Louis N. Jaffe Art Theater Building (Additional Documentation),NEW YORK,New York,New York,189 Second Ave.,ARCHITECTURE; PERFORMING ARTS; SOCIAL HISTORY; ART,building,Yiddish Art Theatre; Yiddish Folks Theater; [Ludwig] Satz Folks Theater; Molly Picon’s Folks Theater; [Misha and Lucy] Germans’ Folks Theater; New York Art Troupe at the Yiddish Folks Theater; New Jewish Folk Theater; and more,85002427,"189 Second Ave., New York, NEW YORK"
85002423,Minton's Playhouse,NEW YORK,New York,New York,206--210 W. One Hundred Eighteenth St.,PERFORMING ARTS,BUILDING,NA,85002423,"206--210 W. One Hundred Eighteenth St., New York, NEW YORK"
80002664,New Amsterdam Theater,NEW YORK,New York,New York,214 W. 42nd St.,ART; ENGINEERING; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,"The New Amsterdam Theater,Rooftop Theater &amp; Aerial Gardens;T",80002664,"214 W. 42nd St., New York, NEW YORK"
70000424,New York Shakespeare Festival Public Theater,NEW YORK,New York,New York,425 Lafayette St.,ARCHITECTURE,BUILDING,Astor Library,70000424,"425 Lafayette St., New York, NEW YORK"
97001303,"Sullivan, Ed, Theater",NEW YORK,New York,New York,1697--1699 Broadway,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Hammerstein's Theater,97001303,"1697--1699 Broadway, New York, NEW YORK"
85002427,Yiddish Art Theatre,NEW YORK,New York,New York,189 Second Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,85002427,"189 Second Ave., New York, NEW YORK"
80002731,Riviera Theatre,NEW YORK,Niagara,North Tonawanda,27 Webster St.,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,80002731,"27 Webster St., North Tonawanda, NEW YORK"
76001255,Stanley Theater,NEW YORK,Oneida,Utica,259 Genesee St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,76001255,"259 Genesee St., Utica, NEW YORK"
100005466,Uptown Theatre,NEW YORK,Oneida,Utica,2014 Genesee St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,100005466,"2014 Genesee St., Utica, NEW YORK"
77000970,Loew's State Theater,NEW YORK,Onondaga,Syracuse,362--374 S. Salina St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Loew's Theater,77000970,"362--374 S. Salina St., Syracuse, NEW YORK"
02001454,Smith's Opera House,NEW YORK,Ontario,Geneva,82 Seneca St.,NA,BUILDING,NA,02001454,"82 Seneca St., Geneva, NEW YORK"
02000136,Paramount Theatre,NEW YORK,Orange,Middletown,South St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,02000136,"South St., Middletown, NEW YORK"
88001590,Oswego Theater,NEW YORK,Oswego,Oswego,138 W. Second St.,ARCHITECTURE,BUILDING,NA,88001590,"138 W. Second St., Oswego, NEW YORK"
02000555,Oneonta Theatre,NEW YORK,Otsego,Oneonta,47 Chestnut St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,02000555,"47 Chestnut St., Oneonta, NEW YORK"
82001260,RKO Keith's Theater,NEW YORK,Queens,New York,129-143 Northern Blvd.,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,82001260,"129-143 Northern Blvd., New York, NEW YORK"
79001623,Proctor's Theater,NEW YORK,Rensselaer,Troy,82 4th St.,ARCHITECTURE; COMMUNICATIONS; PERFORMING ARTS,BUILDING,NA,79001623,"82 4th St., Troy, NEW YORK"
83001788,Tappan Zee Playhouse,NEW YORK,Rockland,Nyack,20 S. Broadway,ARCHITECTURE; PERFORMING ARTS,BUILDING,Broadway Theater,83001788,"20 S. Broadway, Nyack, NEW YORK"
79003237,"Proctor, F. F., Theatre and Arcade",NEW YORK,Schenectady,Schenectady,432 State St.,ARCHITECTURE; COMMUNICATIONS; PERFORMING ARTS,BUILDING,NA,79003237,"432 State St., Schenectady, NEW YORK"
13000373,Cherry Grove Community House and Theatre,NEW YORK,Suffolk,Cherry Grove,180 Bayview Walk,SOCIAL HISTORY; PERFORMING ARTS; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,The Cherry Grove Playhouse; The Cherry Grove Theater,13000373,"180 Bayview Walk, Cherry Grove, NEW YORK"
88000052,Montauk Tennis Auditorium,NEW YORK,Suffolk,Montauk,Flamingon Ave. and Edjemere St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Montauk Playhouse,88000052,"Flamingon Ave. and Edjemere St., Montauk, NEW YORK"
01000170,Center Theatre,NEW YORK,Sullivan,Woodbourne,NY 52,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Woodbourne Theater,01000170,"NY 52, Woodbourne, NEW YORK"
01000043,Rialto Theatre,NEW YORK,Sullivan,Monticello,Broadway,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Miller and Washington Block,01000043,"Broadway, Monticello, NEW YORK"
00001691,Rivoli Theatre,NEW YORK,Sullivan,South Fallsburg,Jct. of NY 42 and Laurel Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,00001691,"Jct. of NY 42 and Laurel Ave., South Fallsburg, NEW YORK"
04000284,Shelburne Playhouse,NEW YORK,Sullivan,Ferndale,Upper Ferndale Rd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,04000284,"Upper Ferndale Rd., Ferndale, NEW YORK"
96000613,State Theater,NEW YORK,Tompkins,Ithaca,107--119 W. State St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,96000613,"107--119 W. State St., Ithaca, NEW YORK"
79001639,Community Theatre,NEW YORK,Ulster,Kingston,601 Broadway,ARCHITECTURE; PERFORMING ARTS,BUILDING,Broadway Theatre,79001639,"601 Broadway, Kingston, NEW YORK"
02000799,Marcella Sembrich Opera Museum,NEW YORK,Warren,Bolton Landing,4800 Lake Shore Dr.,PERFORMING ARTS; ENTERTAINMENT/RECREATION; ARCHITECTURE; EDUCATION,BUILDING,Marcella Sembrich Memorial Studio,02000799,"4800 Lake Shore Dr., Bolton Landing, NEW YORK"
84003426,Capitol Theater,NEW YORK,Westchester,Port Chester,147-151 Westchester Ave.,ARCHITECTURE,BUILDING,NA,84003426,"147-151 Westchester Ave., Port Chester, NEW YORK"
08001083,Proctor's Theater,NEW YORK,Westchester,Yonkers,53 S. Broadway,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Proctor's Palace; RKO Proctor's Theater,08001083,"53 S. Broadway, Yonkers, NEW YORK"
08001035,Sampson Theatre,NEW YORK,Yates,Penn Yan,130-136 E. Elm St.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,08001035,"130-136 E. Elm St., Penn Yan, NEW YORK"
100004322,Gem Theatre,NORTH CAROLINA,Cabarrus,Kannapolis,111 West 1st Street,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,100004322,"111 West 1st Street, Kannapolis, NORTH CAROLINA"
72000946,Masonic Temple and Theater,NORTH CAROLINA,Craven,New Bern,516 Hancock St.,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,"St. John's Lodge No. 3,A.F. &amp; A.M.",72000946,"516 Hancock St., New Bern, NORTH CAROLINA"
83001847,Carolina Theater,NORTH CAROLINA,Cumberland,Fayetteville,443 Hay St.,ARCHITECTURE,BUILDING,NA,83001847,"443 Hay St., Fayetteville, NORTH CAROLINA"
90002139,"Reynolds, Richard J., High School and Richard J. Reynolds Memorial Auditorium",NORTH CAROLINA,Forsyth,Winston-Salem,301 Hawthorne Rd.,EDUCATION; ARCHITECTURE,BUILDING,Reynolds High School and Reynolds Auditorium,90002139,"301 Hawthorne Rd., Winston-Salem, NORTH CAROLINA"
00000226,Colonial Theater,NORTH CAROLINA,Haywood,Canton,55-57 Park St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,00000226,"55-57 Park St., Canton, NORTH CAROLINA"
85001657,"Brown, C. S., School Auditorium",NORTH CAROLINA,Hertford,Winton,Off NC 45,EDUCATION; ARCHITECTURE,DISTRICT,Brown Hall,85001657,"Off NC 45, Winton, NORTH CAROLINA"
01001133,Clayton Graded School and Clayton Grammar School-Municipal Auditorium,NORTH CAROLINA,Johnston,Clayton,101 and 111 2nd St.,ARCHITECTURE; EDUCATION,BUILDING,Clayton Elementary School,01001133,"101 and 111 2nd St., Clayton, NORTH CAROLINA"
83001895,Temple Theatre,NORTH CAROLINA,Lee,Sanford,120 Carthage St.,OTHER; ARCHITECTURE,BUILDING,NA,83001895,"120 Carthage St., Sanford, NORTH CAROLINA"
100010678,Tobacco Growers Cooperative Association Warehouse,NORTH CAROLINA,Nash,Nashville,723 Barnes Street,AGRICULTURE,building,Nashville Building Supply,100010678,"723 Barnes Street, Nashville, NORTH CAROLINA"
71000605,Playmakers Theatre,NORTH CAROLINA,Orange,Chapel Hill,"Cameron Ave., University of North Carolina campus",ARCHITECTURE; PERFORMING ARTS,BUILDING,Smith Hall,71000605,"Cameron Ave., University of North Carolina campus, Chapel Hill, NORTH CAROLINA"
11000210,Sunset Theater,NORTH CAROLINA,Randolph,Asheboro,"232, 234, 236 Sunset Ave",ARCHITECTURE,BUILDING,NA,11000210,"232, 234, 236 Sunset Ave, Asheboro, NORTH CAROLINA"
81000426,Carolina Theatre,NORTH CAROLINA,Robeson,Lumberton,319 N. Chestnut St.,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,81000426,"319 N. Chestnut St., Lumberton, NORTH CAROLINA"
95000180,Opera House-Starnes Jewelers Building,NORTH CAROLINA,Stanly,Albemarle,127--133 W. Main St.,ARCHITECTURE; COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,NA,95000180,"127--133 W. Main St., Albemarle, NORTH CAROLINA"
10001195,Amphitheater and Fieldstone WPA Features at Valley City Pioneer Park,NORTH DAKOTA,Barnes,Valley City,SW of the intersection between 5th St and 8th Ave NW,ARCHITECTURE; LANDSCAPE ARCHITECTURE; CONSERVATION,OBJECT,Barnes County Pioneers Memorial Park Open-Air Theater,10001195,"SW of the intersection between 5th St and 8th Ave NW, Valley City, NORTH DAKOTA"
07001341,Valley City Municipal Auditorium,NORTH DAKOTA,Barnes,Valley City,320 Central Ave. S.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; ARCHITECTURE,BUILDING,City Auditorium,07001341,"320 Central Ave. S., Valley City, NORTH DAKOTA"
76001351,Bismarck Civic Auditorium,NORTH DAKOTA,Burleigh,Bismarck,201 N. 6th St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,City Auditorium,76001351,"201 N. 6th St., Bismarck, NORTH DAKOTA"
82001312,Fargo Theatre Building,NORTH DAKOTA,Cass,Fargo,314 Broadway,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,82001312,"314 Broadway, Fargo, NORTH DAKOTA"
98001341,Roxy Theatre,NORTH DAKOTA,Cavalier,Langdon,714 Third St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,32CV527,98001341,"714 Third St., Langdon, NORTH DAKOTA"
92000354,Ellendale Opera House Block,NORTH DAKOTA,Dickey,Ellendale,105--111 Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Ellendale Opera House,92000354,"105--111 Main St., Ellendale, NORTH DAKOTA"
90002191,Avalon Theater,NORTH DAKOTA,Grand Forks,Larimore,210 Towner Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,90002191,"210 Towner Ave., Larimore, NORTH DAKOTA"
100009452,Chester Fritz Auditorium,NORTH DAKOTA,Grand Forks,Grand Forks,3475 University Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION; PERFORMING ARTS; EDUCATION,building,The Fritz,100009452,"3475 University Ave., Grand Forks, NORTH DAKOTA"
99001048,Metropolitan Opera House,NORTH DAKOTA,Grand Forks,Grand Forks,116 S. Third St.,ENTERTAINMENT/RECREATION,BUILDING,32GF1268,99001048,"116 S. Third St., Grand Forks, NORTH DAKOTA"
100012309,Petersburg Auditorium,NORTH DAKOTA,Nelson,Petersburg,116 5th Street,ARCHITECTURE; SOCIAL HISTORY,building,Petersburg Village Auditorium; City Auditorium; Town Hall,100012309,"116 5th Street, Petersburg, NORTH DAKOTA"
10000266,Walla Theater,NORTH DAKOTA,Pembina,Walhalla,909 Central Ave,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,NA,10000266,"909 Central Ave, Walhalla, NORTH DAKOTA"
79003727,Lisbon Opera House,NORTH DAKOTA,Ransom,Lisbon,413 Main Ave.,COMMERCE; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,J. C. Penney Building,79003727,"413 Main Ave., Lisbon, NORTH DAKOTA"
77001029,Mystic Theatre,NORTH DAKOTA,Slope,Marmarth,Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Marmarth Theatre,77001029,"Main St., Marmarth, NORTH DAKOTA"
85002831,Delchar Theater,NORTH DAKOTA,Traill,Mayville,20 W. Main St.,ENTERTAINMENT/RECREATION,BUILDING,NA,85002831,"20 W. Main St., Mayville, NORTH DAKOTA"
13000863,Edinburg WPA Auditorium,NORTH DAKOTA,Walsh,Edinburg,67 Main St.,ARCHITECTURE; SOCIAL HISTORY; ENTERTAINMENT/RECREATION,BUILDING,Edinburg Community Hall; Edinburg General Store,13000863,"67 Main St., Edinburg, NORTH DAKOTA"
04000299,Strand Theatre,NORTH DAKOTA,Walsh,Grafton,618 Hill Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,"32 WA587;New Streand, Strand Twin Theatre, Deluxe Theatre; Strand Deluxe Theater",04000299,"618 Hill Ave., Grafton, NORTH DAKOTA"
78001997,Ray Opera House,NORTH DAKOTA,Williams,Ray,111 Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,Charlson`s Store,78001997,"111 Main St., Ray, NORTH DAKOTA"
82001866,Ohio Theatre,OHIO,Allen,Lima,122 W. North St.,ARCHITECTURE,BUILDING,Ohio Theatre 2-Fantasia Disco,82001866,"122 W. North St., Lima, OHIO"
96001618,City Hall and Opera House,OHIO,Ashland,Loudonville,156 N. Water St.,ARCHITECTURE,BUILDING,Village Hall and Opera House,96001618,"156 N. Water St., Loudonville, OHIO"
76001364,Hayesville Opera House,OHIO,Ashland,Hayesville,1 E. Main St.,ART; PERFORMING ARTS,BUILDING,NA,76001364,"1 E. Main St., Hayesville, OHIO"
78002007,Stuart's Opera House,OHIO,Athens,Nelsonville,Public Sq. and Washington St.,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,NA,78002007,"Public Sq. and Washington St., Nelsonville, OHIO"
00000799,Dixon-Globe Opera House-Robinson-Schwenn Building,OHIO,Butler,Hamilton,221 High St.,COMMERCE; ECONOMICS; ARCHITECTURE,BUILDING,NA,00000799,"221 High St., Hamilton, OHIO"
100006652,Homestead Theatre Block,OHIO,Cuyahoga,Lakewood,11794-11816 Detroit Ave.,ENTERTAINMENT/RECREATION,building,Highland Studio; Phantasy Theater Complex,100006652,"11794-11816 Detroit Ave., Lakewood, OHIO"
11000365,LaSalle Theater Building,OHIO,Cuyahoga,Cleveland,819-829 E. 185th St.,ARCHITECTURE,BUILDING,NA,11000365,"819-829 E. 185th St., Cleveland, OHIO"
13000389,"Mayfield Theatre Building, The",OHIO,Cuyahoga,Cleveland,12300 Mayfield Rd.,ENTERTAINMENT/RECREATION,BUILDING,Matfield Art Theatre; Old Mayfield Theatre; New MayField Repertory Cinema,13000389,"12300 Mayfield Rd., Cleveland, OHIO"
11000670,Moreland Theater Building,OHIO,Cuyahoga,Cleveland,11810-11824 Buckeye Rd.,ARCHITECTURE; ENTERTAINMENT/RECREATION; EUROPEAN,BUILDING,NA,11000670,"11810-11824 Buckeye Rd., Cleveland, OHIO"
78002041,Playhouse Square Group,OHIO,Cuyahoga,Cleveland,"2067 E. 14th St.; 1422, 1501, 1515, 1621 Euclid Ave.",ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,78002041,"2067 E. 14th St.; 1422, 1501, 1515, 1621 Euclid Ave., Cleveland, OHIO"
82003559,Variety Store Building and Theatre,OHIO,Cuyahoga,Cleveland,11801-11825 Lorain Ave.,COMMERCE; ARCHITECTURE,BUILDING,NA,82003559,"11801-11825 Lorain Ave., Cleveland, OHIO"
82001435,Schine State Theatre,OHIO,Erie,Sandusky,101-109 Columbus Ave.,ARCHITECTURE,BUILDING,State Theatre,82001435,"101-109 Columbus Ave., Sandusky, OHIO"
75001398,American Insurance Union Citadel (Palace Theatre Amendment),OHIO,Franklin,Columbus,34 W. Broad St.,ARCHITECTURE,building,Leveque-Lincoln Tower; Keith-Albee Palace Theatre; Palace Theatre,75001398,"34 W. Broad St., Columbus, OHIO"
15000322,Drexel Theater,OHIO,Franklin,Bexley,2254 E. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Drexel Theatre,15000322,"2254 E. Main St., Bexley, OHIO"
