Ref#,Property Name,State,County,City,Street & Number,Area of Significance,Category of Property,Other Names,Property ID,Address
98001504,Greenfield Opera House Building,MISSOURI,Dade,Greenfield,Jct. of Water and Allison Sts.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Greenfield Opry House,98001504,"Jct. of Water and Allison Sts., Greenfield, MISSOURI"
02000472,Opera Hall Block,MISSOURI,Gentry,King City,101-03 W. Vermont/101-03 S. Connecticut,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Farmers State Bank; Citizens National Bank Building,02000472,"101-03 W. Vermont/101-03 S. Connecticut, King City, MISSOURI"
91000887,Gillioz Theater,MISSOURI,Greene,Springfield,325 Park Central E.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,91000887,"325 Park Central E., Springfield, MISSOURI"
77000806,Landers Theater,MISSOURI,Greene,Springfield,311 E. Walnut,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,77000806,"311 E. Walnut, Springfield, MISSOURI"
100012640,Englewood Theatre,MISSOURI,Jackson,Independence,10917 E. Winner Rd.,ARCHITECTURE,building,KC Opry,100012640,"10917 E. Winner Rd., Independence, MISSOURI"
05001327,Insurance Building-Consumers Cooperative Association Building,MISSOURI,Jackson,Kansas City,318-320 E. 10th St.,COMMERCE; ARCHITECTURE,BUILDING,Spalding's Commercial College; CO-OP Building,05001327,"318-320 E. 10th St., Kansas City, MISSOURI"
77000808,Loew's Midland Theater-Midland Building,MISSOURI,Jackson,Kansas City,1232--1234 Main St. and 1221--1233 Baltimore Ave.,COMMERCE; ART; ENGINEERING; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Midland Theater;Midland Office Building,77000808,"1232--1234 Main St. and 1221--1233 Baltimore Ave., Kansas City, MISSOURI"
07000043,Mainstreet Theatre,MISSOURI,Jackson,Kansas City,1400 Main St.,ARCHITECTURE,BUILDING,Junior Orpheum Theatre,07000043,"1400 Main St., Kansas City, MISSOURI"
74001074,Standard Theatre,MISSOURI,Jackson,Kansas City,300 W. 12th St.,ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,"Century Theatre, Shubert's Missouri, Folly Theater",74001074,"300 W. 12th St., Kansas City, MISSOURI"
79001374,Uptown Building and Theatre,MISSOURI,Jackson,Kansas City,3700--3712 Broadway,COMMERCE; ART; SOCIAL HISTORY; INVENTION; PERFORMING ARTS,BUILDING,"The Uptown, Uptown Theatre Building",79001374,"3700--3712 Broadway, Kansas City, MISSOURI"
90001100,Fox Theater,MISSOURI,Jasper,Joplin,415 S. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Central Assembly Christian Life Center,90001100,"415 S. Main St., Joplin, MISSOURI"
100009101,Uptown Theatre,MISSOURI,Linn,Marceline,104 North Main St. U.S.A. (North Kansas Ave.),ARCHITECTURE; ENTERTAINMENT/RECREATION,building,Dickinson Theatre; Cantwell Theatre,100009101,"104 North Main St. U.S.A. (North Kansas Ave.), Marceline, MISSOURI"
100004271,McCutchen Theatre,MISSOURI,Mississippi,Charleston,106 E. Commercial St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,100004271,"106 E. Commercial St., Charleston, MISSOURI"
04000214,Finke Opera House,MISSOURI,Moniteau,California,312 N. High St.,ENTERTAINMENT/RECREATION,BUILDING,Ritz Theatre,04000214,"312 N. High St., California, MISSOURI"
91001407,Bois d'Arc Cooperative Dairy Farm Historic District,MISSOURI,Pettis,Hughesville,MO J near jct. with Bois d'Arc Rd.,AGRICULTURE; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,NA,91001407,"MO J near jct. with Bois d'Arc Rd., Hughesville, MISSOURI"
91001399,Hillview Cooperative Dairy Farm Historic District,MISSOURI,Pettis,Hughesville,Jct. of MO T and Hillview Rd.,AGRICULTURE; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,NA,91001399,"Jct. of MO T and Hillview Rd., Hughesville, MISSOURI"
06001134,Community Theater,MISSOURI,Phelps,Newburg,117 First St.,ENTERTAINMENT/RECREATION,BUILDING,Lyric Theater; Newburg Theater; Regional Opera Company,06001134,"117 First St., Newburg, MISSOURI"
100007361,Moberly Municipal Auditorium,MISSOURI,Randolph,Moberly,201-299 West Rollins St.,ARCHITECTURE,building,NA,100007361,"201-299 West Rollins St., Moberly, MISSOURI"
82003158,Dougherty Auditorium,MISSOURI,Ray,Richmond,203 W. Main St.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Farris Theater,82003158,"203 W. Main St., Richmond, MISSOURI"
83001039,Ambassador Theater Building,MISSOURI,St. Louis,St. Louis (Independent City),411 N. 7th St.,ARCHITECTURE,BUILDING,NA,83001039,"411 N. 7th St., St. Louis (Independent City), MISSOURI"
85000617,American Theater,MISSOURI,St. Louis,St. Louis (Independent City),416 N. 9th St.,ARCHITECTURE,BUILDING,NA,85000617,"416 N. 9th St., St. Louis (Independent City), MISSOURI"
05000811,Beverly Theater,MISSOURI,St. Louis,University City,7740 Olive Blvd.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NA,05000811,"7740 Olive Blvd., University City, MISSOURI"
76002261,Fox Theater,MISSOURI,St. Louis,St. Louis (Independent City),527 N. Grand Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,76002261,"527 N. Grand Blvd., St. Louis (Independent City), MISSOURI"
00000016,Kiel Opera House,MISSOURI,St. Louis,St. Louis (Independent City),1400 Market St.,PERFORMING ARTS; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,Municipal Auditorium; Kiel Center,00000016,"1400 Market St., St. Louis (Independent City), MISSOURI"
01000545,St. Louis Theatre,MISSOURI,St. Louis,St. Louis (Independent City),718 N. Grand Blvd.,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Powell Symphony Hall,01000545,"718 N. Grand Blvd., St. Louis (Independent City), MISSOURI"
87001217,Bridger Opera House,MONTANA,Carbon,Bridger,E. Broadway,ARCHITECTURE; SOCIAL HISTORY,BUILDING,VFW Hall,87001217,"E. Broadway, Bridger, MONTANA"
92001779,Fromberg Opera House,MONTANA,Carbon,Fromberg,Jct. of Harley Ave. and C St.,ENTERTAINMENT/RECREATION,BUILDING,American Legion Hall,92001779,"Jct. of Harley Ave. and C St., Fromberg, MONTANA"
92001778,IOOF Hall and Fromberg Co-operative Mercantile Building,MONTANA,Carbon,Fromberg,123 W. River St.,COMMERCE; EXPLORATION/SETTLEMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,NA,92001778,"123 W. River St., Fromberg, MONTANA"
82003162,Washoe Theater,MONTANA,Deer Lodge,Anaconda,305 Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,82003162,"305 Main St., Anaconda, MONTANA"
82003169,Ruby Theatre,MONTANA,Gallatin,Three Forks,212 Main St.,EXPLORATION/SETTLEMENT; PERFORMING ARTS,BUILDING,NA,82003169,"212 Main St., Three Forks, MONTANA"
100001392,Montana Aeronautics Commission Operations Historic District,MONTANA,Lewis and Clark,Helena,2630 Airport Rd.,TRANSPORTATION; ARCHITECTURE,building,24LC2192,100001392,"2630 Airport Rd., Helena, MONTANA"
79001407,Wilma Theatre,MONTANA,Missoula,Missoula,104 S. Higgins Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,Smead Simons Building,79001407,"104 S. Higgins Ave., Missoula, MONTANA"
98000124,Rialto Theater,MONTANA,Powell,Dear Lodge,418 Main St.,SOCIAL HISTORY; ARCHITECTURE,BUILDING,NA,98000124,"418 Main St., Dear Lodge, MONTANA"
91000726,Bitter Root Cooperative Creamery,MONTANA,Ravalli,Stevensville,3730 Eastside Hwy.,COMMERCE,BUILDING,Turner Engineering,91000726,"3730 Eastside Hwy., Stevensville, MONTANA"
93001447,Yucca Theatre,MONTANA,Treasure,Hysham,520 Division St.,ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,Manning Residence/24TE,93001447,"520 Division St., Hysham, MONTANA"
83001077,Fort Peck Theatre,MONTANA,Valley,Fort Peck,Missouri Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Fort Peck Summer Theatre,83001077,"Missouri Ave., Fort Peck, MONTANA"
13000153,Babcock Theatre Building,MONTANA,Yellowstone,Billings,114-124 N. 28th & 2808-2812 2nd Aves.,ARCHITECTURE; ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,NA,13000153,"114-124 N. 28th & 2808-2812 2nd Aves., Billings, MONTANA"
100008672,Bohning Memorial Auditorium,NEBRASKA,Buffalo,Ravenna,112 West Genoa St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,BF11-022; Ravenna City Auditorium,100008672,"112 West Genoa St., Ravenna, NEBRASKA"
06000607,Fort Theater,NEBRASKA,Buffalo,Kearney,2205 Central Ave.,ENTERTAINMENT/RECREATION,BUILDING,BF05-176,06000607,"2205 Central Ave., Kearney, NEBRASKA"
09000903,Masonic Temple and World Theater Building,NEBRASKA,Buffalo,Kearney,2318 Central Ave.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,BF05-471,09000903,"2318 Central Ave., Kearney, NEBRASKA"
100003570,Oakland City Auditorium,NEBRASKA,Burt,Oakland,401 N. Oakland Ave.,POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION; ARCHITECTURE,building,BT05-029,100003570,"401 N. Oakland Ave., Oakland, NEBRASKA"
100002164,Tekamah Auditorium,NEBRASKA,Burt,Tekamah,1315 K St.,ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT,building,BT06-046,100002164,"1315 K St., Tekamah, NEBRASKA"
00001378,David City Park and Municipal Auditorium,NEBRASKA,Butler,David City,"S side of down, bordering NE 15",ENTERTAINMENT/RECREATION; LANDSCAPE ARCHITECTURE; POLITICS/GOVERNMENT,DISTRICT,BU05-069; BU05-047,00001378,"S side of down, bordering NE 15, David City, NEBRASKA"
88000940,Surprise Opera House,NEBRASKA,Butler,Surprise,"SE corner, intersection of Miller and River Sts.",ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #BU14-8;OHBIN #10-15-01,88000940,"SE corner, intersection of Miller and River Sts., Surprise, NEBRASKA"
88000941,Thorpe's Opera House,NEBRASKA,Butler,David City,457-1/2 D St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #BU05-56;OHBIN #11-09-01,88000941,"457-1/2 D St., David City, NEBRASKA"
100008673,Agricultural Society Building (Auditorium),NEBRASKA,Cass,Weeping Water,101 West Eldora Ave.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,CC19-095,100008673,"101 West Eldora Ave., Weeping Water, NEBRASKA"
83001080,City Hall and Auditorium,NEBRASKA,Cedar,Hartington,101 N. Broadway,ARCHITECTURE,BUILDING,Hartington Municipal Building,83001080,"101 N. Broadway, Hartington, NEBRASKA"
88000947,Lodgepole Opera House,NEBRASKA,Cheyenne,Lodgepole,W side of Oberfelder at Front,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #CN05-1;OHBIN #05-22-03,88000947,"W side of Oberfelder at Front, Lodgepole, NEBRASKA"
88000948,Z.C.B.J. Opera House,NEBRASKA,Colfax,Clarkson,Fourth and Pine,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #CX01-17;OHBIN #05-09-04,88000948,"Fourth and Pine, Clarkson, NEBRASKA"
09000904,West Point City Auditorium,NEBRASKA,Cuming,West Point,237 N. Main St.,PERFORMING ARTS; ENTERTAINMENT/RECREATION,BUILDING,City Auditorium;Nebraska Theatre; CM05-046,09000904,"237 N. Main St., West Point, NEBRASKA"
88000930,Army Theatre,NEBRASKA,Dawes,Crawford,Fort Robinson State Park,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Trailside Museum;NeHBS #DW07-147;See Also:Fort Robinson and,88000930,"Fort Robinson State Park, Crawford, NEBRASKA"
85002146,Co-operative Block Building,NEBRASKA,Dawes,Crawford,435--445 2nd,COMMERCE; ARCHITECTURE,BUILDING,DW04-24;Crawford Co-op Building;O'Doherty's Restaurant,85002146,"435--445 2nd, Crawford, NEBRASKA"
88000951,Allen's Opera House,NEBRASKA,Dawson,Cozad,100 E. Eighth,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #DS02-19;OHBIN #04-11-04,88000951,"100 E. Eighth, Cozad, NEBRASKA"
02000773,Fremont Municipal Auditorium,NEBRASKA,Dodge,Fremont,925 Broad St.,POLITICS/GOVERNMENT,BUILDING,DD05:A-077,02000773,"925 Broad St., Fremont, NEBRASKA"
74001107,Love-Larson Opera House,NEBRASKA,Dodge,Fremont,543-545 Broad St.,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,Love's Opera House;Larson's Opera House;NeHBS DD05:E-3;OHBIN,74001107,"543-545 Broad St., Fremont, NEBRASKA"
88000939,Scheider's Opera House,NEBRASKA,Dodge,Snyder,104 Ash,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #DD11-2;OHBIN #01-24-04,88000939,"104 Ash, Snyder, NEBRASKA"
74001108,Astro Theater,NEBRASKA,Douglas,Omaha,2001 Farnam St.,ARCHITECTURE; SOCIAL HISTORY,BUILDING,Riviera Theater,74001108,"2001 Farnam St., Omaha, NEBRASKA"
73001061,City National Bank Building and Creighton Orpheum Theater,NEBRASKA,Douglas,Omaha,16th and Harney Sts.,PERFORMING ARTS,BUILDING,Creighton Theatre;Creighton Orpheum Theatre;NeHBS D009:123-2,73001061,"16th and Harney Sts., Omaha, NEBRASKA"
100006190,Zorn Theatre,NEBRASKA,Dundy,Benkelman,706 Chief St.,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,Benkelman Cultural Arts Center; DN01-092,100006190,"706 Chief St., Benkelman, NEBRASKA"
88000950,"Auditorium, The",NEBRASKA,Fillmore,Geneva,160 N. Ninth,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #FM05-65;OHBIN #03-14-01,88000950,"160 N. Ninth, Geneva, NEBRASKA"
96000224,Cesko-narodni sin-Milligan Auditorium,NEBRASKA,Fillmore,Milligan,"Jct. of Main and Birch Sts., SW corner",ARCHITECTURE; EUROPEAN,BUILDING,Milligan Auditorium;NeHBS #FM08-029,96000224,"Jct. of Main and Birch Sts., SW corner, Milligan, NEBRASKA"
05001293,Beatrice Municipal Auditorium,NEBRASKA,Gage,Beatrice,205 N. 4th St.,POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,GA03-272,05001293,"205 N. 4th St., Beatrice, NEBRASKA"
88000952,IOOF Opera House,NEBRASKA,Hamilton,Hampton,N. Third and B Sts.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #HM03-12;OHBIN #02-07-03,88000952,"N. Third and B Sts., Hampton, NEBRASKA"
14000395,Alma City Auditorium and Sale Barn,NEBRASKA,Harlan,Alma,614 Main St.,ENTERTAINMENT/RECREATION; AGRICULTURE,BUILDING,HN01-102,14000395,"614 Main St., Alma, NEBRASKA"
88000932,"Diller, Anna C., Opera House",NEBRASKA,Jefferson,Diller,Commercial and Hilton,SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #JF02-01,88000932,"Commercial and Hilton, Diller, NEBRASKA"
99000391,Fairbury Jr/Sr High School and Gymnasium-Auditorium,NEBRASKA,Jefferson,Fairbury,"Roughly bounded by J and K St., and 7th and 8th Sts.",EDUCATION,BUILDING,NeHBS No. JF04-469; JF04-108,99000391,"Roughly bounded by J and K St., and 7th and 8th Sts., Fairbury, NEBRASKA"
88000929,Tecumseh Opera House,NEBRASKA,Johnson,Tecumseh,123 S. Third,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Seaver Bros. Opera House;Smith Theatre;Hahn Opera House;etc.,88000929,"123 S. Third, Tecumseh, NEBRASKA"
88000946,Z.C.B.J. Opera House,NEBRASKA,Knox,Verdigre,Fourth Ave. and Main,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #KX14-1;OHBIN #05-30-06,88000946,"Fourth Ave. and Main, Verdigre, NEBRASKA"
85000957,Fox Theatre,NEBRASKA,Lincoln,North Platte,301 E. 5th,ARCHITECTURE; SOCIAL HISTORY,BUILDING,Neville Center for the Performing Arts,85000957,"301 E. 5th, North Platte, NEBRASKA"
13000677,Grand Theater,NEBRASKA,Madison,Norfolk,120 S. 3rd St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,"Rialto Theater, Cinema Theater (MD06-517)",13000677,"120 S. 3rd St., Norfolk, NEBRASKA"
88000944,"Ellen, Martha, Auditorium",NEBRASKA,Merrick,Central City,706 C Ave.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,State Theatre;NeHBS #MKO2-8;OHBIN #02-07-04,88000944,"706 C Ave., Central City, NEBRASKA"
88000936,New Opera House,NEBRASKA,Nemaha,Auburn,921 Central Ave.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Maclay Opera House;NeHBS #NH01-45,88000936,"921 Central Ave., Auburn, NEBRASKA"
88000933,Lawrence Opera House,NEBRASKA,Nuckolls,Lawrence,Second and Calvert Sts.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #NU05-1,88000933,"Second and Calvert Sts., Lawrence, NEBRASKA"
12000107,Superior City Hall and Auditorium,NEBRASKA,Nuckolls,Superior,450 N. Commercial,ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,NU13-734,12000107,"450 N. Commercial, Superior, NEBRASKA"
88000934,Steinauer Opera House,NEBRASKA,Pawnee,Steinauer,215 Main,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #PW07-8,88000934,"215 Main, Steinauer, NEBRASKA"
88000931,Table Rock Opera House,NEBRASKA,Pawnee,Table Rock,Houston St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #PW08-17,88000931,"Houston St., Table Rock, NEBRASKA"
88000942,Gehling's Theatre,NEBRASKA,Richardson,Falls City,1592 Stone St.,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,NeHBS #RH03-76;OHBIN #11-29-04,88000942,"1592 Stone St., Falls City, NEBRASKA"
88000945,Warren's Opera House,NEBRASKA,Saline,Friend,511 Second St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #SA04-34;OHBIN #02-21-07,88000945,"511 Second St., Friend, NEBRASKA"
85003103,Marquis Opera House,NEBRASKA,Scotts Bluff,Scottsbluff,1601--1603 Broadway,ARCHITECTURE,BUILDING,Flynn Building,85003103,"1601--1603 Broadway, Scottsbluff, NEBRASKA"
97000728,Midwest Theater,NEBRASKA,Scotts Bluff,Scottsbluff,1707 Broadway,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,NeHBS #SF11-10,97000728,"1707 Broadway, Scottsbluff, NEBRASKA"
88000943,Gourley's Opera House,NEBRASKA,Sheridan,Rushville,Second St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,Star Theatre;S &amp; S Theatre;Plains Theatre;NeHBS #SH08-15;OHB,88000943,"Second St., Rushville, NEBRASKA"
02000273,Wayne Municipal Auditorium,NEBRASKA,Wayne,Wayne,222 N. Pearl St.,POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,WY05-056,02000273,"222 N. Pearl St., Wayne, NEBRASKA"
88000953,IOOF Hall and Opera House,NEBRASKA,Webster,Bladen,Main St.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #WT02-8;OHBIN #04-26-06,88000953,"Main St., Bladen, NEBRASKA"
82004925,Opera House,NEBRASKA,Webster,Red Cloud,413 N. Webster,LITERATURE,BUILDING,See Also:Main Street Historic District,82004925,"413 N. Webster, Red Cloud, NEBRASKA"
88000949,Clem's Opera House,NEBRASKA,York,Gresham,Main and Post Sts.,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,NeHBS #YK04-1;OHBIN #03-01-02,88000949,"Main and Post Sts., Gresham, NEBRASKA"
100008681,York Auditorium,NEBRASKA,York,York,612 Nebraska Ave.,ARCHITECTURE; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,building,YK11-004,100008681,"612 Nebraska Ave., York, NEBRASKA"
90000912,Carson City Civic Auditorium,NEVADA,Carson City,Carson City (Independent city),813 N. Carson St.,OTHER; ARCHITECTURE,BUILDING,Municipal Auditorium,90000912,"813 N. Carson St., Carson City (Independent city), NEVADA"
93000686,Huntridge Theater,NEVADA,Clark,Las Vegas,1208 E. Charleston Blvd.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Huntridge Performing Arts Theater,93000686,"1208 E. Charleston Blvd., Las Vegas, NEVADA"
84002074,Brown's Hall-Thompson's Opera House,NEVADA,Lincoln,Pioche,N. Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,Gem Theater,84002074,"N. Main St., Pioche, NEVADA"
100009942,Gem Theater,NEVADA,Lincoln,Pioche,648 Main Street,ENTERTAINMENT/RECREATION,building,NA,100009942,"648 Main Street, Pioche, NEVADA"
97000217,Piper's Opera House,NEVADA,Storey,Virginia City,"1, 3, and 5 N. B St.",ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,Piper's Theater;See Also:Virginia City Historic District,97000217,"1, 3, and 5 N. B St., Virginia City, NEVADA"
04001528,Pioneer Theater-Auditorium,NEVADA,Washoe,Reno,100 S. Virginia St.,PERFORMING ARTS; ARCHITECTURE,BUILDING,Pioneer Center for the Performing Arts,04001528,"100 S. Virginia St., Reno, NEVADA"
93000692,Capital Theater,NEVADA,White Pine,Ely,460 Aultman St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,93000692,"460 Aultman St., Ely, NEVADA"
93000691,Central Theater,NEVADA,White Pine,Ely,145 W. 15th Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,93000691,"145 W. 15th Ave., Ely, NEVADA"
100005742,Colonial Theatre Complex,NEW HAMPSHIRE,Belknap,Laconia,609-621 Main St. and 21-31 Canal St.,ARCHITECTURE; ART; ENTERTAINMENT/RECREATION; COMMERCE; PERFORMING ARTS; SOCIAL HISTORY,building,NA,100005742,"609-621 Main St. and 21-31 Canal St., Laconia, NEW HAMPSHIRE"
07000550,Wakefield Town Hall and Opera House,NEW HAMPSHIRE,Carroll,Wakefield,2 High St.,POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,NA,07000550,"2 High St., Wakefield, NEW HAMPSHIRE"
80000288,Woodsville Opera Building,NEW HAMPSHIRE,Grafton,Woodsville,67 Central St.,ARCHITECTURE,BUILDING,The Opera Block,80000288,"67 Central St., Woodsville, NEW HAMPSHIRE"
82003269,Collingswood Theatre,NEW JERSEY,Camden,Collingswood,843 Haddon Ave.,ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,82003269,"843 Haddon Ave., Collingswood, NEW JERSEY"
02001625,Ritz Theatre,NEW JERSEY,Camden,Haddon,915 White Horse Pike,ENTERTAINMENT/RECREATION; ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,02001625,"915 White Horse Pike, Haddon, NEW JERSEY"
10000834,Westmont Theatre,NEW JERSEY,Camden,Haddon Township,49 Haddon Ave,ENTERTAINMENT/RECREATION; COMMUNITY PLANNING AND DEVELOPMENT,BUILDING,NA,10000834,"49 Haddon Ave, Haddon Township, NEW JERSEY"
00001405,Landis Theatre-Mori Brothers Building,NEW JERSEY,Cumberland,Vineland,830-834 Landis Ave.,ARCHITECTURE; ENGINEERING; ENTERTAINMENT/RECREATION,BUILDING,NA,00001405,"830-834 Landis Ave., Vineland, NEW JERSEY"
86001957,Stanley Theater,NEW JERSEY,Essex,Newark,985 S. Orange Ave.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,"""Casa Italiana"" Father Vincent Monella Center of Italian Cul",86001957,"985 S. Orange Ave., Newark, NEW JERSEY"
100007648,Loew’s Jersey Theatre,NEW JERSEY,Hudson,Jersey City,54 Journal Sq.,ARCHITECTURE,building,NA,100007648,"54 Journal Sq., Jersey City, NEW JERSEY"
09001100,"Carlton, Theatre, The",NEW JERSEY,Monmouth,Red Bank Borough,99 Monmouth St.,ARCHITECTURE,BUILDING,The Count Basie Theatre,09001100,"99 Monmouth St., Red Bank Borough, NEW JERSEY"
96000536,Palace Theatre,NEW JERSEY,Morris,Netcong,7 Ledgewood Ave.,SOCIAL HISTORY; EUROPEAN; ENTERTAINMENT/RECREATION; ARCHITECTURE,building,NA,96000536,"7 Ledgewood Ave., Netcong, NEW JERSEY"
79001516,"Tuttle, David, Cooperage",NEW JERSEY,Morris,Dover,83 Gristmill Rd.,COMMERCE,BUILDING,The Cooperage;See Also:Mott Hollow,79001516,"83 Gristmill Rd., Dover, NEW JERSEY"
82003292,Strand Theatre,NEW JERSEY,Ocean,Lakewood,400 Clifton Ave.,OTHER; ART; ARCHITECTURE,BUILDING,NA,82003292,"400 Clifton Ave., Lakewood, NEW JERSEY"
14000190,"Brook Theater, The",NEW JERSEY,Somerset,Bound Brook Borough,10 Hamilton St.,ENTERTAINMENT/RECREATION; PERFORMING ARTS,BUILDING,The Brook Arts Center,14000190,"10 Hamilton St., Bound Brook Borough, NEW JERSEY"
05000965,Crescent Theatre,NEW JERSEY,Sussex,Borough of Sussex,74 Main St.,ENTERTAINMENT/RECREATION,BUILDING,Sussex Theatre; Sussex Community Center,05000965,"74 Main St., Borough of Sussex, NEW JERSEY"
86001509,Rahway Theatre,NEW JERSEY,Union,Rahway,1601 Irving St.,ART; ARCHITECTURE; PERFORMING ARTS,BUILDING,NA,86001509,"1601 Irving St., Rahway, NEW JERSEY"
09001177,Summit Playhouse,NEW JERSEY,Union,Summit,10 New England Ave.,EDUCATION; PERFORMING ARTS; ARCHITECTURE,BUILDING,Summit Library,09001177,"10 New England Ave., Summit, NEW JERSEY"
77000920,Kimo Theater,NEW MEXICO,Bernalillo,Albuquerque,421 Central Ave.,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,77000920,"421 Central Ave., Albuquerque, NEW MEXICO"
06001250,El Raton Theater,NEW MEXICO,Colfax,Raton,115 N. Second St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,06001250,"115 N. Second St., Raton, NEW MEXICO"
06001253,Lyceum Theater,NEW MEXICO,Curry,Clovis,409 Main St.,ENTERTAINMENT/RECREATION,BUILDING,NA,06001253,"409 Main St., Clovis, NEW MEXICO"
06001255,State Theater,NEW MEXICO,Curry,Clovis,504 Main St.,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,NA,06001255,"504 Main St., Clovis, NEW MEXICO"
03001352,Rio Grande Theatre,NEW MEXICO,Dona Ana,Las Cruces,211 N. Downtown Mall,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,Fox Rio Grande Theatre,03001352,"211 N. Downtown Mall, Las Cruces, NEW MEXICO"
